"district","type","extraction_template","pathrepl","noderepl","varrepl","typerepl","final"
"36","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")"
"37","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")"
"38","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")"
"39","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")"
"40","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")"
"41","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")"
"42","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")"
"43","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")"
"44","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")"
"45","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""45*"",OutputFile=""statemod_output_district_45.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""45*"",OutputFile=""statemod_output_district_45.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""45*"",OutputFile=""statemod_output_district_45.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""45*"",OutputFile=""statemod_output_district_45.csv"",ValueColumns=""%A"")"
"50","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""50*"",OutputFile=""statemod_output_district_50.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""50*"",OutputFile=""statemod_output_district_50.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""50*"",OutputFile=""statemod_output_district_50.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""50*"",OutputFile=""statemod_output_district_50.csv"",ValueColumns=""%A"")"
"51","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""51*"",OutputFile=""statemod_output_district_51.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""51*"",OutputFile=""statemod_output_district_51.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""51*"",OutputFile=""statemod_output_district_51.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""51*"",OutputFile=""statemod_output_district_51.csv"",ValueColumns=""%A"")"
"52","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""52*"",OutputFile=""statemod_output_district_52.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""52*"",OutputFile=""statemod_output_district_52.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""52*"",OutputFile=""statemod_output_district_52.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""52*"",OutputFile=""statemod_output_district_52.csv"",ValueColumns=""%A"")"
"53","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""53*"",OutputFile=""statemod_output_district_53.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""53*"",OutputFile=""statemod_output_district_53.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""53*"",OutputFile=""statemod_output_district_53.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""53*"",OutputFile=""statemod_output_district_53.csv"",ValueColumns=""%A"")"
"54","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""54*"",OutputFile=""statemod_output_district_54.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""54*"",OutputFile=""statemod_output_district_54.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""54*"",OutputFile=""statemod_output_district_54.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""54*"",OutputFile=""statemod_output_district_54.csv"",ValueColumns=""%A"")"
"55","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""55*"",OutputFile=""statemod_output_district_55.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""55*"",OutputFile=""statemod_output_district_55.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""55*"",OutputFile=""statemod_output_district_55.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""55*"",OutputFile=""statemod_output_district_55.csv"",ValueColumns=""%A"")"
"56","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""56*"",OutputFile=""statemod_output_district_56.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""56*"",OutputFile=""statemod_output_district_56.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""56*"",OutputFile=""statemod_output_district_56.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""56*"",OutputFile=""statemod_output_district_56.csv"",ValueColumns=""%A"")"
"57","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""57*"",OutputFile=""statemod_output_district_57.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""57*"",OutputFile=""statemod_output_district_57.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""57*"",OutputFile=""statemod_output_district_57.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""57*"",OutputFile=""statemod_output_district_57.csv"",ValueColumns=""%A"")"
"58","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""58*"",OutputFile=""statemod_output_district_58.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""58*"",OutputFile=""statemod_output_district_58.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""58*"",OutputFile=""statemod_output_district_58.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""58*"",OutputFile=""statemod_output_district_58.csv"",ValueColumns=""%A"")"
"59","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""59*"",OutputFile=""statemod_output_district_59.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""59*"",OutputFile=""statemod_output_district_59.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""59*"",OutputFile=""statemod_output_district_59.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""59*"",OutputFile=""statemod_output_district_59.csv"",ValueColumns=""%A"")"
"60","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""60*"",OutputFile=""statemod_output_district_60.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""60*"",OutputFile=""statemod_output_district_60.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""60*"",OutputFile=""statemod_output_district_60.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""60*"",OutputFile=""statemod_output_district_60.csv"",ValueColumns=""%A"")"
"61","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""61*"",OutputFile=""statemod_output_district_61.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""61*"",OutputFile=""statemod_output_district_61.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""61*"",OutputFile=""statemod_output_district_61.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""61*"",OutputFile=""statemod_output_district_61.csv"",ValueColumns=""%A"")"
"62","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""62*"",OutputFile=""statemod_output_district_62.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""62*"",OutputFile=""statemod_output_district_62.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""62*"",OutputFile=""statemod_output_district_62.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""62*"",OutputFile=""statemod_output_district_62.csv"",ValueColumns=""%A"")"
"63","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""63*"",OutputFile=""statemod_output_district_63.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""63*"",OutputFile=""statemod_output_district_63.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""63*"",OutputFile=""statemod_output_district_63.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""63*"",OutputFile=""statemod_output_district_63.csv"",ValueColumns=""%A"")"
"64","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""64*"",OutputFile=""statemod_output_district_64.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""64*"",OutputFile=""statemod_output_district_64.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""64*"",OutputFile=""statemod_output_district_64.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""64*"",OutputFile=""statemod_output_district_64.csv"",ValueColumns=""%A"")"
"68","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""68*"",OutputFile=""statemod_output_district_68.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""68*"",OutputFile=""statemod_output_district_68.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""68*"",OutputFile=""statemod_output_district_68.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""68*"",OutputFile=""statemod_output_district_68.csv"",ValueColumns=""%A"")"
"69","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")"
"70","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")"
"71","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")"
"72","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")"
"73","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")"
"77","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")"
"78","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")"
"80","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")"
"99","IrrigSupply","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")"
