"district","type","extraction_template","pathrepl","noderepl","varrepl","typerepl","final"
"59","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""59_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""59*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""59_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""59*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""59_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""59*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""59_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""59*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"60","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""60_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""60*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""60_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""60*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""60_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""60*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""60_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""60*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"61","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""61_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""61*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""61_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""61*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""61_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""61*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""61_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""61*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"62","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""62_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""62*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""62_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""62*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""62_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""62*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""62_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""62*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"63","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""63_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""63*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""63_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""63*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""63_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""63*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""63_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""63*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"64","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""64_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""64*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""64_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""64*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""64_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""64*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""64_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""64*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"68","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""68_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""68*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""68_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""68*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""68_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""68*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""68_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""68*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"69","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""69_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""69*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""69_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""69*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""69_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""69*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""69_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""69*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"70","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""70_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""70*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""70_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""70*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""70_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""70*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""70_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""70*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"71","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""71_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""71*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""71_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""71*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""71_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""71*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""71_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""71*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"72","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""72_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""72*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""72_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""72*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""72_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""72*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""72_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""72*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"73","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""73_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""73*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""73_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""73*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""73_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""73*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""73_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""73*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"77","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""77_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""77*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""77_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""77*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""77_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""77*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""77_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""77*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"78","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""78_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""78*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""78_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""78*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""78_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""78*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""78_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""78*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"80","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""80_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""80*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""80_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""80*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""80_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""80*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""80_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""80*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
"99","IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""99_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""99*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""99_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""99*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""99_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""99*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""99_AGG_IrrigSupply"",AddTSList=AllMatchingTSID,AddTSID=""99*IrrigSupply*"",HandleMissingHow=""IgnoreMissing"")"
NA,"IrrigSupply","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")",NA,NA,NA,NA
"01","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""01_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""01*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""01_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""01*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""01_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""01*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""01_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""01*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"02","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""02_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""02*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""02_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""02*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""02_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""02*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""02_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""02*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"04","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""04_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""04*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""04_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""04*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""04_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""04*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""04_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""04*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"05","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""05_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""05*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""05_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""05*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""05_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""05*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""05_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""05*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"06","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""06_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""06*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""06_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""06*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""06_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""06*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""06_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""06*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"07","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""07*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""07_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""07*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"08","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""08_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""08*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""08_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""08*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""08_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""08*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""08_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""08*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"09","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""09_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""09*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""09_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""09*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""09_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""09*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""09_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""09*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"23","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""23_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""23*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""23_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""23*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""23_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""23*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""23_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""23*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"28","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""28_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""28*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""28_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""28*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""28_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""28*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""28_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""28*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
"29","IrrigShortage","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""NODEREPL_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""NODEREPL*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_VARREPL"",AddTSList=AllMatchingTSID,AddTSID=""29*VARREPL*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""29*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""29*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")","Add(TSID=""29_AGG_IrrigShortage"",AddTSList=AllMatchingTSID,AddTSID=""29*IrrigShortage*"",HandleMissingHow=""IgnoreMissing"")"
