"Date","55_AGG_IrrigDemand","55_AGG_IrrigSupply","55_AGG_IrrigShortage","55_AGG_IrrigSupDirectFlow","55_AGG_MunDemand","55_AGG_MunSupply","55_AGG_MunShortage","55_ADY024_IrrigDemand","55_ADY026_IrrigDemand","55_ADY024_IrrigSupply","55_ADY026_IrrigSupply","55_ADY024_IrrigShortage","55_ADY026_IrrigShortage","55_ADY024_IrrigSupDirectFlow","55_ADY026_IrrigSupDirectFlow"
"1995-08",210,178.2747,31.7253,178.2747,NA,NA,NA,167,43,135.2747,43,31.7253,0,135.2747,43
"1995-09",52,53.42,0,52,NA,NA,NA,27,25,28.42,25,0,0,27,25
"1995-10",13,13,0,13,NA,NA,NA,13,0,13,0,0,0,13,0
"1995-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1995-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1996-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1996-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1996-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1996-04",162,162,0,162,NA,NA,NA,17,145,17,145,0,0,17,145
"1996-05",494,254.2747,239.7253,254.2747,NA,NA,NA,375,119,135.2747,119,239.7253,0,135.2747,119
"1996-06",467,208.911,258.089,208.911,NA,NA,NA,389,78,130.911,78,258.089,0,130.911,78
"1996-07",288,173.2747,114.7253,173.2747,NA,NA,NA,250,38,135.2747,38,114.7253,0,135.2747,38
"1996-08",195,178.2747,16.7253,178.2747,NA,NA,NA,152,43,135.2747,43,16.7253,0,135.2747,43
"1996-09",53,54.88,0,53,NA,NA,NA,28,25,29.88,25,0,0,28,25
"1996-10",6,6,0,6,NA,NA,NA,6,0,6,0,0,0,6,0
"1996-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1996-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1997-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1997-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1997-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1997-04",32,32,0,32,NA,NA,NA,0,32,0,32,0,0,0,32
"1997-05",624,235.2747,388.7253,235.2747,NA,NA,NA,524,100,135.2747,100,388.7253,0,135.2747,100
"1997-06",573,203.911,369.0891,203.911,NA,NA,NA,500,73,130.911,73,369.0891,0,130.911,73
"1997-07",449,179.2747,269.7253,179.2747,NA,NA,NA,405,44,135.2747,44,269.7253,0,135.2747,44
"1997-08",258,179.2747,78.7253,179.2747,NA,NA,NA,214,44,135.2747,44,78.7253,0,135.2747,44
"1997-09",62,63.28,0,62,NA,NA,NA,18,44,19.28,44,0,0,18,44
"1997-10",16,16,0,16,NA,NA,NA,16,0,16,0,0,0,16,0
"1997-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1997-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1998-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1998-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1998-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1998-04",175,162.911,12.089,162.911,NA,NA,NA,143,32,130.911,32,12.089,0,130.911,32
"1998-05",675,335.2747,339.7253,335.2747,NA,NA,NA,475,200,135.2747,200,339.7253,0,135.2747,200
"1998-06",516,210.911,305.089,210.911,NA,NA,NA,436,80,130.911,80,305.089,0,130.911,80
"1998-07",310,167.2747,142.7253,167.2747,NA,NA,NA,278,32,135.2747,32,142.7253,0,135.2747,32
"1998-08",297,178.2747,118.7253,178.2747,NA,NA,NA,254,43,135.2747,43,118.7253,0,135.2747,43
"1998-09",100,103,0,100,NA,NA,NA,50,50,53,50,0,0,50,50
"1998-10",37,37,0,37,NA,NA,NA,13,24,13,24,0,0,13,24
"1998-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1998-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1999-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1999-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1999-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1999-04",91,91,0,91,NA,NA,NA,0,91,0,91,0,0,0,91
"1999-05",685.9999,258.2747,427.7253,258.2747,NA,NA,NA,562.9999,123,135.2747,123,427.7253,0,135.2747,123
"1999-06",495,197.911,297.089,197.911,NA,NA,NA,428,67,130.911,67,297.089,0,130.911,67
"1999-07",379,173.2747,205.7253,173.2747,NA,NA,NA,341,38,135.2747,38,205.7253,0,135.2747,38
"1999-08",267,164.2747,102.7253,164.2747,NA,NA,NA,238,29,135.2747,29,102.7253,0,135.2747,29
"1999-09",162,162,0,162,NA,NA,NA,79,83,79,83,0,0,79,83
"1999-10",90,90,0,90,NA,NA,NA,40,50,40,50,0,0,40,50
"1999-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1999-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-03",34,34,0,34,NA,NA,NA,0,34,0,34,0,0,0,34
"2000-04",169,169,0,169,NA,NA,NA,50,119,50,119,0,0,50,119
"2000-05",632,235.2747,396.7253,235.2747,NA,NA,NA,532,100,135.2747,100,396.7253,0,135.2747,100
"2000-06",600,230.911,369.0891,230.911,NA,NA,NA,500,100,130.911,100,369.0891,0,130.911,100
"2000-07",331,185.2747,145.7253,185.2747,NA,NA,NA,281,50,135.2747,50,145.7253,0,135.2747,50
"2000-08",207,178.2747,28.7253,178.2747,NA,NA,NA,164,43,135.2747,43,28.7253,0,135.2747,43
"2000-09",47,48.12,0,47,NA,NA,NA,22,25,23.12,25,0,0,22,25
"2000-10",16,16,0,16,NA,NA,NA,16,0,16,0,0,0,16,0
"2000-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2000-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2001-03",11,11,0,11,NA,NA,NA,0,11,0,11,0,0,0,11
"2001-04",88,88,0,88,NA,NA,NA,58,30,58,30,0,0,58,30
"2001-05",945,335.2747,609.7253,335.2747,NA,NA,NA,745,200,135.2747,200,609.7253,0,135.2747,200
"2001-06",622,237.911,384.089,237.911,NA,NA,NA,515,107,130.911,107,384.089,0,130.911,107
"2001-07",585,244.2747,340.7253,244.2747,NA,NA,NA,476,109,135.2747,109,340.7253,0,135.2747,109
"2001-08",271,271,0,271,NA,NA,NA,132,139,132,139,0,0,132,139
"2001-09",209,212.08,0,209,NA,NA,NA,48,161,51.08,161,0,0,48,161
"2001-10",83,83,0,83,NA,NA,NA,23,60,23,60,0,0,23,60
"2001-11",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2001-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2002-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2002-02",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2002-03",149,149,0,149,NA,NA,NA,0,149,0,149,0,0,0,149
"2002-04",312,310.911,1.089,310.911,NA,NA,NA,132,180,130.911,180,1.089,0,130.911,180
"2002-05",843,335.2747,507.7253,335.2747,NA,NA,NA,643,200,135.2747,200,507.7253,0,135.2747,200
"2002-06",618,310.911,307.089,310.911,NA,NA,NA,438,180,130.911,180,307.089,0,130.911,180
"2002-07",460,320.2747,139.7253,320.2747,NA,NA,NA,275,185,135.2747,185,139.7253,0,135.2747,185
"2002-08",329,211.8787,117.1213,182.8015,NA,NA,NA,144,185,26.8787,185,117.1213,0,0,182.8015
"2002-09",205,175,30,174,NA,NA,NA,30,175,0,175,30,0,0,174
"2002-10",46,46,0,46,NA,NA,NA,6,40,6,40,0,0,6,40
"2002-11",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2002-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2003-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2003-02",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2003-03",186,186,0,186,NA,NA,NA,0,186,0,186,0,0,0,186
"2003-04",296,296,0,296,NA,NA,NA,116,180,116,180,0,0,116,180
"2003-05",974,405.2747,568.7253,405.2747,NA,NA,NA,704,270,135.2747,270,568.7253,0,135.2747,270
"2003-06",473,251.911,221.089,251.911,NA,NA,NA,352,121,130.911,121,221.089,0,130.911,121
"2003-07",375,185.2747,189.7253,185.2747,NA,NA,NA,325,50,135.2747,50,189.7253,0,135.2747,50
"2003-08",211,178.2747,32.7253,178.2747,NA,NA,NA,168,43,135.2747,43,32.7253,0,135.2747,43
"2003-09",85,87.1,0,85,NA,NA,NA,35,50,37.1,50,0,0,35,50
"2003-10",79,79,0,79,NA,NA,NA,29,50,29,50,0,0,29,50
"2003-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2003-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2004-04",42,42,0,42,NA,NA,NA,42,0,42,0,0,0,42,0
"2004-05",700.0001,335.2747,364.7253,335.2747,NA,NA,NA,500.0001,200,135.2747,200,364.7253,0,135.2747,200
"2004-06",525,197.911,327.089,197.911,NA,NA,NA,458,67,130.911,67,327.089,0,130.911,67
"2004-07",280,196.2747,83.7253,196.2747,NA,NA,NA,219,61,135.2747,61,83.7253,0,135.2747,61
"2004-08",197,196.2747,0.7253,196.2747,NA,NA,NA,136,61,135.2747,61,0.7253,0,135.2747,61
"2004-09",80,81.2,0,80,NA,NA,NA,20,60,21.2,60,0,0,20,60
"2004-10",83,83,0,83,NA,NA,NA,23,60,23,60,0,0,23,60
"2004-11",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2004-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2005-01",14,14,0,14,NA,NA,NA,0,14,0,14,0,0,0,14
"2005-02",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2005-03",22,22,0,22,NA,NA,NA,0,22,0,22,0,0,0,22
"2005-04",159,159,0,159,NA,NA,NA,127,32,127,32,0,0,127,32
"2005-05",470,235.2747,234.7253,235.2747,NA,NA,NA,370,100,135.2747,100,234.7253,0,135.2747,100
"2005-06",448,203.911,244.089,203.911,NA,NA,NA,375,73,130.911,73,244.089,0,130.911,73
"2005-07",359,206.2747,152.7253,206.2747,NA,NA,NA,288,71,135.2747,71,152.7253,0,135.2747,71
"2005-08",208,178.2747,29.7253,178.2747,NA,NA,NA,165,43,135.2747,43,29.7253,0,135.2747,43
"2005-09",53,54.88,0,53,NA,NA,NA,28,25,29.88,25,0,0,28,25
"2005-10",25,25,0,25,NA,NA,NA,19,6,19,6,0,0,19,6
"2005-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2005-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-04",179,179,0,179,NA,NA,NA,127,52,127,52,0,0,127,52
"2006-05",675,335.2747,339.7253,335.2747,NA,NA,NA,475,200,135.2747,200,339.7253,0,135.2747,200
"2006-06",500,230.911,269.089,230.911,NA,NA,NA,400,100,130.911,100,269.089,0,130.911,100
"2006-07",345,185.2747,159.7253,185.2747,NA,NA,NA,295,50,135.2747,50,159.7253,0,135.2747,50
"2006-08",293,178.2747,114.7253,178.2747,NA,NA,NA,250,43,135.2747,43,114.7253,0,135.2747,43
"2006-09",48,49.58,0,48,NA,NA,NA,23,25,24.58,25,0,0,23,25
"2006-10",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2006-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-04",125,126,0,125,NA,NA,NA,125,0,125,1,0,0,125,0
"2007-05",552,287.2747,264.7253,287.2747,NA,NA,NA,400,152,135.2747,152,264.7253,0,135.2747,152
"2007-06",489,230.911,258.089,230.911,NA,NA,NA,389,100,130.911,100,258.089,0,130.911,100
"2007-07",439,185.2747,253.7253,185.2747,NA,NA,NA,389,50,135.2747,50,253.7253,0,135.2747,50
"2007-08",271,179.2747,91.7253,177.0762,NA,NA,NA,227,44,135.2747,44,91.7253,0,135.2747,41.8015
"2007-09",47,48.12,0,47,NA,NA,NA,22,25,23.12,25,0,0,22,25
"2007-10",10,10,0,10,NA,NA,NA,10,0,10,0,0,0,10,0
"2007-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2007-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-04",204,204,0,204,NA,NA,NA,71,133,71,133,0,0,71,133
"2008-05",521,381.2747,139.7253,381.2747,NA,NA,NA,275,246,135.2747,246,139.7253,0,135.2747,246
"2008-06",555,322.911,232.089,322.911,NA,NA,NA,363,192,130.911,192,232.089,0,130.911,192
"2008-07",353,213.2747,139.7253,213.2747,NA,NA,NA,275,78,135.2747,78,139.7253,0,135.2747,78
"2008-08",342,272.2747,69.7253,272.2747,NA,NA,NA,205,137,135.2747,137,69.7253,0,135.2747,137
"2008-09",153,154.2,0,153,NA,NA,NA,20,133,21.2,133,0,0,20,133
"2008-10",71,71,0,71,NA,NA,NA,13,58,13,58,0,0,13,58
"2008-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2008-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-04",133,133,0,133,NA,NA,NA,50,83,50,83,0,0,50,83
"2009-05",487,247.2747,239.7253,247.2747,NA,NA,NA,375,112,135.2747,112,239.7253,0,135.2747,112
"2009-06",412,179.911,232.089,179.911,NA,NA,NA,363,49,130.911,49,232.089,0,130.911,49
"2009-07",307,179.2747,127.7253,179.2747,NA,NA,NA,263,44,135.2747,44,127.7253,0,135.2747,44
"2009-08",296,182.2747,113.7253,182.2747,NA,NA,NA,249,47,135.2747,47,113.7253,0,135.2747,47
"2009-09",90,92.4,0,90,NA,NA,NA,40,50,42.4,50,0,0,40,50
"2009-10",15,15,0,15,NA,NA,NA,10,5,10,5,0,0,10,5
"2009-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2009-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-04",9,9,0,9,NA,NA,NA,0,9,0,9,0,0,0,9
"2010-05",781,235.2747,545.7253,235.2747,NA,NA,NA,681,100,135.2747,100,545.7253,0,135.2747,100
"2010-06",735,197.911,537.0891,197.911,NA,NA,NA,668,67,130.911,67,537.0891,0,130.911,67
"2010-07",325,185.2747,139.7253,185.2747,NA,NA,NA,275,50,135.2747,50,139.7253,0,135.2747,50
"2010-08",384,178.2747,205.7253,178.2747,NA,NA,NA,341,43,135.2747,43,205.7253,0,135.2747,43
"2010-09",276,180.911,95.089,180.911,NA,NA,NA,226,50,130.911,50,95.089,0,130.911,50
"2010-10",69,69,0,69,NA,NA,NA,19,50,19,50,0,0,19,50
"2010-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2010-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"2011-04",11,11,0,11,NA,NA,NA,0,11,0,11,0,0,0,11
"2011-05",684.0001,235.2747,448.7253,235.2747,NA,NA,NA,584.0001,100,135.2747,100,448.7253,0,135.2747,100
"2011-06",563,197.911,365.089,197.911,NA,NA,NA,496,67,130.911,67,365.089,0,130.911,67
"2011-07",218,172.2747,45.7253,172.2747,NA,NA,NA,181,37,135.2747,37,45.7253,0,135.2747,37
"2011-08",195,178.2747,16.7253,178.2747,NA,NA,NA,152,43,135.2747,43,16.7253,0,135.2747,43
"2011-09",88,90.48,0,88,NA,NA,NA,38,50,40.48,50,0,0,38,50
"2011-10",73,73,0,73,NA,NA,NA,23,50,23,50,0,0,23,50
"2011-11",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2011-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2012-01",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2012-02",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2012-03",17,17,0,17,NA,NA,NA,0,17,0,17,0,0,0,17
"2012-04",144,144,0,144,NA,NA,NA,112,32,112,32,0,0,112,32
"2012-05",747.9999,335.2747,412.7253,335.2747,NA,NA,NA,547.9999,200,135.2747,200,412.7253,0,135.2747,200
"2012-06",533,230.911,302.089,230.911,NA,NA,NA,433,100,130.911,100,302.089,0,130.911,100
"2012-07",709,179.2747,529.7253,179.2747,NA,NA,NA,665,44,135.2747,44,529.7253,0,135.2747,44
"2012-08",406,192.2747,213.7253,192.2747,NA,NA,NA,349,57,135.2747,57,213.7253,0,135.2747,57
"2012-09",87,89.02,0,87,NA,NA,NA,37,50,39.02,50,0,0,37,50
"2012-10",69,69,0,69,NA,NA,NA,19,50,19,50,0,0,19,50
"2012-11",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
"2012-12",2,2,0,2,NA,NA,NA,0,2,0,2,0,0,0,2
