Date,09_AGG_IrrigDemand,09_AGG_IrrigSupply,09_AGG_IrrigShortage,09_AGG_IrrigSupDirectFlow,09_AGG_MunDemand,09_AGG_MunSupply,09_AGG_MunShortage,0900731_D_IrrigDemand,0900731_D_IrrigSupply,0900731_D_IrrigShortage,0900731_D_IrrigSupDirectFlow,0900535_IrrigDemand,0900535_IrrigSupply,0900535_IrrigShortage,0900535_IrrigSupDirectFlow,0900752_IrrigDemand,0900752_IrrigSupply,0900752_IrrigShortage,0900752_IrrigSupDirectFlow,0900767_IrrigDemand,0900767_IrrigSupply,0900767_IrrigShortage,0900767_IrrigSupDirectFlow,0900958_IrrigDemand,0900958_IrrigSupply,0900958_IrrigShortage,0900958_IrrigSupDirectFlow,09_ADP003_IrrigDemand,09_ADP003_IrrigSupply,09_ADP003_IrrigShortage,09_ADP003_IrrigSupDirectFlow,09_ASI_TH_MunDemand,09_ASI_TH_MunSupply,09_ASI_TH_MunShortage,09_AMP001_I_MunDemand,09_AMP001_I_MunSupply,09_AMP001_I_MunShortage,09_AMP001_O_MunDemand,09_AMP001_O_MunSupply,09_AMP001_O_MunShortage
1975-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1976-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1976-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1976-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1976-04,550.0000,534.0000,16.0000,534.0000,144.3700,144.3600,0.0100,295.0000,295.0000,0.0000,295.0000,11.0000,0.0000,11.0000,0.0000,6.0000,6.0000,0.0000,6.0000,5.0000,0.0000,5.0000,0.0000,233.0000,233.0000,0.0000,233.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1976-05,1058.0000,1002.2242,82.8437,975.1562,196.6300,196.6200,0.0100,553.0000,553.0000,0.0000,553.0000,17.0000,0.0000,17.0000,0.0000,23.0000,23.0000,0.0000,23.0000,89.0000,23.1563,65.8437,23.1563,362.0000,389.0680,0.0000,361.9999,14.0000,14.0000,0.0000,14.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1976-06,1141.0000,1160.4981,15.7239,1125.2761,231.4600,231.4500,0.0100,569.0000,602.0520,0.0000,569.0000,17.0000,1.2761,15.7239,1.2761,24.0000,24.0000,0.0000,24.0000,100.0000,100.0000,0.0000,100.0000,411.0000,413.1700,0.0000,411.0000,20.0000,20.0000,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1976-07,1253.0000,1217.1040,92.0001,1161.0000,240.1700,240.1600,0.0100,638.0000,694.1040,0.0000,638.0000,17.0000,0.0000,17.0000,0.0000,29.0000,29.0000,0.0000,29.0000,75.0000,0.0000,75.0000,0.0000,477.0000,477.0000,.0001,477.0000,17.0000,17.0000,0.0000,17.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1976-08,1103.0001,1042.6719,71.0000,1032.0000,214.0400,214.0300,0.0100,584.0001,594.6719,0.0000,584.0001,15.0000,0.0000,15.0000,0.0000,31.0000,31.0000,0.0000,31.0000,56.0000,0.0000,56.0000,0.0000,405.0000,405.0000,.0000,405.0000,12.0000,12.0000,0.0000,12.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1976-09,150.0000,122.6720,28.0000,122.0000,179.2100,179.2000,0.0100,84.0000,84.6720,0.0000,84.0000,4.0000,0.0000,4.0000,0.0000,4.0000,4.0000,0.0000,4.0000,24.0000,0.0000,24.0000,0.0000,29.0000,29.0000,0.0000,29.0000,5.0000,5.0000,0.0000,5.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1976-10,303.0000,305.7140,15.0000,288.0000,126.9500,126.9400,0.0100,158.0000,175.2640,0.0000,158.0000,3.0000,0.0000,3.0000,0.0000,5.0000,5.4500,0.0000,5.0000,12.0000,0.0000,12.0000,0.0000,125.0000,125.0000,0.0000,125.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1976-11,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1976-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1977-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1977-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1977-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1977-04,648.0000,637.0000,11.0000,637.0000,144.3700,144.3600,0.0100,341.0000,341.0000,0.0000,341.0000,11.0000,0.0000,11.0000,0.0000,8.0000,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,286.0000,286.0000,0.0000,286.0000,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1977-05,1373.0000,1408.1500,0.0000,1373.0000,196.6300,196.6200,0.0100,731.0000,731.0000,0.0000,731.0000,21.0000,21.0000,0.0000,21.0000,32.0000,32.0000,0.0000,32.0000,98.0000,98.0000,0.0000,98.0000,475.0000,510.1500,0.0000,475.0000,16.0000,16.0000,0.0000,16.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1977-06,1412.0000,1400.2613,54.0006,1350.8133,231.4600,231.4500,0.0100,707.0000,748.1559,0.0000,707.0000,21.0000,1.2060,19.7940,0.0000,33.0000,33.0000,0.0000,33.0000,108.0000,73.7934,34.2066,67.8134,520.0000,520.8459,0.0000,519.9999,23.0000,23.2600,0.0000,23.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1977-07,1083.0000,1131.4000,0.0000,1083.0000,240.1700,240.1600,0.0100,550.0000,598.4000,0.0000,550.0000,15.0000,15.0000,0.0000,15.0000,26.0000,26.0000,0.0000,26.0000,73.0000,73.0000,0.0000,73.0000,402.0000,402.0000,0.0000,402.0000,17.0000,17.0000,0.0000,17.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1977-08,1059.0000,1067.1688,1.8512,1057.1488,214.0400,214.0300,0.0100,565.0000,575.0200,0.0000,565.0000,13.0000,13.0000,0.0000,13.0000,31.0000,31.0000,0.0000,31.0000,37.0000,37.0000,0.0000,37.0000,405.0000,405.0000,.0000,405.0000,8.0000,6.1488,1.8511,6.1488,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1977-09,1316.0000,1090.8506,230.8294,1085.1706,179.2100,179.2000,0.0100,710.0000,715.6800,0.0000,710.0000,16.0000,16.0000,0.0000,16.0000,37.0000,37.0000,0.0000,37.0000,59.0000,59.0000,0.0000,59.0000,482.0000,263.1706,218.8294,263.1706,12.0000,0.0000,12.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1977-10,785.0000,824.6840,6.0000,779.0000,126.9500,126.9400,0.0100,413.0000,457.8040,0.0000,413.0000,10.0000,4.0000,6.0000,4.0000,12.0000,12.8800,0.0000,12.0000,35.0000,35.0000,0.0000,35.0000,312.0000,312.0000,.0000,312.0000,3.0000,3.0000,0.0000,3.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1977-11,18.0000,19.0800,0.0000,18.0000,65.9900,65.9800,0.0100,10.0000,11.0800,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1977-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1978-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1978-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1978-03,56.0000,58.7160,0.0000,56.0000,65.9900,65.9800,0.0100,27.0000,29.7160,0.0000,27.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,27.0000,27.0000,0.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1978-04,1479.0000,968.0056,510.9945,968.0056,144.3700,144.3600,0.0100,758.0000,758.0001,0.0000,758.0001,26.0000,0.0000,26.0000,0.0000,11.0000,11.0000,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000,682.0000,199.0055,482.9945,199.0055,2.0000,0.0000,2.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1978-05,430.0000,366.0000,64.0000,366.0000,196.6300,196.6200,0.0100,220.0000,220.0000,0.0000,220.0000,11.0000,0.0000,11.0000,0.0000,8.0000,8.0000,0.0000,8.0000,53.0000,0.0000,53.0000,0.0000,129.0000,129.0000,0.0000,129.0000,9.0000,9.0000,0.0000,9.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1978-06,1323.0000,1208.8239,115.0000,1207.9999,231.4600,231.4500,0.0100,727.0000,727.0000,0.0000,727.0000,18.0000,0.0000,18.0000,0.0000,33.0000,33.0000,0.0000,33.0000,97.0000,0.0000,97.0000,0.0000,428.0000,428.6939,0.0000,427.9999,20.0000,20.1300,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1978-07,1612.0000,1281.8116,345.3524,1266.6476,240.1700,240.1600,0.0100,833.0000,848.1640,0.0000,833.0000,21.0000,21.0000,0.0000,21.0000,63.0000,63.0000,0.0000,63.0000,112.0000,112.0000,0.0000,112.0000,560.0000,237.6476,322.3524,237.6476,23.0000,0.0000,23.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1978-08,1262.0000,858.6130,403.3870,837.5652,214.0400,214.0300,0.0100,678.0000,667.2920,10.7080,646.2442,16.0000,16.0000,0.0000,16.0000,47.0000,47.0000,0.0000,47.0000,66.0000,66.0000,0.0000,66.0000,442.0000,62.3210,379.6790,62.3210,13.0000,0.0000,13.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1978-09,1171.9999,670.1313,501.8687,520.1253,179.2100,179.2000,0.0100,624.9999,505.6848,119.3152,355.6788,14.0000,10.7266,3.2734,10.7266,38.0000,38.0000,0.0000,38.0000,58.0000,58.0000,0.0000,58.0000,425.0000,57.7198,367.2801,57.7198,12.0000,0.0000,12.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1978-10,575.0000,608.8600,0.0000,575.0000,126.9500,126.9400,0.0100,305.0000,337.9400,0.0000,305.0000,8.0000,8.0000,0.0000,8.0000,8.0000,8.9200,0.0000,8.0000,20.0000,20.0000,0.0000,20.0000,232.0000,232.0000,0.0000,232.0000,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1978-11,6.0000,6.5240,0.0000,6.0000,65.9900,65.9800,0.0100,3.0000,3.5240,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1978-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1979-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1979-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1979-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1979-04,1068.0000,1068.0000,.0001,1068.0000,144.3700,144.3600,0.0100,538.0000,538.0000,0.0000,538.0000,16.0000,16.0000,0.0000,16.0000,9.0000,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,505.0000,505.0000,.0001,505.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1979-05,615.0000,615.0000,0.0000,615.0000,196.6300,196.6200,0.0100,341.0000,341.0000,0.0000,341.0000,14.0000,14.0000,0.0000,14.0000,15.0000,15.0000,0.0000,15.0000,33.0000,33.0000,0.0000,33.0000,206.0000,206.0000,0.0000,206.0000,6.0000,6.0000,0.0000,6.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1979-06,934.0000,963.4240,0.0000,934.0000,231.4600,231.4500,0.0100,520.0000,520.0000,0.0000,520.0000,14.0000,14.0000,0.0000,14.0000,22.0000,22.0000,0.0000,22.0000,67.0000,70.8300,0.0000,67.0000,296.0000,321.1440,0.0000,296.0000,15.0000,15.4500,0.0000,15.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1979-07,1696.0000,1763.4680,0.0000,1695.9999,240.1700,240.1600,0.0100,892.0000,908.1360,0.0000,892.0000,23.0000,23.8220,0.0000,23.0000,63.0000,63.0000,0.0000,63.0000,98.0000,98.0000,0.0000,98.0000,600.0000,650.4000,0.0000,599.9999,20.0000,20.1100,0.0000,20.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1979-08,653.0000,675.2040,0.0000,653.0000,214.0400,214.0300,0.0100,366.0000,368.9280,0.0000,366.0000,9.0000,9.6260,0.0000,9.0000,26.0000,26.0000,0.0000,26.0000,22.0000,22.0000,0.0000,22.0000,225.0000,243.6500,0.0000,225.0000,5.0000,5.0000,0.0000,5.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1979-09,1182.0000,1171.5039,64.0640,1111.0000,179.2100,179.2000,0.0100,631.0000,648.5480,0.0000,631.0000,14.0000,6.9360,7.0640,0.0000,38.0000,38.0000,0.0000,38.0000,57.0000,0.0000,57.0000,0.0000,430.0000,466.0200,0.0000,430.0000,12.0000,12.0000,0.0000,12.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1979-10,577.0000,585.1760,31.0000,546.0000,126.9500,126.9400,0.0100,303.0000,335.9240,0.0000,303.0000,8.0000,0.0000,8.0000,0.0000,8.0000,8.9200,0.0000,8.0000,23.0000,0.0000,23.0000,0.0000,232.0000,237.3320,0.0000,232.0000,3.0000,3.0000,0.0000,3.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1979-11,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1979-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1980-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1980-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1980-03,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1980-04,590.0000,590.0000,0.0000,590.0000,144.3700,144.3600,0.0100,314.0000,314.0000,0.0000,314.0000,11.0000,11.0000,0.0000,11.0000,5.0000,5.0000,0.0000,5.0000,23.0000,23.0000,0.0000,23.0000,237.0000,237.0000,0.0000,237.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
1980-05,638.0000,638.0000,0.0000,638.0000,196.6300,196.6200,0.0100,316.0000,316.0000,0.0000,316.0000,11.0000,11.0000,0.0000,11.0000,9.0000,9.0000,0.0000,9.0000,94.0000,94.0000,0.0000,94.0000,197.0000,197.0000,0.0000,197.0000,11.0000,11.0000,0.0000,11.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,130.6400,130.6400,0.0000
1980-06,1949.0000,1993.7299,0.0000,1948.9999,231.4600,231.4500,0.0100,1050.0000,1050.0000,0.0000,1050.0000,39.0000,39.0000,0.0000,39.0000,43.0000,43.0000,0.0000,43.0000,126.0000,134.7400,0.0000,126.0000,665.0000,700.8099,0.0000,664.9999,26.0000,26.1800,0.0000,26.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,165.4700,165.4700,0.0000
1980-07,1458.0000,1508.5520,0.0000,1457.9999,240.1700,240.1600,0.0100,809.0000,809.0000,0.0000,809.0000,17.0000,17.7380,0.0000,17.0000,42.0000,42.0000,0.0000,42.0000,89.0000,94.6100,0.0000,89.0000,483.0000,527.1140,0.0000,482.9999,18.0000,18.0900,0.0000,18.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,174.1800,174.1800,0.0000
1980-08,1327.9999,1330.1939,.0000,1327.9999,214.0400,214.0300,0.0100,756.9999,756.9999,0.0000,756.9999,16.0000,17.2240,0.0000,16.0000,36.0000,36.0000,0.0000,36.0000,53.0000,53.9700,0.0000,53.0000,456.0000,456.0000,.0000,456.0000,10.0000,10.0000,0.0000,10.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,148.0500,148.0500,0.0000
1980-09,1107.0001,1109.1381,0.0000,1107.0001,179.2100,179.2000,0.0100,627.0001,627.0001,0.0000,627.0001,12.0000,13.1680,0.0000,12.0000,32.0000,32.0000,0.0000,32.0000,53.0000,53.9700,0.0000,53.0000,373.0000,373.0000,0.0000,373.0000,10.0000,10.0000,0.0000,10.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,113.2200,113.2200,0.0000
1980-10,735.0000,781.8960,0.0000,735.0000,126.9500,126.9400,0.0100,392.0000,434.1360,0.0000,392.0000,10.0000,11.1400,0.0000,10.0000,10.0000,10.9000,0.0000,10.0000,28.0000,30.7200,0.0000,28.0000,292.0000,292.0000,0.0000,292.0000,3.0000,3.0000,0.0000,3.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,60.9600,60.9600,0.0000
1980-11,15.0000,16.0640,0.0000,15.0000,65.9900,65.9800,0.0100,8.0000,9.0640,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1980-12,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1981-01,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1981-02,0.0000,0.0000,0.0000,0.0000,65.9900,65.9800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1981-03,55.0000,58.2400,0.0000,55.0000,65.9900,65.9800,0.0100,30.0000,33.2400,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,23.0000,23.0000,0.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,0.0000,0.0000,0.0000
1981-04,1684.0000,1224.0330,459.9670,1219.4992,144.3700,144.3600,0.0100,897.0000,896.9999,.0001,896.9999,32.0000,4.5338,27.4662,0.0000,20.0000,20.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,733.0000,300.4993,432.5007,300.4993,2.0000,2.0000,0.0000,2.0000,0.0100,0.0000,0.0100,65.9800,65.9800,0.0000,78.3800,78.3800,0.0000
