Date,38_AGG_IrrigDemand,38_AGG_IrrigSupply,38_AGG_IrrigShortage,38_AGG_IrrigSupDirectFlow,38_AGG_MunDemand,38_AGG_MunSupply,38_AGG_MunShortage,38_ADC033_IrrigDemand,38_ADC034_IrrigDemand,38_ADC035_IrrigDemand,38_ADC036_IrrigDemand,38_ADC037_IrrigDemand,38_ADC038_IrrigDemand,38_ADC039_IrrigDemand,38_ADC040_IrrigDemand,38_ADC033_IrrigSupply,38_ADC034_IrrigSupply,38_ADC035_IrrigSupply,38_ADC036_IrrigSupply,38_ADC037_IrrigSupply,38_ADC038_IrrigSupply,38_ADC039_IrrigSupply,38_ADC040_IrrigSupply,38_ADC033_IrrigShortage,38_ADC034_IrrigShortage,38_ADC035_IrrigShortage,38_ADC036_IrrigShortage,38_ADC037_IrrigShortage,38_ADC038_IrrigShortage,38_ADC039_IrrigShortage,38_ADC040_IrrigShortage,38_ADC033_IrrigSupDirectFlow,38_ADC034_IrrigSupDirectFlow,38_ADC035_IrrigSupDirectFlow,38_ADC036_IrrigSupDirectFlow,38_ADC037_IrrigSupDirectFlow,38_ADC038_IrrigSupDirectFlow,38_ADC039_IrrigSupDirectFlow,38_ADC040_IrrigSupDirectFlow,3800880_D_IrrigDemand,3800880_D_IrrigSupply,3800880_D_IrrigShortage,3800880_D_IrrigSupDirectFlow,3801096_D_IrrigDemand,3801096_D_IrrigSupply,3801096_D_IrrigShortage,3801096_D_IrrigSupDirectFlow,3803713M1_MunDemand,3803713M1_MunSupply,3803713M1_MunShortage,3803713M2_MunDemand,3803713M2_MunSupply,3803713M2_MunShortage
1981-11,181.0000,113.0000,68.0000,113.0000,1084.0000,1084.0000,0.0000,26.0000,0.0000,5.0000,0.0000,1.0000,0.0000,0.0000,0.0000,26.0000,0.0000,5.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,0.0000,5.0000,0.0000,1.0000,0.0000,0.0000,0.0000,149.0000,81.0000,68.0000,81.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1981-12,185.0000,104.0000,81.0000,104.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,154.0000,73.0000,81.0000,73.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-01,185.0000,85.0000,100.0000,85.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,154.0000,54.0000,100.0000,54.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-02,166.0000,109.0000,57.0000,109.0000,1130.0000,1130.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,139.0000,82.0000,57.0000,82.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-03,194.0000,194.0000,0.0000,194.0000,1130.0000,1130.0000,0.0000,19.0000,7.0000,5.0000,0.0000,0.0000,8.0000,1.0000,0.0000,19.0000,7.0000,5.0000,0.0000,0.0000,8.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0000,7.0000,5.0000,0.0000,0.0000,8.0000,1.0000,0.0000,154.0000,154.0000,0.0000,154.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-04,922.0000,934.0072,0.0000,922.0000,1130.0001,1130.0001,0.0000,24.0000,100.0000,14.0000,0.0000,291.0000,97.0000,118.0000,42.0000,24.0000,100.0000,14.0000,0.0000,291.0067,101.7137,125.2800,42.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0000,100.0000,14.0000,0.0000,291.0000,97.0000,118.0000,42.0000,171.0000,171.0000,0.0000,171.0000,65.0000,65.0000,0.0000,65.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1982-05,9058.0001,9058.0364,.0001,9058.0000,1180.0000,1180.0000,0.0000,950.0001,1221.0000,628.0000,1288.0000,1840.0000,739.0001,1446.0000,355.0000,950.0001,1221.0000,627.9999,1288.0000,1840.0182,739.0001,1446.0000,355.0181,0.0000,0.0000,.0001,0.0000,0.0000,0.0000,0.0000,0.0000,950.0001,1221.0000,627.9999,1288.0000,1839.9999,739.0001,1446.0000,355.0000,423.0000,423.0000,0.0000,423.0000,168.0000,168.0000,0.0000,168.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
1982-06,21053.0001,21053.0847,.0001,21053.0000,1130.0001,1130.0001,0.0000,2573.0000,4514.0000,1454.0000,3173.9998,3891.0005,1584.0000,1911.9999,538.0000,2573.0000,4514.0000,1454.0000,3173.9998,3891.0430,1583.9999,1911.9999,538.0422,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,0.0000,2573.0000,4514.0000,1454.0000,3173.9998,3891.0005,1583.9999,1911.9999,538.0000,925.0000,925.0000,0.0000,925.0000,488.0000,488.0000,0.0000,488.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1982-07,19923.0005,19939.9129,0.0000,19923.0005,1130.0000,1130.0000,0.0000,2511.0000,4260.0000,1501.0000,2963.0002,3793.0002,1512.0000,1603.0000,232.0000,2511.0000,4260.0000,1501.0000,2963.0002,3793.0532,1512.0000,1603.0000,240.8159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2511.0000,4260.0000,1501.0000,2963.0002,3793.0002,1512.0000,1603.0000,232.0000,997.0001,1005.0436,0.0000,997.0001,551.0000,551.0000,0.0000,551.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-08,17157.0001,17172.1759,.0001,17156.9999,1130.0000,1130.0000,0.0000,1977.0001,3942.9998,964.0000,2183.0000,4025.0002,1174.0000,1312.0000,212.0000,1977.0001,3942.9998,964.0000,2183.0000,4025.0483,1173.9999,1312.0000,220.0449,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,0.0000,1977.0001,3942.9998,964.0000,2183.0000,4025.0002,1173.9999,1312.0000,212.0000,874.9999,882.0829,0.0000,874.9999,492.0000,492.0000,0.0000,492.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-09,13487.0000,13487.0127,0.0000,13487.0000,1130.0001,1130.0001,0.0000,1780.0000,3439.0000,709.0000,1704.0000,3070.0000,731.0000,1173.0000,50.0000,1780.0000,3439.0000,709.0000,1704.0000,3070.0066,731.0000,1173.0000,50.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1780.0000,3439.0000,709.0000,1704.0000,3070.0000,731.0000,1173.0000,50.0000,387.0000,387.0000,0.0000,387.0000,444.0000,444.0000,0.0000,444.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1982-10,3851.0001,3851.0061,0.0000,3851.0001,1130.0000,1130.0000,0.0000,530.0000,892.0000,227.0000,400.0000,1000.0001,233.0000,238.0000,30.0000,530.0000,892.0000,227.0000,400.0000,1000.0031,233.0000,238.0000,30.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,530.0000,892.0000,227.0000,400.0000,1000.0001,233.0000,238.0000,30.0000,216.0000,216.0000,0.0000,216.0000,85.0000,85.0000,0.0000,85.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1982-11,178.0000,92.0000,86.0000,92.0000,1084.0000,1084.0000,0.0000,13.0000,0.0000,1.0000,0.0000,0.0000,15.0000,0.0000,0.0000,13.0000,0.0000,1.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,0.0000,1.0000,0.0000,0.0000,15.0000,0.0000,0.0000,149.0000,63.0000,86.0000,63.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1982-12,184.0000,118.0000,66.0000,118.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,0.0000,0.0000,154.0000,88.0000,66.0000,88.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-01,184.0000,128.0000,56.0000,128.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,0.0000,0.0000,154.0000,98.0000,56.0000,98.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-02,165.0000,139.0000,26.0000,139.0000,1130.0000,1130.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,0.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,0.0000,0.0000,139.0000,113.0000,26.0000,113.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-03,195.0000,160.0000,35.0000,160.0000,1130.0000,1130.0000,0.0000,27.0000,0.0000,1.0000,0.0000,2.0000,9.0000,0.0000,2.0000,27.0000,0.0000,1.0000,0.0000,2.0000,9.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.0000,0.0000,1.0000,0.0000,2.0000,9.0000,0.0000,2.0000,154.0000,119.0000,35.0000,119.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-04,1176.0000,1177.5770,0.0000,1176.0000,1130.0001,1130.0001,0.0000,111.0000,511.0000,200.0000,68.0000,43.0000,15.0000,17.0000,23.0000,111.0000,511.0000,200.0000,68.0000,43.0010,15.7549,17.8200,23.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.0000,511.0000,200.0000,68.0000,43.0000,15.0000,17.0000,23.0000,178.0000,178.0000,0.0000,178.0000,10.0000,10.0000,0.0000,10.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1983-05,5387.0000,5387.0148,0.0000,5387.0001,1180.0000,1180.0000,0.0000,646.0000,844.0000,433.0000,528.0000,750.0000,304.0000,568.0000,327.0000,646.0000,844.0001,433.0000,528.0000,750.0075,304.0000,568.0000,327.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,646.0000,844.0000,433.0000,528.0000,750.0000,304.0000,568.0000,327.0000,919.0000,919.0001,0.0000,919.0001,68.0000,68.0000,0.0000,68.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
1983-06,20965.0000,20965.0498,0.0000,20965.0004,1130.0001,1130.0001,0.0000,2728.9998,4078.0000,1754.0000,3172.0000,3338.0000,1184.0000,2134.0002,514.0000,2729.0000,4078.0000,1754.0001,3172.0000,3338.0249,1184.0000,2134.0002,514.0245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2729.0000,4078.0000,1754.0001,3172.0000,3338.0000,1184.0000,2134.0002,514.0000,1634.0000,1634.0000,0.0000,1634.0000,428.0000,428.0000,0.0000,428.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1983-07,20987.0000,20987.0939,.0001,20987.0000,1130.0000,1130.0000,0.0000,2742.0000,4131.0000,1791.0000,3275.0000,3519.0000,1399.0000,1837.0000,440.0000,2742.0000,4131.0000,1791.0001,3275.0000,3519.0471,1399.0000,1836.9999,440.0468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,2742.0000,4131.0000,1791.0001,3275.0000,3519.0000,1399.0000,1836.9999,440.0000,1238.0000,1238.0000,0.0000,1238.0000,615.0000,615.0000,0.0000,615.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-08,20215.9999,20164.0960,52.0001,20163.9998,1130.0000,1130.0000,0.0000,2582.0000,3951.9998,1424.0000,3138.0000,4042.0000,1400.0001,1656.9999,273.0000,2582.0000,3951.9998,1424.0000,3138.0000,4042.0483,1400.0001,1656.9999,273.0479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2582.0000,3951.9998,1424.0000,3138.0000,4042.0000,1400.0001,1656.9999,273.0000,1133.0001,1081.0000,52.0001,1081.0000,615.0000,615.0000,0.0000,615.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-09,17169.0005,16227.8012,941.2697,16220.3357,1130.0001,1130.0001,0.0000,1947.0000,3537.0000,948.0000,1785.0000,4686.0005,1068.0001,1586.9999,161.0000,1947.0000,3537.0000,948.0000,1785.0000,4174.9033,1068.0001,1586.9998,161.0712,0.0000,0.0000,0.0000,0.0000,511.0965,0.0000,.0001,0.0000,1947.0000,3537.0000,948.0000,1785.0000,4174.8711,1068.0001,1586.9998,161.0000,855.0000,424.8269,430.1732,417.4648,595.0000,595.0000,0.0000,595.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1983-10,16154.9998,15511.1371,643.8796,15511.1203,1130.0000,1130.0000,0.0000,2078.0000,3422.9998,898.0000,1845.0000,3874.0000,880.0000,1626.0000,85.0000,2078.0000,3422.9998,898.0000,1845.0000,3874.0083,880.0000,1626.0000,85.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2078.0000,3422.9998,898.0000,1845.0000,3874.0002,880.0000,1626.0000,85.0000,831.0000,187.1203,643.8796,187.1203,615.0000,615.0000,0.0000,615.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1983-11,293.0000,134.0000,159.0000,134.0000,1084.0000,1084.0000,0.0000,13.0000,0.0000,1.0000,0.0000,23.0000,15.0000,3.0000,0.0000,13.0000,0.0000,1.0000,0.0000,23.0000,15.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,0.0000,1.0000,0.0000,23.0000,15.0000,3.0000,0.0000,238.0000,79.0000,159.0000,79.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1983-12,279.0000,124.0000,155.0000,124.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,4.0000,15.0000,1.0000,0.0000,12.0000,0.0000,1.0000,0.0000,4.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,4.0000,15.0000,1.0000,0.0000,246.0000,91.0000,155.0000,91.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-01,277.0000,123.0000,154.0000,123.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,246.0000,92.0000,154.0000,92.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-02,257.0000,130.0000,127.0000,130.0000,1130.0000,1130.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,230.0000,103.0000,127.0000,103.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-03,304.0000,195.0000,109.0000,195.0000,1130.0000,1130.0000,0.0000,19.0000,7.0000,5.0000,0.0000,18.0000,8.0000,1.0000,0.0000,19.0000,7.0000,5.0000,0.0000,18.0000,8.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0000,7.0000,5.0000,0.0000,18.0000,8.0000,1.0000,0.0000,246.0000,137.0000,109.0000,137.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-04,1677.0000,1681.2330,0.0000,1677.0000,1130.0001,1130.0001,0.0000,156.0000,700.0000,260.0000,92.0000,100.0000,33.0000,40.0000,14.0000,156.0000,700.0000,260.0000,92.0000,100.0023,34.8285,42.4000,14.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,156.0000,700.0000,260.0000,92.0000,100.0000,33.0000,40.0000,14.0000,260.0000,260.0000,0.0000,260.0000,22.0000,22.0000,0.0000,22.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1984-05,12208.9998,12160.2785,48.7614,12159.1539,1180.0000,1180.0000,0.0000,1513.9999,2369.0000,774.0000,2035.9999,2030.0000,932.0000,1511.0000,386.0000,1513.9999,2369.0000,774.0000,2035.9999,2030.0201,932.0000,1511.0000,386.0200,0.0000,0.0000,.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1513.9999,2369.0000,774.0000,2035.9999,2029.9998,932.0000,1511.0000,386.0000,472.0000,423.2386,48.7614,422.1544,185.0000,185.0000,0.0000,185.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
1984-06,20380.0006,20380.0739,.0003,20380.0006,1130.0001,1130.0001,0.0000,2757.0000,4146.0005,1766.0000,3172.0000,3355.0000,1552.0000,1905.0001,500.0000,2757.0002,4146.0005,1766.0001,3172.0000,3355.0366,1551.9999,1904.9999,500.0366,0.0000,0.0000,0.0000,0.0000,0.0000,.0001,.0002,0.0000,2757.0002,4146.0005,1766.0001,3172.0000,3355.0000,1551.9999,1904.9999,500.0000,806.0000,806.0001,0.0000,806.0000,421.0000,421.0000,0.0000,421.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1984-07,20773.9997,20781.6660,0.0000,20773.9998,1130.0000,1130.0000,0.0000,2742.0000,4194.9995,1804.0000,3275.0000,3514.0002,1545.0000,1862.9999,453.0000,2742.0000,4194.9995,1804.0001,3275.0000,3514.0491,1545.0000,1862.9999,453.0487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2742.0000,4194.9995,1804.0001,3275.0000,3514.0002,1545.0000,1862.9999,453.0000,935.0000,942.5687,0.0000,935.0001,448.0000,448.0000,0.0000,448.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-08,19468.9998,19474.9576,0.0000,19468.9999,1130.0000,1130.0000,0.0000,2853.0000,4137.0000,1466.0000,3260.9998,3283.0000,1523.0000,1469.0000,394.0000,2853.0000,4137.0000,1466.0001,3260.9998,3283.0393,1523.0000,1469.0000,394.0389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2853.0000,4137.0000,1466.0001,3260.9998,3283.0000,1523.0000,1469.0000,394.0000,723.0000,728.8795,0.0000,723.0001,360.0000,360.0000,0.0000,360.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-09,16016.9999,15910.2938,111.0988,15905.8715,1130.0001,1130.0001,0.0000,2061.0002,3647.0000,1038.0001,1607.0000,4285.9995,989.0000,1336.0000,146.0000,2061.0002,3647.0000,1038.0001,1607.0000,4174.9009,989.0000,1336.0000,146.1320,0.0000,0.0000,0.0000,0.0000,111.0988,0.0000,0.0000,0.0000,2061.0002,3647.0000,1038.0001,1607.0000,4174.8711,989.0000,1336.0000,146.0000,523.0000,527.2606,0.0000,523.0000,384.0000,384.0000,0.0000,384.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1984-10,14463.0002,14427.3353,35.6650,14427.3353,1130.0000,1130.0000,0.0000,2072.0000,3657.0000,960.0000,1660.0000,3328.0002,880.0000,1321.0000,86.0000,2072.0000,3657.0000,960.0000,1660.0000,3328.0002,880.0000,1321.0000,86.0000,0.0000,0.0000,.0001,0.0000,0.0000,0.0000,0.0000,0.0000,2072.0000,3657.0000,960.0000,1660.0000,3328.0002,880.0000,1321.0000,86.0000,216.0000,180.3350,35.6650,180.3350,283.0000,283.0000,0.0000,283.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1984-11,32.0000,32.0000,0.0000,32.0000,1084.0000,1084.0000,0.0000,13.0000,0.0000,1.0000,0.0000,0.0000,15.0000,3.0000,0.0000,13.0000,0.0000,1.0000,0.0000,0.0000,15.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,0.0000,1.0000,0.0000,0.0000,15.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,934.0000,934.0000,0.0000
1984-12,31.0000,31.0000,0.0000,31.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1985-01,31.0000,31.0000,0.0000,31.0000,1130.0000,1130.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,0.0000,1.0000,0.0000,2.0000,15.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1985-02,27.0000,27.0000,0.0000,27.0000,1130.0000,1130.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,1.0000,0.0000,1.0000,14.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1985-03,40.0000,40.0000,0.0000,40.0000,1130.0000,1130.0000,0.0000,19.0000,7.0000,5.0000,0.0000,0.0000,8.0000,1.0000,0.0000,19.0000,7.0000,5.0000,0.0000,0.0000,8.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0000,7.0000,5.0000,0.0000,0.0000,8.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1985-04,1258.0000,1264.4547,0.0000,1258.0000,1130.0001,1130.0001,0.0000,17.0000,59.0000,23.0000,28.0000,152.0000,55.0000,58.0000,21.0000,17.0000,59.0000,23.0000,28.0000,152.0035,57.7679,61.6800,21.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.0000,59.0000,23.0000,28.0000,152.0000,55.0000,58.0000,21.0000,813.0000,813.0000,0.0000,813.0000,32.0000,32.0000,0.0000,32.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1985-05,15171.9999,14121.9815,1050.0684,14105.4298,1180.0000,1180.0000,0.0000,1513.9999,3851.0000,770.0001,2040.9999,2520.0000,1017.0001,1280.0000,485.0000,1513.9999,3851.0000,770.0001,2040.9999,2520.0249,1017.0001,1280.0000,485.0249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1513.9999,3851.0000,770.0001,2040.9999,2519.9998,1017.0001,1280.0000,485.0000,1464.0000,413.9318,1050.0684,397.4302,230.0000,230.0000,0.0000,230.0000,200.0000,200.0000,0.0000,980.0000,980.0000,0.0000
1985-06,23978.9999,23608.7284,370.3538,23608.6467,1130.0001,1130.0001,0.0000,2757.0000,6159.0000,1546.0000,3172.0000,3736.0000,1799.0000,1865.0000,663.0000,2757.0002,5788.6465,1546.0000,3172.0000,3736.0415,1799.0001,1864.9999,663.0404,0.0000,370.3535,0.0000,0.0000,0.0000,0.0000,.0001,0.0000,2757.0002,5788.6465,1546.0000,3172.0000,3736.0002,1799.0001,1864.9999,663.0000,1812.9999,1812.9998,.0001,1812.9998,469.0000,469.0000,0.0000,469.0000,150.0000,150.0000,0.0000,980.0001,980.0001,0.0000
1985-07,22430.0000,22095.6970,334.3986,22095.6011,1130.0000,1130.0000,0.0000,2604.0000,6316.0000,1294.0000,3209.0000,3534.0000,1548.0000,1595.0000,527.0000,2604.0000,5981.6011,1294.0000,3209.0000,3534.0483,1548.0000,1595.0000,527.0475,0.0000,334.3986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2604.0000,5981.6011,1294.0000,3209.0000,3534.0000,1548.0000,1595.0000,527.0000,1365.0000,1365.0000,0.0000,1365.0000,438.0000,438.0000,0.0000,438.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
1985-08,19310.0006,18718.1224,591.9690,18397.6014,1130.0000,1130.0000,0.0000,1908.0001,6141.0005,1085.0000,2261.0000,3817.0000,1116.0000,1329.0000,346.0000,1908.0001,5981.6011,1085.0000,2261.0000,3817.0459,1116.0000,1329.0000,346.0453,0.0000,159.3990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1908.0001,5981.6011,1085.0000,2261.0000,3817.0002,1116.0000,1329.0000,346.0000,889.0000,456.4300,432.5700,136.0000,418.0000,418.0000,0.0000,418.0000,150.0000,150.0000,0.0000,980.0000,980.0000,0.0000
