"Date","53_AGG_IrrigDemand","53_AGG_IrrigSupply","53_AGG_IrrigShortage","53_AGG_IrrigSupDirectFlow","53_AGG_MunDemand","53_AGG_MunSupply","53_AGG_MunShortage","5300555_D_IrrigDemand","5300555_D_IrrigSupply","5300555_D_IrrigSupply_1","5300555_D_IrrigShortage","5300555_D_IrrigShortage_1","5300555_D_IrrigSupDirectFlow","5300555_D_IrrigSupDirectFlow_1","53_ADC022_IrrigDemand","53_ADC022_IrrigDemand_1","53_ADC023_IrrigDemand","53_ADC023_IrrigDemand_1","53_ADC024_IrrigDemand","53_ADC024_IrrigDemand_1","53_ADC025_IrrigDemand","53_ADC025_IrrigDemand_1","53_ADC026_IrrigDemand","53_ADC026_IrrigDemand_1","53_ADC028_IrrigDemand","53_ADC028_IrrigDemand_1","53_ADC032_IrrigDemand","53_ADC022_IrrigSupply","53_ADC022_IrrigSupply_1","53_ADC023_IrrigSupply","53_ADC023_IrrigSupply_1","53_ADC024_IrrigSupply","53_ADC024_IrrigSupply_1","53_ADC025_IrrigSupply","53_ADC025_IrrigSupply_1","53_ADC026_IrrigSupply","53_ADC026_IrrigSupply_1","53_ADC028_IrrigSupply","53_ADC028_IrrigSupply_1","53_ADC032_IrrigSupply","53_ADC032_IrrigSupply_1","53_ADC022_IrrigShortage","53_ADC022_IrrigShortage_1","53_ADC023_IrrigShortage","53_ADC023_IrrigShortage_1","53_ADC024_IrrigShortage","53_ADC024_IrrigShortage_1","53_ADC025_IrrigShortage","53_ADC025_IrrigShortage_1","53_ADC026_IrrigShortage","53_ADC026_IrrigShortage_1","53_ADC028_IrrigShortage","53_ADC028_IrrigShortage_1","53_ADC032_IrrigShortage","53_ADC032_IrrigShortage_1","53_ADC022_IrrigSupDirectFlow","53_ADC022_IrrigSupDirectFlow_1","53_ADC023_IrrigSupDirectFlow","53_ADC023_IrrigSupDirectFlow_1","53_ADC024_IrrigSupDirectFlow","53_ADC024_IrrigSupDirectFlow_1","53_ADC025_IrrigSupDirectFlow","53_ADC025_IrrigSupDirectFlow_1","53_ADC026_IrrigSupDirectFlow","53_ADC026_IrrigSupDirectFlow_1","53_ADC028_IrrigSupDirectFlow","53_ADC028_IrrigSupDirectFlow_1","53_ADC032_IrrigSupDirectFlow","53_ADC032_IrrigSupDirectFlow_1","5300767_D_IrrigDemand","5300767_D_IrrigDemand_1","5300767_D_IrrigSupply","5300767_D_IrrigSupply_1","5300767_D_IrrigShortage","5300767_D_IrrigShortage_1","5300767_D_IrrigSupDirectFlow","5300767_D_IrrigSupDirectFlow_1"
"1975-04",176,256,0,256,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,15,0,22,18,0,0,0,0,0,0,9,9,15,15,22,22,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,15,22,22,18,18,0,0,0,0,0,0,0,0
"1975-05",28704.001,36653.6783,9e-04,36332.0005,NA,NA,NA,533,533,533,0,0,533,533,479,479,603.0001,603.0001,453,453,555.0001,555.0001,1223,1223,1706,1706,3381.0002,490.0037,490.0037,603.0001,603.0001,472.3885,472.3885,555.0001,555.0001,1223,1223,1706.0273,1706.0273,3381,3381,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,479,479,603.0001,603.0001,453,453,555.0001,555.0001,1223,1223,1706,1706,3381,3381,200,200,200,200,0,0,200,200
"1975-06",70398.0002,66230.5209,6153.6755,81031.3237,NA,NA,NA,1587.9999,1587.9999,1587.9999,0,0,1587.9999,1587.9999,1363,1363,1450.0001,1450.0001,1515,1515,1303,1303,2567,2567,4461,4461,7103,238.02,238.02,1207.9514,1207.9514,1343.6096,1343.6096,1303,1303,2567,2567,4461.0493,4461.0493,7103,0,1124.98,1124.98,242.0486,242.0486,171.3903,171.3903,0,0,0,0,0,0,0,0,238.02,238.02,1207.9514,1207.9514,1343.6096,1343.6096,1303,1303,2567,2567,4461,4461,7103,7103,595,595,595,0,0,0,595,595
"1975-07",65468.7333,80082.6778,5470.6804,79153.673,NA,NA,NA,1832,1832,1832,0,0,1832,1832,1179,1179,960,960,1814,1814,745,745,2287,2287,4030,4030,7588,245.954,245.954,981.2938,981.2938,1467.7303,1467.7303,745,745,2287,2287,4030.0459,4030.0459,7587.9995,7587.9995,933.046,933.046,0,0,346.2696,346.2696,0,0,0,0,0,0,5e-04,5e-04,245.954,245.954,960,960,1467.7303,1467.7303,745,745,2287,2287,4030,4030,7587.9995,7587.9995,932,352.3667,843.6459,843.6459,88.3541,88.3541,843.6459,843.6459
"1975-08",43462.0005,50633.9881,7950.139,50527.1027,NA,NA,NA,1775,1775,1775,0,0,1775,1775,566,566,647,647,1291,1291,533,533,1121,1121,1696.9999,1696.9999,5786.0005,245.954,245.954,647,647,746.7525,746.7525,533,533,1121,1121,1697.0314,1697.0314,5786,5786,320.046,320.046,0,0,544.2474,544.2474,0,0,0,0,0,0,5e-04,5e-04,245.954,245.954,647,647,746.7524,746.7524,533,533,1121,1121,1696.9999,1696.9999,5786,5786,1230,1230,106.7592,106.7592,1123.2408,1123.2408,106.7592,106.7592
"1975-09",25183.9999,24857.593,8111.5952,24782.2711,NA,NA,NA,1413,1413,1413,0,0,1413,1413,412,412,542.9999,542.9999,447,447,449,449,536,536,776,1007,2242,54.9677,54.9677,0,0,450.2715,450.2715,449,449,536,536,1007.0256,1007.0256,2242,2242,357.0323,357.0323,542.9999,542.9999,0,0,0,0,0,0,0,0,0,0,54.9677,54.9677,0,0,447,447,449,449,536,536,1007,1007,2242,2242,1190,1190,62.1334,62.1334,1127.8666,1127.8666,62.1334,62.1334
"1975-10",10268.0668,13314.8265,2069.2105,13278.3621,NA,NA,NA,0,583,583,0,0,583,583,176,176,203,203,188,188,463,463,288,288,555.0001,156.0333,993,176,176,46.2698,46.2698,188,188,463,463,288,288,555.0093,555.0093,993,993,0,0,156.7302,156.7302,0,0,0,0,0,0,0,0,0,0,176,176,46.2698,46.2698,188,188,463,463,288,288,555.0001,555.0001,993,993,397,397,36.4276,36.4276,360.5724,360.5724,36.4276,36.4276
"1975-11",36,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-12",4168,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-01",0,1802,0,0,NA,NA,NA,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-02",0,4071.1997,0,0,NA,NA,NA,0,0,2035.5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-03",56,1192.6668,0,56,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,568.3334,0,0,0,0,0
"1976-04",3870.0001,3651.7381,0,4636.0001,NA,NA,NA,31,31,0,0,0,31,31,67,67,88,88,67,67,120,120,250,250,184,184,352,70.227,70.227,88,88,69.705,69.705,120,120,250,250,184.004,63.001,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,88,88,67,67,120,120,250,250,184,184,352,352,0,0,0,0,0,0,0,0
"1976-05",32582,46984.1301,0,46684,NA,NA,NA,847,847,847,0,0,847,847,758,758,775,775,749,749,804,804,1759,1759,2577,2577,0,758,758,775,775,749.0001,749.0001,804,804,1759,1759,2577.0325,2577.0325,3177,3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,758,775,775,749,749,804,804,1759,1759,2577,2577,3177,3177,300,300,300,300,0,0,300,300
"1976-06",57169.9998,55945.1532,2928.9454,65999.7265,NA,NA,NA,2312,2312,0,0,0,2142.1799,2142.1799,954.0001,954.0001,1056.9999,1056.9999,1109,1109,806,806,1773,1773,3881,3881,4733,353.5318,353.5318,1056.9999,1056.9999,977.2318,977.2318,806,806,1773,1773,0,3881.0496,4733,4733,600.4682,600.4682,0,0,131.7682,131.7682,0,0,0,0,0,0,0,0,238.02,238.02,1056.9999,1056.9999,977.2318,977.2318,806,806,1773,1773,3881,3881,4733,4733,1190,1190,1190,1190,0,0,1190,1190
"1976-07",53636,52826.4957,8813.1366,57643.3928,NA,NA,NA,2458,2458,2458,0,0,2213.5859,2213.5859,969,969,1178,1178,1565,1565,553,553,1368,1368,3041,3041,4552,245.954,245.954,1178,1178,1092.9475,1092.9475,569.38,569.38,1368,1368,0,3041.0562,4552,4552,723.046,723.046,0,0,472.0525,472.0525,0,0,0,0,0,0,0,0,245.954,245.954,1178,1178,1092.9475,1092.9475,553,553,1368,1368,3041,3041,4552,4552,1230,1230,221.8143,221.8143,1008.1857,1008.1857,221.8143,221.8143
"1976-08",29898.0011,27126.2335,7353.0783,30307.2114,NA,NA,NA,1550,1550,1550,0,0,1550,1550,432,432,572,572,806,806,255,255,691,691,1842.0001,1842.0001,2359.0002,231.1271,231.1271,0,0,606.8915,606.8915,270.3,270.3,691,691,1842.0278,1842.0278,710.0001,2359.0002,200.8729,200.8729,572,572,199.1085,199.1085,0,0,0,0,0,0,0,0,231.1271,231.1271,0,0,606.8915,606.8915,255,255,691,691,1842.0001,1842.0001,2359.0002,2359.0002,922,922,55.7119,55.7119,866.2881,866.2881,55.7119,55.7119
"1976-09",17339.9999,23647.4474,5789.3228,18319.686,NA,NA,NA,0,1084,1084,0,0,1084,1084,308,308,407,407,335,335,182,182,538,538,1053,1053,1238,117.6781,117.6781,0,0,337.1952,337.1952,192.72,192.72,538,538,1053.0193,1053.0193,1238,3854.5161,190.3218,190.3218,407,407,0,0,0,0,0,0,0,0,0,0,117.6781,117.6781,0,0,335,335,182,182,538,538,1053,1053,1238,1238,893,893,42.9912,42.9912,850.0089,850.0089,42.9912,42.9912
"1976-10",11724,11657.7291,1652.2825,12846.7882,NA,NA,NA,869,869,869,0,0,869,869,215,215,128,128,118,118,187,187,524,524,611,611,535,215,215,128,128,118,118,187,187,524,524,611.0058,0,535,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,128,128,118,118,187,187,524,524,611,611,535,535,446,446,32.9294,32.9294,413.0706,413.0706,32.9294,32.9294
"1976-11",36,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-12",1968.4667,32,0,32,NA,NA,NA,0,0,0,0,0,0,0,0,968.2333,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-01",36,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-04",2964,3285.1433,0,3868,NA,NA,NA,0,0,0,0,0,0,0,48,48,65,65,48,48,106,106,248,248,0,151,301,50.6018,50.6018,65,65,50.181,50.181,106,106,248,248,151.0029,151.0029,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,65,65,48,48,106,106,248,248,151,151,301,301,0,0,0,0,0,0,0,0
"1977-05",31306,43783.6844,5356.4683,42302.9708,NA,NA,NA,1087,1087,1087,0,0,1087,1087,627,627,827,827,674,674,762,762,1287,1287,2006,2006,0,149.2207,149.2207,0,0,639.6625,639.6625,762,762,1287,1287,2006.0381,2006.0381,3914.9998,3914.9998,477.7793,477.7793,827,827,34.3375,34.3375,0,0,0,0,0,0,2e-04,2e-04,86.8515,86.8515,0,0,606.8915,606.8915,762,762,1287,1287,2006,2006,3914.9998,3914.9998,1100,1100,1100,1100,0,0,1100,1100
"1977-06",60681.9995,68590.8945,8589.3593,65174.2417,NA,NA,NA,2663,2663,2663,0,0,2142.1799,2142.1799,1010.0001,1010.0001,1333,1333,1402,1402,1017.0001,1017.0001,1856,1856,3326.9998,3326.9998,5586,238.02,238.02,1207.9514,1207.9514,862.7132,862.7132,954.4091,954.4091,1856.0001,1856.0001,3327.0632,3327.0632,5586,5586,771.98,771.98,125.0486,125.0486,539.2867,539.2867,62.591,62.591,0,0,0,0,0,0,238.02,238.02,1207.9514,1207.9514,642.5752,642.5752,954.4091,954.4091,1856.0001,1856.0001,3326.9998,3326.9998,5586,5586,1101,1101,452.5666,452.5666,648.4335,648.4335,452.5666,452.5666
"1977-07",35004.0005,34545.6233,9636.5301,34359.7121,NA,NA,NA,1479,1479,1479,0,0,1479,1479,605,605,800,800,1065,1065,375,375,927,927,1842.0001,1842.0001,3087,233.8566,233.8566,0,0,628.7711,628.7711,386.5,386.5,927,927,1842.0383,1842.0383,3086.9998,3086.9998,371.1434,371.1434,800,800,436.229,436.229,0,0,0,0,0,0,2e-04,2e-04,233.8566,233.8566,0,0,606.8915,606.8915,375,375,927,927,1842.0001,1842.0001,3086.9998,3086.9998,854,854,52.2401,52.2401,801.7599,801.7599,52.2401,52.2401
"1977-08",19756.0003,20585.6776,7285.5266,20490.2871,NA,NA,NA,348,1284.9999,1284.9999,0,0,1284.9999,1284.9999,328,328,433,433,613.0001,613.0001,193,193,536,536,1054,1054,1812,0,0,0,0,224.5887,224.5887,204.78,204.78,536,536,1054.0211,1054.0211,1812,1812,328,328,433,433,388.4113,388.4113,0,0,0,0,0,0,0,0,0,0,0,0,224.5887,224.5887,193,193,536,536,1054,1054,1812,1812,702,702,30.0297,30.0297,671.9703,671.9703,23.9776,23.9776
"1977-09",22151.4839,21525.7778,6947.115,21373.1039,NA,NA,NA,1717.7419,1373,1373,0,0,1373,1373,373,373,492,492,404,404,220,220,573,573,790,790,2106,0,0,0,0,281.276,281.276,233.2,233.2,573,573,790.0233,790.0233,2106,2106,373,373,492,492,122.724,122.724,0,0,0,0,0,0,0,0,0,0,0,0,281.276,281.276,220,220,573,573,790,790,2106,2106,774,774,24.9452,24.9452,749.0547,749.0547,0,0
"1977-10",9126,10538.3458,1440.034,10496.2511,NA,NA,NA,600,600,600,0,0,600,600,148,148,195,195,180,180,91,91,275,275,385,385,815,150.7261,150.7261,115.2765,115.2765,180,180,93.86,93.86,275,275,385.0089,385.0089,815,815,0,0,79.7235,79.7235,0,0,0,0,0,0,0,0,0,0,148,148,115.2765,115.2765,180,180,91,91,275,275,385,385,815,815,300,300,19.715,19.715,280.285,280.285,19.715,19.715
"1977-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-12",0,3713.7998,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-02",48,5492.645,0,48,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2722.3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-03",10,16,0,16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1978-04",4591.9999,5703.6237,0,5683.9999,NA,NA,NA,31,31,31,0,0,31,31,0,82,109,109,82,82,145,145,313,313,226,226,433,83.5586,83.5586,109,109,85.3423,85.3423,145,145,313,313,226.0049,226.0049,433,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,109,109,82,82,145,145,313,313,226,226,433,433,0,0,0,0,0,0,0,0
"1978-05",32255.6661,43427.1993,9e-04,42996.9982,NA,NA,NA,993,993,993,0,0,993,993,435,577,939,939,624,624,700.0001,700.0001,1173,1173,1048.8333,2084,3383.9998,587.7802,587.7802,939,939,628.9852,628.9852,700.0001,700.0001,1173,1173,2084.0349,2084.0349,3383.9995,3383.9995,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,577,577,939,939,624,624,700.0001,700.0001,1173,1173,2084,2084,3383.9995,3383.9995,367,367,367,367,0,0,367,367
"1978-06",63646.0005,79543.3502,3596.8838,77372.5953,NA,NA,NA,2466,2466,2466,0,0,2142.1799,2142.1799,561,937,1620,1620,1524.0001,1524.0001,943,943,1828,1828,3887,3887,6905,501.0321,501.0321,1258.0115,1258.0115,1422.7358,1422.7358,943,943,1828,1828,3887.0586,3887.0586,6904.9995,6904.9995,435.9679,435.9679,361.9885,361.9885,101.2641,101.2641,0,0,0,0,0,0,5e-04,5e-04,501.0321,501.0321,1207.9514,1207.9514,1422.7358,1422.7358,943,943,1828,1828,3887,3887,6904.9995,6904.9995,675,675,675,675,0,0,675,675
"1978-07",67196.6672,90633.6783,5786.5139,88713.0096,NA,NA,NA,2520,2520,2520,0,0,2213.5859,2213.5859,950.0001,950.0001,1220,1220,1688,1688,676,676,2597,2597,4071.0002,1529.3333,9550,245.954,245.954,1220,1220,1083.8188,1083.8188,676,676,2597,2597,4071.0483,4071.0483,9549.7783,9549.7783,704.046,704.046,0,0,604.1811,604.1811,0,0,0,0,0,0,0.2214,0.2214,245.954,245.954,1220,1220,1083.8188,1083.8188,676,676,2597,2597,4071.0002,4071.0002,9549.7783,9549.7783,833,833,694.8201,694.8201,138.1799,138.1799,694.8201,694.8201
"1978-08",59597.9998,57575.0277,13769.0381,62641.1569,NA,NA,NA,2092,2092,2092,0,0,2092,2092,791.9999,791.9999,1158,1158,1589,1589,597,597,2565,2565,2688,2688,6469,245.954,245.954,363.2902,363.2902,606.8915,606.8915,597,597,2565,2565,2688.033,0,6469,6469,546.046,546.046,794.7098,794.7098,982.1084,982.1084,0,0,0,0,0,0,0,0,245.954,245.954,313.4902,313.4902,606.8915,606.8915,597,597,2565,2565,2688,2688,6469,6469,1230,1230,110.6047,110.6047,1119.3954,1119.3954,110.6047,110.6047
"1978-09",42733.9995,46192.8544,14739.2571,45581.0199,NA,NA,NA,1751,1751,1751,0,0,1751,1751,782,782,1112.0001,1112.0001,1369,1369,522,522,2348.9998,2348.9998,0,1480,4678,130.5063,130.5063,0,0,587.3143,587.3143,522,522,2348.9998,2348.9998,1480.028,1480.028,4678,4678,651.4937,651.4937,1112.0001,1112.0001,781.6857,781.6857,0,0,0,0,0,0,0,0,130.5063,130.5063,0,0,587.3143,587.3143,522,522,2208.6604,2208.6604,1480,1480,4678,4678,0,1190,50.3652,50.3652,1139.6348,1139.6348,50.3652,50.3652
"1978-10",41051.9999,41447.482,12460.5518,41408.2685,NA,NA,NA,1762,1762,1762,0,0,1762,1762,808,808,1149,1149,1181,1181,486,486,2369,2369,620,620,4666,0,0,0,0,419.6823,419.6823,486,486,2369,2369,620.0084,620.0084,4666,4666,808,808,1149,1149,761.3177,761.3177,0,0,0,0,0,0,0,0,0,0,0,0,419.6823,419.6823,486,486,2369,2369,620,620,4666,4666,436,436,39.1798,39.1798,396.8202,396.8202,39.1798,39.1798
"1978-11",36,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-01",36,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-03",6,8,0,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1979-04",3195.9999,5516.3071,0,4455.9997,NA,NA,NA,39,39,39,0,0,39,39,17,17,22,22,17,17,302,302,63,63,63,63,590.9999,17.3477,17.3477,22,22,17.5807,17.5807,302,302,63,63,591.2959,63.001,590.9999,590.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,22,22,17,17,302,302,63,63,63,63,590.9999,590.9999,0,0,0,0,0,0,0,0
"1979-05",29635.9995,40679.6871,0,36477.9995,NA,NA,NA,553,2334,553,0,0,553,553,480,480,635,635,478,478,693,693,967,967,1792.9999,1792.9999,3129,488.942,488.942,635,635,498.4507,498.4507,693,693,967,967,1793.0291,1793.0291,3129,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,635,635,478,478,693,693,967,967,1792.9999,1792.9999,3129,3129,522,522,522,522,0,0,522,522
"1979-06",67932,79415.3827,3014.849,82457.1989,NA,NA,NA,2125,0,2125,0,0,2125,2125,1109,1109,1235,1235,1298,1298,943,943,2236,2236,4243,4243,7249,406.3852,406.3852,1207.9514,1207.9514,1298,1298,943,943,2236,2236,4243.0581,4243.0581,7248.9995,7248.9995,702.6147,702.6147,27.0486,27.0486,0,0,0,0,0,0,0,0,5e-04,5e-04,406.3852,406.3852,1207.9514,1207.9514,1298,1298,943,943,2236,2236,4243,4243,7248.9995,7248.9995,1232,1232,1207.9514,1207.9514,24.0485,24.0485,1207.9514,1207.9514
"1979-07",51806.0003,70213.535,5492.9038,68018.6203,NA,NA,NA,396,2574,2574,0,0,2213.5859,2213.5859,838,0,1037.9999,1037.9999,1457,1457,486,486,1417,1417,3295.0002,3295.0002,6331,245.954,245.954,1037.9999,1037.9999,1457,1457,500.56,500.56,1417,1417,3295.0498,3295.0498,6331,6331,592.046,592.046,0,0,0,0,0,0,0,0,0,0,0,0,245.954,245.954,1037.9999,1037.9999,1457,1457,486,486,1417,1417,3295.0002,3295.0002,6331,6331,1476,1476,694.8201,694.8201,781.1799,781.1799,694.8201,694.8201
"1979-08",37122.4663,47320.0907,6897.2198,47145.5737,NA,NA,NA,2050,2050,2050,0,0,2050,2050,433,433,572,572,1210,1210,255,255,863,863,348.2333,2110.0002,4704.9995,245.954,245.954,572,572,900.5353,900.5353,270.3,270.3,863,863,2110.0281,2110.0281,4704.9995,4704.9995,187.046,187.046,0,0,309.4648,309.4648,0,0,0,0,0,0,0,0,245.954,245.954,572,572,900.5353,900.5353,255,255,863,863,2110.0002,2110.0002,4704.9995,4704.9995,1341,1341,113.2058,113.2058,1227.7942,1227.7942,113.2058,113.2058
"1979-09",28898,28800.4795,9418.7635,32493.0942,NA,NA,NA,2000.0001,0,2000.0001,0,0,2000.0001,2000.0001,497.9999,497.9999,660,660,635.0001,635.0001,293,293,635.9999,635.9999,0,1390,3235,0,0,0,0,569.2737,569.2737,310.78,310.78,635.9999,635.9999,1390.0308,1390.0308,3234.9998,3234.9998,497.9999,497.9999,660,660,65.7262,65.7262,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,569.2737,569.2737,293,293,635.9999,635.9999,1390,1390,3234.9998,3234.9998,1190,1190,59.0356,59.0356,1130.9645,1130.9645,0,0
"1979-10",13614.0002,13343.4727,4367.9273,13172.854,NA,NA,NA,1123,1123,1123,0,0,1123,1123,167,167,220,220,448,448,104,104,313,313,471,471,920,0,0,0,0,362.2135,362.2135,106.84,106.84,313,313,471.01,471.01,920,920,167,167,220,220,85.7865,85.7865,0,0,0,0,0,0,0,0,0,0,0,0,362.2135,362.2135,104,104,313,313,471,471,920,920,659,659,39.8047,39.8047,619.1953,619.1953,0,0
"1979-11",6,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1979-12",6,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
