Date,45_AGG_IrrigDemand,45_AGG_IrrigSupply,45_AGG_IrrigShortage,45_AGG_IrrigSupDirectFlow,45_AGG_MunDemand,45_AGG_MunSupply,45_AGG_MunShortage,45_ADC042_IrrigDemand,45_ADC043_IrrigDemand,45_ADC044_IrrigDemand,45_ADC046_IrrigDemand,45_ADC047_IrrigDemand,45_ADC048_IrrigDemand,45_ADC042_IrrigSupply,45_ADC043_IrrigSupply,45_ADC044_IrrigSupply,45_ADC046_IrrigSupply,45_ADC047_IrrigSupply,45_ADC048_IrrigSupply,45_ADC042_IrrigShortage,45_ADC043_IrrigShortage,45_ADC044_IrrigShortage,45_ADC046_IrrigShortage,45_ADC047_IrrigShortage,45_ADC048_IrrigShortage,45_ADC042_IrrigSupDirectFlow,45_ADC043_IrrigSupDirectFlow,45_ADC044_IrrigSupDirectFlow,45_ADC046_IrrigSupDirectFlow,45_ADC047_IrrigSupDirectFlow,45_ADC048_IrrigSupDirectFlow,4500576_D_IrrigDemand,4500576_D_IrrigSupply,4500576_D_IrrigShortage,4500576_D_IrrigSupDirectFlow,4500632_D_IrrigDemand,4500632_D_IrrigSupply,4500632_D_IrrigShortage,4500632_D_IrrigSupDirectFlow,4500693_D_IrrigDemand,4500693_D_IrrigSupply,4500693_D_IrrigShortage,4500693_D_IrrigSupDirectFlow
1975-08,10472.0000,7984.8501,2582.7122,6885.9999,,,,2006.0000,912.0000,1117.0000,442.0000,697.0000,1042.0000,2006.0000,917.5199,1162.6876,461.1506,706.2830,1042.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2006.0000,911.9999,1117.0000,442.0000,697.0000,1042.0000,3315.0000,883.6637,2431.3362,0.0000,298.0000,146.6240,151.3760,27.0000,643.0000,658.9213,0.0000,643.0000
1975-09,6909.0001,4812.9390,2149.0000,4748.0001,,,,1545.0000,545.0001,673.0000,252.0000,641.0000,770.0001,1545.0000,551.7000,700.7465,262.8560,641.0000,770.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1545.0000,545.0001,673.0000,252.0000,641.0000,770.0001,1993.0000,12.0000,1981.0000,0.0000,180.0000,12.0000,168.0000,12.0000,310.0000,317.6364,0.0000,310.0000
1975-10,3487.0000,2944.9523,553.0476,2917.0000,,,,1207.0000,320.0000,195.0000,72.0000,472.0000,495.0000,1207.0000,320.0000,202.9998,74.9980,472.0000,495.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1207.0000,320.0000,195.0000,72.0000,472.0000,495.0000,570.0000,16.9524,553.0476,0.0000,52.0000,52.0000,0.0000,52.0000,104.0000,104.0022,0.0000,104.0000
1975-11,1120.0000,1120.0000,0.0000,1120.0000,,,,803.0000,0.0000,62.0000,21.0000,56.0000,178.0000,803.0000,0.0000,62.0000,21.0000,56.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,803.0000,0.0000,62.0000,21.0000,56.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1975-12,306.0000,306.0000,0.0000,306.0000,,,,156.0000,0.0000,64.0000,27.0000,54.0000,5.0000,156.0000,0.0000,64.0000,27.0000,54.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,156.0000,0.0000,64.0000,27.0000,54.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1976-01,143.0000,143.0000,0.0000,143.0000,,,,0.0000,0.0000,58.0000,21.0000,59.0000,5.0000,0.0000,0.0000,58.0000,21.0000,59.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.0000,21.0000,59.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1976-02,125.0000,125.0000,0.0000,125.0000,,,,0.0000,0.0000,58.0000,16.0000,45.0000,6.0000,0.0000,0.0000,58.0000,16.0000,45.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.0000,16.0000,45.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1976-03,183.0000,183.0000,0.0000,183.0000,,,,0.0000,13.0000,52.0000,64.0000,45.0000,9.0000,0.0000,13.0000,52.0000,64.0000,45.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,52.0000,64.0000,45.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1976-04,2402.0000,2354.7725,58.0000,2344.0000,,,,165.0000,334.0000,217.0000,229.0000,180.0000,531.0000,165.0000,334.0000,225.7655,229.0083,180.0000,531.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.0000,334.0000,217.0000,229.0000,180.0000,531.0000,638.0000,638.7670,0.0000,638.0000,58.0000,0.0000,58.0000,0.0000,50.0000,51.2317,0.0000,50.0000
1976-05,17414.9998,17216.0908,198.9770,17216.0228,,,,1561.0000,2709.9998,848.0000,1031.0000,1151.0000,2643.0000,1561.0000,2709.9998,848.0000,1031.0210,1151.0000,2643.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1561.0000,2709.9998,848.0000,1031.0000,1151.0000,2643.0000,6077.0000,6077.0215,0.0000,6077.0000,478.0000,279.0230,198.9770,279.0230,916.0000,916.0256,0.0000,916.0000
1976-06,15671.0001,14963.6580,707.4205,14694.5721,,,,1923.0000,2374.0000,981.0000,811.0000,1316.0000,2373.0000,1923.0000,2374.0000,981.0000,811.0364,1316.0000,2373.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1923.0000,2374.0000,981.0000,811.0000,1316.0000,2373.0000,4846.0000,4316.6045,529.3959,4068.5820,412.0000,233.9754,178.0246,212.9900,635.0001,635.0417,0.0000,635.0001
1976-07,13782.9998,10950.8943,2964.3195,9177.9998,,,,2326.0000,1296.9999,1422.0000,585.0000,837.0000,1873.9999,2326.0000,1296.9999,1480.2003,610.5386,864.9385,1873.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2326.0000,1296.9999,1422.0000,585.0000,837.0000,1873.9999,4225.0000,1593.9937,2631.0066,0.0000,380.0000,46.6870,333.3130,0.0000,837.0000,857.5364,0.0000,837.0000
1976-08,8896.0001,5936.2382,3074.4285,5795.8322,,,,1867.0000,700.0001,940.0000,360.0000,552.0000,882.0000,1867.0000,742.0000,978.5634,375.7161,570.3873,882.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1867.0000,700.0001,940.0000,360.0000,552.0000,882.0000,2793.0000,0.0000,2793.0000,0.0000,252.0000,0.0000,252.0000,0.0000,550.0000,520.5715,29.4285,494.8321
1976-09,5653.9998,4022.6282,1692.0000,3961.9998,,,,1451.9999,388.0000,522.0000,195.0000,388.0000,714.9999,1451.9999,411.4800,543.2781,203.5129,388.0000,714.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1451.9999,388.0000,522.0000,195.0000,388.0000,714.9999,1552.0000,0.0000,1552.0000,0.0000,140.0000,0.0000,140.0000,0.0000,302.0000,309.3574,0.0000,302.0000
1976-10,3180.0000,2602.9169,598.0402,2572.0000,,,,1004.0000,153.0000,207.0000,77.0000,269.0000,645.0000,1004.0000,162.3800,215.3553,80.2163,269.0000,645.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1004.0000,153.0000,207.0000,77.0000,269.0000,645.0000,608.0000,9.9597,598.0402,0.0000,55.0000,55.0000,0.0000,55.0000,162.0000,162.0056,0.0000,162.0000
1976-11,113.0000,113.0000,0.0000,113.0000,,,,16.0000,0.0000,45.0000,0.0000,48.0000,1.0000,16.0000,0.0000,45.0000,0.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0000,0.0000,45.0000,0.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000
1976-12,111.0000,111.0000,0.0000,111.0000,,,,4.0000,0.0000,53.0000,3.0000,45.0000,1.0000,4.0000,0.0000,53.0000,3.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,53.0000,3.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000
1977-01,99.0000,99.0000,0.0000,99.0000,,,,0.0000,0.0000,61.0000,0.0000,33.0000,0.0000,0.0000,0.0000,61.0000,0.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.0000,0.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000
1977-02,81.0000,81.0000,0.0000,81.0000,,,,0.0000,0.0000,40.0000,0.0000,36.0000,1.0000,0.0000,0.0000,40.0000,0.0000,36.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,0.0000,36.0000,1.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000
1977-03,173.0000,173.0000,0.0000,173.0000,,,,71.0000,0.0000,16.0000,25.0000,41.0000,15.0000,71.0000,0.0000,16.0000,25.0000,41.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,0.0000,16.0000,25.0000,41.0000,15.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000
1977-04,4658.0000,3652.9897,1025.8647,3520.3114,,,,436.0000,624.0001,407.0000,294.0000,350.0000,1062.0000,436.0000,624.0000,423.5602,294.0159,350.0000,1062.0000,0.0000,.0001,0.0000,0.0000,0.0000,0.0000,436.0000,624.0000,407.0000,294.0000,350.0000,1062.0000,1200.0000,270.2553,929.7446,170.3114,108.0000,11.8800,96.1200,0.0000,177.0000,181.2783,0.0000,177.0000
1977-05,16968.0000,11744.8676,5223.1615,11672.3125,,,,2067.0000,2407.9998,1108.0000,819.0000,1240.0000,3585.9998,2067.0000,2407.9998,1108.0000,819.0291,1240.0000,3585.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2067.0000,2407.9998,1108.0000,819.0000,1240.0000,3585.9998,4314.0005,67.9619,4246.0386,0.0000,560.0000,0.0000,560.0000,0.0000,866.0000,448.8771,417.1230,444.3130
1977-06,19338.9998,13666.6748,5672.3810,13402.5149,,,,2908.0000,2351.9998,1519.0000,1038.0001,1792.0000,3615.0000,2908.0000,2351.9998,1519.0000,1038.0562,1792.0000,3615.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2908.0000,2351.9998,1519.0000,1038.0001,1792.0000,3615.0000,4513.0000,0.0000,4513.0000,0.0000,639.0000,0.0000,639.0000,0.0000,962.9999,442.6189,520.3810,178.5150
1977-07,13111.0005,8133.5688,5148.8849,7962.1156,,,,2156.0002,1032.9999,1390.0000,562.9999,818.0000,1833.0000,2156.0002,1095.1799,1447.0244,587.7234,845.5251,1833.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2156.0002,1032.9999,1390.0000,562.9999,818.0000,1833.0000,4128.0005,0.0000,4128.0005,0.0000,372.0000,42.0230,329.9771,42.0230,818.0000,127.0926,690.9074,127.0926
1977-08,8040.0002,4875.8484,3270.7718,4769.2282,,,,1500.0000,650.0000,874.9999,328.0000,515.0000,820.9999,1500.0000,688.9999,910.8967,342.4643,532.2591,821.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500.0000,649.9999,874.9999,328.0000,515.0000,820.9999,2598.0002,0.0000,2598.0002,0.0000,233.0000,0.0000,233.0000,0.0000,520.0001,80.2284,439.7716,80.2284
1977-09,6273.9999,3953.0938,2386.4646,3887.5352,,,,1288.0000,478.0000,642.0000,240.0000,419.0000,759.9999,1288.0000,506.8800,668.2010,250.4774,419.0000,759.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1288.0000,478.0000,642.0000,240.0000,419.0000,759.9999,1907.0000,0.0000,1907.0000,0.0000,172.0000,0.0000,172.0000,0.0000,368.0000,60.5353,307.4646,60.5353
1977-10,3238.0000,2395.9836,868.6101,2369.3865,,,,927.0000,193.0000,260.0000,95.0000,331.0000,506.0000,927.0000,204.7800,270.6664,99.1473,331.0000,506.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,927.0000,193.0000,260.0000,95.0000,331.0000,506.0000,760.0000,0.0000,760.0000,0.0000,70.0000,0.0000,70.0000,0.0000,96.0000,57.3899,38.6101,57.3865
1977-11,142.0000,129.0000,13.0000,129.0000,,,,11.0000,0.0000,11.0000,0.0000,53.0000,48.0000,11.0000,0.0000,11.0000,0.0000,53.0000,48.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,11.0000,0.0000,53.0000,48.0000,0.0000,0.0000,0.0000,0.0000,19.0000,6.0000,13.0000,6.0000,0.0000,0.0000,0.0000,0.0000
1977-12,47.0000,43.0000,4.0000,43.0000,,,,0.0000,0.0000,11.0000,0.0000,30.0000,1.0000,0.0000,0.0000,11.0000,0.0000,30.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,30.0000,1.0000,0.0000,0.0000,0.0000,0.0000,5.0000,1.0000,4.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1978-01,52.0000,47.0000,5.0000,47.0000,,,,0.0000,0.0000,11.0000,0.0000,35.0000,1.0000,0.0000,0.0000,11.0000,0.0000,35.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,35.0000,1.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-02,41.0000,37.0000,4.0000,37.0000,,,,0.0000,0.0000,10.0000,0.0000,26.0000,1.0000,0.0000,0.0000,10.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,26.0000,1.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-03,184.0000,184.0002,0.0000,184.0000,,,,5.0000,6.0000,62.0000,14.0000,59.0000,14.0000,5.0000,6.0000,62.0000,14.0002,59.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,6.0000,62.0000,14.0000,59.0000,14.0000,13.0000,13.0000,0.0000,13.0000,11.0000,11.0000,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000
1978-04,3537.0000,3477.7536,76.2800,3452.0000,,,,287.0000,490.0000,318.0000,231.0000,270.0000,808.0000,287.0000,490.0000,331.1827,231.0125,270.0000,808.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.0000,490.0000,318.0000,231.0000,270.0000,808.0000,938.0000,939.1286,0.0000,938.0000,85.0000,8.7200,76.2800,0.0000,110.0000,112.7097,0.0000,110.0000
1978-05,16457.9997,15963.0807,495.0000,15962.9998,,,,1817.0000,2987.9998,1276.9999,729.0000,1090.0001,3506.0000,1817.0000,2987.9998,1276.9999,729.0258,1090.0001,3506.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1817.0000,2987.9998,1276.9999,729.0000,1090.0001,3506.0000,3790.0000,3790.0254,0.0000,3790.0000,495.0000,0.0000,495.0000,0.0000,766.0000,766.0297,0.0000,766.0000
1978-06,19842.0000,19151.1412,691.0000,19151.0000,,,,2363.0000,3459.0000,1347.0000,1077.0000,2066.0000,4393.0000,2363.0000,3459.0000,1347.0000,1077.0455,2066.0000,4393.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2363.0000,3459.0000,1347.0000,1077.0000,2066.0000,4393.0000,3658.0000,3658.0439,0.0000,3658.0000,691.0000,0.0000,691.0000,0.0000,788.0000,788.0517,0.0000,788.0000
1978-07,13334.0002,10765.8049,2733.3440,9499.4005,,,,2185.0000,1101.0000,1410.0000,558.0000,828.0001,1859.0000,2185.0000,1135.4601,1467.8448,582.5051,855.8603,1859.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2185.0000,1101.0000,1410.0000,558.0000,828.0001,1859.0000,4188.0000,1831.6561,2356.3440,730.4004,377.0000,0.0000,377.0000,0.0000,828.0001,848.4784,0.0000,828.0001
1978-08,9758.0000,6494.2617,3407.0000,6351.0000,,,,1907.0000,783.0001,1052.0000,395.0000,618.0000,984.0000,1907.0000,830.1800,1095.0211,412.2440,638.8226,984.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1907.0000,783.0001,1052.0000,395.0000,618.0000,984.0000,3125.0000,0.0000,3125.0000,0.0000,282.0000,0.0000,282.0000,0.0000,611.9999,626.9939,0.0000,611.9999
1978-09,6741.9998,4587.2791,2232.9999,4508.9999,,,,1497.9999,515.0000,693.0000,257.0000,444.0000,790.0000,1497.9999,545.9000,721.5670,268.0743,444.1340,790.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1497.9999,515.0000,693.0000,257.0000,444.0000,790.0000,2047.9999,0.0000,2047.9999,0.0000,185.0000,0.0000,185.0000,0.0000,312.0000,319.6038,0.0000,312.0000
1978-10,4825.0001,3674.0054,1189.0188,3628.0001,,,,1515.0000,280.0000,375.0000,137.0000,477.0000,725.0001,1515.0000,296.8000,390.3843,142.8356,477.0000,725.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1515.0000,280.0000,375.0000,137.0000,477.0000,725.0001,1097.0000,7.9813,1089.0188,0.0000,100.0000,0.0000,100.0000,0.0000,119.0000,119.0042,0.0000,119.0000
1978-11,122.0000,101.0000,21.0000,101.0000,,,,15.0000,0.0000,37.0000,0.0000,48.0000,1.0000,15.0000,0.0000,37.0000,0.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,37.0000,0.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,21.0000,0.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1978-12,141.0000,103.0000,38.0000,103.0000,,,,10.0000,0.0000,44.0000,3.0000,45.0000,1.0000,10.0000,0.0000,44.0000,3.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,44.0000,3.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-01,83.0000,45.0000,38.0000,45.0000,,,,6.0000,0.0000,3.0000,0.0000,35.0000,1.0000,6.0000,0.0000,3.0000,0.0000,35.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,3.0000,0.0000,35.0000,1.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-02,113.0000,79.0000,34.0000,79.0000,,,,10.0000,0.0000,32.0000,0.0000,36.0000,1.0000,10.0000,0.0000,32.0000,0.0000,36.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,32.0000,0.0000,36.0000,1.0000,0.0000,0.0000,0.0000,0.0000,34.0000,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-03,187.0000,149.0000,38.0000,149.0000,,,,10.0000,1.0000,53.0000,14.0000,57.0000,14.0000,10.0000,1.0000,53.0000,14.0000,57.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,1.0000,53.0000,14.0000,57.0000,14.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-04,3319.0000,3252.5252,82.0000,3237.0000,,,,239.0000,472.0000,307.0000,219.0000,258.0000,762.0001,239.0000,472.0000,319.4577,219.0119,258.0000,762.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,239.0000,472.0000,307.0000,219.0000,258.0000,762.0001,900.0000,901.0848,0.0000,900.0000,82.0000,0.0000,82.0000,0.0000,80.0000,81.9707,0.0000,80.0000
1979-05,12779.0001,12779.0437,0.0000,12779.0001,,,,1824.0000,1336.0000,925.0001,890.0000,1098.0001,3945.9998,1824.0000,1336.0000,925.0001,890.0132,1098.0001,3945.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1824.0000,1336.0000,925.0001,890.0000,1098.0001,3945.9998,1966.0001,1966.0133,0.0000,1966.0001,349.0000,349.0000,0.0000,349.0000,445.0000,445.0173,0.0000,445.0000
1979-06,19359.0000,19359.1296,0.0000,19359.0002,,,,3404.0000,2258.0000,1375.0000,1231.0001,2044.9999,3710.0000,3404.0002,2258.0000,1375.0000,1231.0417,2044.9999,3710.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3404.0002,2258.0000,1375.0000,1231.0001,2044.9999,3710.0000,4003.0000,4003.0403,0.0000,4003.0000,611.0000,611.0000,0.0000,611.0000,722.0000,722.0475,0.0000,722.0000
1979-07,14837.0000,13837.9421,1069.4494,12512.0474,,,,3490.0000,1372.0000,1265.0000,762.0000,1027.0000,2071.0000,3490.0000,1372.0000,1316.8965,762.0526,1027.0000,2071.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3490.0000,1372.0000,1265.0000,762.0000,1027.0000,2071.0000,3760.0000,2888.0063,871.9933,1773.0474,338.0000,140.5440,197.4560,0.0000,752.0000,770.4426,0.0000,752.0000
1979-08,10449.0001,7397.2044,3186.0002,7262.9999,,,,2831.0000,732.0000,984.9999,373.0000,578.0001,1188.9999,2831.0000,775.7200,1025.4093,389.4288,597.4821,1188.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2831.0000,732.0000,984.9999,373.0000,578.0001,1188.9999,2923.0002,0.0000,2923.0002,0.0000,263.0000,0.0000,263.0000,0.0000,575.0000,589.1643,0.0000,575.0000
1979-09,8089.0002,5723.8665,2440.6396,5615.2367,,,,2356.0000,550.0000,738.0000,277.0000,481.0000,873.0000,2356.0000,583.0000,768.4131,288.9474,481.1452,873.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2356.0000,550.0000,738.0000,277.0000,481.0000,873.0000,2195.0002,0.0000,2195.0002,0.0000,197.0000,0.0000,197.0000,0.0000,422.0000,373.3607,48.6393,340.2367
1979-10,4951.9999,4068.1596,913.0478,4031.9999,,,,2017.9999,213.0000,287.0000,105.0000,373.0000,851.0000,2017.9999,225.9800,298.6372,109.5838,373.0000,851.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2017.9999,213.0000,287.0000,105.0000,373.0000,851.0000,843.0000,6.9522,836.0478,0.0000,77.0000,0.0000,77.0000,0.0000,185.0000,185.0064,0.0000,185.0000
1979-11,120.0000,99.0000,21.0000,99.0000,,,,11.0000,0.0000,37.0000,0.0000,48.0000,1.0000,11.0000,0.0000,37.0000,0.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,37.0000,0.0000,48.0000,1.0000,2.0000,2.0000,0.0000,2.0000,21.0000,0.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1979-12,190.0000,152.0000,38.0000,152.0000,,,,1.0000,0.0000,61.0000,31.0000,54.0000,5.0000,1.0000,0.0000,61.0000,31.0000,54.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,61.0000,31.0000,54.0000,5.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-01,187.0000,149.0000,38.0000,149.0000,,,,0.0000,0.0000,55.0000,30.0000,59.0000,5.0000,0.0000,0.0000,55.0000,30.0000,59.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.0000,30.0000,59.0000,5.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-02,162.0000,127.0000,35.0000,127.0000,,,,0.0000,0.0000,55.0000,21.0000,45.0000,6.0000,0.0000,0.0000,55.0000,21.0000,45.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.0000,21.0000,45.0000,6.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-03,217.0000,179.0000,38.0000,179.0000,,,,0.0000,16.0000,49.0000,58.0000,45.0000,11.0000,0.0000,16.0000,49.0000,58.0000,45.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0000,49.0000,58.0000,45.0000,11.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1980-04,2229.0000,2189.3002,51.0000,2178.0000,,,,152.0000,324.0000,210.0000,147.0000,179.0000,508.0000,152.0000,324.0000,218.6152,147.0079,179.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,324.0000,210.0000,147.0000,179.0000,508.0000,617.0000,618.8148,0.0000,617.0000,57.0000,6.0000,51.0000,6.0000,35.0000,35.8622,0.0000,35.0000
1980-05,13056.9999,12827.0780,229.9770,12827.0229,,,,1877.0000,1415.0001,650.0000,882.0000,975.0000,3685.9998,1877.0000,1415.0001,650.0000,882.0170,975.0000,3685.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1877.0000,1415.0001,650.0000,882.0000,975.0000,3685.9998,2538.0000,2538.0171,0.0000,2538.0000,493.0000,263.0230,229.9770,263.0230,541.0000,541.0211,0.0000,541.0000
1980-06,21466.0007,20900.1835,565.9678,20824.0005,,,,3303.0002,2528.9998,1644.0000,1232.0000,2501.0000,4866.0005,3303.0002,2528.9998,1644.0000,1232.0485,2500.9998,4866.0005,0.0000,0.0000,0.0000,0.0000,.0002,0.0000,3303.0002,2528.9998,1644.0000,1232.0000,2500.9998,4866.0005,3912.0002,3912.0474,0.0000,3912.0002,642.0000,76.0324,565.9675,0.0000,837.0000,837.0550,0.0000,837.0000
1980-07,14171.0000,11007.3291,3234.1499,10122.3192,,,,2565.0000,1419.0000,1263.0000,629.0000,948.0000,2508.0000,2565.0000,1419.0000,1314.9512,629.0527,948.0000,2508.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2565.0000,1419.0000,1263.0000,629.0000,948.0000,2508.0000,3752.0000,854.8500,2897.1499,40.3192,337.0000,0.0000,337.0000,0.0000,750.0000,768.4752,0.0000,750.0000
1980-08,9498.0001,6526.8717,3085.5189,6383.3541,,,,1963.9999,700.0001,940.0000,357.0000,552.0000,1389.0001,1963.9999,742.0000,978.5634,372.4399,570.3873,1389.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1963.9999,700.0001,940.0000,357.0000,552.0000,1389.0001,2792.0000,0.0000,2792.0000,0.0000,252.0000,0.0000,252.0000,0.0000,552.0000,510.4811,41.5189,481.3540
