"Date","01_AGG_IrrigDemand","01_AGG_IrrigSupply","01_AGG_IrrigShortage","01_AGG_IrrigSupDirectFlow","01_AGG_MunDemand","01_AGG_MunSupply","01_AGG_MunShortage","0100507_I_IrrigDemand","0100507_I_IrrigSupply","0100507_I_IrrigShortage","0100507_I_IrrigSupDirectFlow","0100620_IrrigDemand","0100620_IrrigSupply","0100620_IrrigShortage","0100620_IrrigSupDirectFlow","0100517_IrrigDemand","0100517_IrrigSupply","0100517_IrrigShortage","0100517_IrrigSupDirectFlow","0100570_IrrigDemand","0100570_IrrigSupply","0100570_IrrigShortage","0100570_IrrigSupDirectFlow","0100514_IrrigDemand","0100514_IrrigSupply","0100514_IrrigShortage","0100514_IrrigSupDirectFlow","0100520_IrrigDemand","0100520_IrrigSupply","0100520_IrrigShortage","0100520_IrrigSupDirectFlow","0103817_I_IrrigDemand","0103817_I_IrrigSupply","0103817_I_IrrigShortage","0103817_I_IrrigSupDirectFlow","0100526_IrrigDemand","0100526_IrrigSupply","0100526_IrrigShortage","0100526_IrrigSupDirectFlow","0100518_IrrigDemand","0100518_IrrigSupply","0100518_IrrigShortage","0100518_IrrigSupDirectFlow","0100565_IrrigDemand","0100565_IrrigSupply","0100565_IrrigShortage","0100565_IrrigSupDirectFlow","0100687_I_IrrigDemand","0100687_I_IrrigSupply","0100687_I_IrrigShortage","0100687_I_IrrigSupDirectFlow","0100503_I_IrrigDemand","0100503_I_IrrigSupply","0100503_I_IrrigShortage","0100503_I_IrrigSupDirectFlow","01_ADP037_IrrigDemand","01_ADP037_IrrigSupply","01_ADP037_IrrigShortage","01_ADP037_IrrigSupDirectFlow","0100525_IrrigDemand","0100525_IrrigSupply","0100525_IrrigShortage","0100525_IrrigSupDirectFlow","0100519_D_IrrigDemand","0100519_D_IrrigSupply","0100519_D_IrrigShortage","0100519_D_IrrigSupDirectFlow","0100688_IrrigDemand","0100688_IrrigSupply","0100688_IrrigShortage","0100688_IrrigSupDirectFlow","0100515_IrrigDemand","0100515_IrrigSupply","0100515_IrrigShortage","0100515_IrrigSupDirectFlow","0100511_IrrigDemand","0100511_IrrigSupply","0100511_IrrigShortage","0100511_IrrigSupDirectFlow"
"1975-04",16495.9999,16452.9877,50,6021.9999,NA,NA,NA,4930,4930.002,0,0,43,0,43,0,106,106,0,106,0,0,0,0,827,827.0001,0,827,48,53.9911,0,8,25,25,0,0,221,221,0,221,1241,1241,0,1241,7,0,7,0,2672,2672,0,0,2757,2757.0029,0,0,26,26.9917,0,26,110,110,0,110,504,504,0,504,252,252,0,252,1321,1321,0,1321,1406,1406,0,1406
"1975-05",26062.9997,26324.2661,149.5116,11756.4882,NA,NA,NA,4126,4126.0049,0,0,46,0,46,0,535,535,0,535,7,7,0,0,2050,2050,0,2050,53,59.761,0,5,46,46,0,0,335,335,0,335,2218,2218,0,2218,2,0,2,0,4867,5187.4468,0,0,5063,5140.5005,0,0,163,61.4885,101.5115,61.4885,403,403,0,403,427,433.0647,0,427,173,173,0,173,2544,2544,1e-04,2544,3004.9998,3004.9998,0,3004.9998
"1975-06",88032,90184.7759,584.495,34040.5049,NA,NA,NA,12241,13095.7607,0,0,145,0,145,0,1193,1200.781,0,1193,119,124.6,0,0,6910,6946.1509,0,6910,385,385,0,0,169,169,0,0,1261,1332.4724,0,1001.9999,7399,8046.417,0,7399,57,0,57,0,22818,22818,0,0,17316,17897.5293,0,0,442,59.505,382.495,59.505,1230,1251.4858,0,1230,2248,2424.8105,0,2248,778,778,0,677.9999,6503,6837.2632,0,6503,6818,6818,0,6818
"1975-07",121775.0009,124202.2178,691.5134,43070.4885,NA,NA,NA,20676,21706.5215,0,0,171,0,171,0,1114,1234.2351,0,1114,144,115,29,0,11526,11767.2393,0,11526,344,386.2024,0,40,216,216,0,0,1533,1533,1e-04,958,8515.999,9558.5313,0,8031,67,0,67,0,31431,31431,0,0,23954.002,23954,0.0019,0,486,61.4885,424.5115,61.4885,1198,1208.4359,0,1198,2699,2699,0,2699,791.9999,791.9999,0,535,7454,8085.564,0,7454,9454,9454,0,9454
"1975-08",103516.0017,106705.4363,678.5124,30023.2528,NA,NA,NA,17234,19471.9902,0,0,157,0,157,0,911,1009.2526,0,911,52,10,42,0,10741,11022.1104,0,10741,394,394,0,0,211,211,0,0,1278,1278.0001,0,348,6410.9995,7216.0952,0,2336.563,66,0,66,0,28455.002,28455.002,9e-04,0,18375,18375,0,0,475,61.4885,413.5115,61.4885,1140,1140,0,1140,2127.0002,2127.0002,1e-04,1276.6158,635,635,0,0,6359,6804.4971,0,4713.5854,8495,8495,0,8495
"1975-09",70378.0003,71566.2035,418.495,26339.5056,NA,NA,NA,11922,13112.6367,0,0,117,0,117,0,739,758.7706,0,739,0,0,0,0,8072.0005,8072.0005,0,8072.0005,240,240,0,0,138,138,0,0,754,754,0,137,3934.9998,4108.3652,0,2855,56,0,56,0,14933,14933.001,0,0,14690,14766.8018,0,0,305,59.505,245.495,59.505,925.9999,925.9999,0,925.9999,1817.0001,1870.0696,0,1817.0001,690,690,0,690,4985,5078.0532,0,4985,6059,6059,0,6059
"1975-10",13237.0005,13947.2167,175.5119,4529.4885,NA,NA,NA,1640,1934.9493,0,0,82,0,82,0,104,123.6611,0,104,0,0,0,0,533.9999,666.6627,0,533.9999,96,108.9822,0,15,49,49,0,0,349,349,0,226,888,1027.78,0,888,38,0,38,0,4254.0005,4254.0005,2e-04,0,2385,2385,0,0,117,61.4885,55.5115,61.4885,229,263.724,0,229,373,372.9998,2e-04,373,477,477,0,477,896.0001,1025.5286,0,896.0001,726,847.44,0,726
"1975-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1976-04",35211,35250.0511,119.4952,14949.5047,NA,NA,NA,9094,9094.0059,0,0,70,18,52,0,232,232,0,232,6,1,5,0,1961,1961,0,1961,105,114.168,0,0,66,66,0,0,653,653,0,653,4138,4138,0,4138,28,0,28,0,4639.9995,4759.0498,0,0,6218.0005,6248.3228,0,0,94,59.505,34.495,59.505,435,435,0,435,869,869,0,869,470,470,0,470,3368,3367.9998,2e-04,3367.9998,2764,2764,0,2764
"1976-05",49122.9999,49312.7441,283.5115,17186.4884,NA,NA,NA,8389,8389.0127,0,0,86,58,28,0,843,843,0,843,26,19,7,0,2656.9998,2656.9998,0,2656.9998,276,276,0,0,94,94,0,0,795,795,0,600,3003,3003,0,788,25,0,25,0,10703,10703,0,0,9424,9831.6904,0,0,285,61.4885,223.5115,61.4885,1040.0001,1040.0001,0,1040.0001,918,983.5526,0,638,488,488,0,488,4951,4951,0,4951,5120,5120,0,5120
"1976-06",96145.0027,98514.4243,705.4965,23939.505,NA,NA,NA,13782.001,15296.1553,0,0,148,66,82,0,1145,1198.6633,0,1145,155,43,112,0,6238,6849.7822,0,6238,467,467,0,0,196,196,0,0,1303.9999,1449.3156,0,530,8800,8800.001,0,0,62,0,62,0,25934.002,25934.002,6e-04,0,18612,18612,9e-04,0,509,59.505,449.495,59.505,1352,1387.6051,0,1352,2128,2177.6826,0,112,809.9999,809.9999,0,0,7015,7679.7124,0,7015,7488,7488,0,7488
"1976-07",111364.0001,117464.5743,690.5119,23512.3651,NA,NA,NA,18535,21683.2188,0,0,165,68,97,0,1058,1257.0331,0,1058,112,17,95,0,8944,10536.8252,0,2753.0664,370,410.3687,0,0,230,230,0,0,1633.0001,1672.9536,0,935,8127,8577.8691,0,2336.563,58,0,58,0,31041,31041,4e-04,0,21370,21370,0,0,502,61.4885,440.5115,61.4885,1083,1168.6365,0,1083,2682,2727.4187,0,1573,873,873,0,341.1369,7591,8614.124,0,6381.1104,6990,7155.6382,0,6990
"1976-08",87761.002,92062.1576,604.5122,24658.4885,NA,NA,NA,16161.999,18745.1875,0,0,134,51,83,0,774,919.1509,0,774,8,0,8,0,7300,8526.8193,0,7300,297,297,0,0,224,224,0,0,1275.9999,1275.9999,0,752,5516.9995,5757.2866,0,1428,55,0,55,0,23538.002,23538.002,0,0,15849.001,15849.001,7e-04,0,520.0001,61.4885,458.5115,61.4885,1051,1051,0,1051,1850.0001,1850.0002,0,910,646,646,0,0,5349,6059.2212,0,5170.9995,7211.0005,7211.0005,0,7211.0005
"1976-09",49013.0013,50423.7443,396.5,17301.5054,NA,NA,NA,7675.9995,8661.8154,0,0,101,32,69,0,439,461.2903,0,439,0,0,0,0,4000.0002,4272.23,0,4000.0002,152,164.8051,0,0,114,11,103,0,725.0001,725.0001,0,503.0001,3117,3452.4883,0,3117,33,0,33,0,15737.001,15736.9961,0.0049,0,7382.0005,7382.0005,1e-04,0,251,59.505,191.495,59.505,686,686,0,686,1057,1057,0,1006.0001,505,505,0,453,2943,3121.6135,0,2943,4095,4095,0,4095
"1976-10",10416,10833.9135,129.5115,3562.4885,NA,NA,NA,1379,1453.3857,0,0,53,17,36,0,89,105.6427,0,89,0,0,0,0,436,543.9531,0,436,87,87,0,0,40,5,35,0,249,249,0,117,726,840.1378,0,726,20,0,20,0,2985,2985,0,0,2119,2119,0,0,100,61.4885,38.5115,61.4885,194,223.1199,0,194,284,284,0,284,333,333,0,333,708,810.7971,0,708,614,716.3887,0,614
"1976-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1977-04",30474,30455.4307,166.4951,12433.505,NA,NA,NA,7975.0005,7975.0049,0,0,83,18,65,0,189,189,0,189,1,1,0,0,1661,1661,0,1661,105,105,0,0,68,68,0,0,542,542,0,542,3110,3110,0,3110,18,0,18,0,4832.9995,4957.2378,0,0,4874,4897.6831,0,0,143,59.505,83.495,59.505,350,350,0,350,674,673.9999,1e-04,674,388,388,0,388,2805,2805,0,2805,2655,2655,0,2655
"1977-05",69422,69277.535,551.9115,22872.1366,NA,NA,NA,13981,13981.0186,0,0,137,58,79,0,1167,1167,0,1167,74,19.6,54.4,0,3916.0002,3916.0002,0,3916.0002,276,276,0,0,143,143,0,0,1069.9999,1069.9999,0,874.9999,4153,4153.0005,0,1938,55,0,55,0,13730,13730,0,0,13126,13445.8145,0,0,425,61.4885,363.5115,61.4885,1310,1310,0,1310,1261.9999,1349.6129,0,981.9999,608,608,0,608,6289,6289,0,4314.6479,7700,7700,0,7700
"1977-06",107714,110579.9632,928.4969,21428.3839,NA,NA,NA,17782,19735.5449,0,0,180,66,114,0,1341,1403.9602,0,1249.605,176,43,133,0,8131,8928.2549,0,0,467,467,0,0,248,248,0,0,1274,1416.5822,0,500,8800,8800.001,0,0,67,0,67,0,24884,24884,9e-04,0,21613,21613,9e-04,0,674,59.505,614.4951,59.505,1277,1310.6318,0,1277,2372,2408.7742,0,356,785.0001,785.0001,0,440,8103,8870.709,0,8006.2739,9540,9540,0,9540
"1977-07",112935.0005,117820.8472,525.5122,20238.4463,NA,NA,NA,18480,21618.5781,0,0,153,68,85,0,1110.0001,1318.3636,0,1110.0001,87,17,70,0,9556.001,9691.3799,0,2040.6101,370,417.3687,0,0,216,216,0,0,1720.9999,1795.6106,0,1023,8443,8943.8154,0,0,43,0,43,0,30723,30723,6e-04,0,22128,22128,0,0,389,61.4885,327.5115,61.4885,1124,1212.7496,0,1124,2791,2791,1e-04,1680.9071,903,903,0,0,7826.9995,8881.7227,0,6327.4404,6871,7033.77,0,6871
"1977-08",82487.0004,54921.4814,28629.2444,23369.3419,NA,NA,NA,15916.001,9405.6377,6510.3633,0,130,51,79,0,781.9999,928.894,0,781.9999,13,0,13,0,7487,7486.9976,0.0023,7486.9976,297,297,0,0,206,21,185,0,1136,1136,0,611.9999,5250.9995,5449.2197,0,652.1133,58,0,58,0,19696,1356.6827,18339.3184,0,15501,12912.208,2588.7915,0,448,0.2311,447.7689,0.2311,963,963,0,963,1804,1804.0001,0,864,611.9999,204,408,0,5412,6130.6104,0,5234,6775,6775,0,6775
"1977-09",57903.9982,30361.3566,27824.8937,18087.0725,NA,NA,NA,9146,6557.5117,2588.4883,0,152,32,120,0,582.0001,611.7798,0,582.0001,0,0,0,0,4390.0005,4390.0015,0,4390.0015,209,217.7189,0,13.8814,162,11,151,0,962.9999,962.9999,0,741,3804,3569.1489,234.8512,2261.1899,60,0,60,0,16153.998,579.9999,15573.999,0,9677,2983.4451,6693.5552,0,378,0,378,0,1024.9999,1024.9999,0,1024.9999,1345,51,1294,0,783.0001,52,731,0,4014.9998,4258.751,0,4014.9998,5059,5059,0,5059
"1977-10",11889.0001,12071.1758,187.5116,3977.4886,NA,NA,NA,1579,1578.9999,1e-04,0,94,17,77,0,86,89.8155,0,86,0,0,0,0,503,503,0,503,101,114.7521,0,14,48,5,43,0,326,326,0,194,661.0001,764.9974,0,661.0001,37,0,37,0,3644,3644,0,0,2260,2260,0,0,92,61.4885,30.5115,61.4885,197,226.7146,0,197,330,330,0,330,528,528,0,528,706.0001,807.9276,0,706.0001,697,813.4803,0,697
"1977-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-03",761,785.9972,2,365,NA,NA,NA,147,147,0,0,0,0,0,0,6,6,0,6,0,0,0,0,43,43,0,43,14,14.4619,0,14,3,3,0,0,32,32.1146,0,32,54,62.5474,0,54,2,0,2,0,0,0,0,0,244,244,0,0,0,0,0,0,13,14.9101,0,13,41,41,0,41,60,60,0,60,51,58.1718,0,51,51,59.7912,0,51
"1978-04",63659.9998,63389.7466,270.2722,21356.9296,NA,NA,NA,20090,20090.0078,0,0,116,0,116,0,428,428,0,428,18,0,18,0,2694.9998,2694.9998,0,2694.9998,151,139.2229,11.7771,59.505,93,93,0,0,821,821,0,821,7106,7106.0005,0,4779.7603,44,0,44,0,8033,8033,0,0,10373,10373.0107,0,0,140,59.505,80.495,59.505,533,533,0,533,1791,1790.9999,1e-04,1422.1595,669.0001,669.0001,0,0,5453,5453,0,5453,5106,5106,0,5106
"1978-05",39006.9997,39765.9009,283.5118,16699.4879,NA,NA,NA,5348,5348.0068,0,0,68,0,68,0,570,570,0,570,35,7,28,0,2130,2130,1e-04,2130,88,95.1503,0,40,64,64,0,0,611.9999,611.9999,0,611.9999,4215,4215,0,4215,27,0,27,0,10323,11253.3164,0,0,6234,6329.3735,0,0,222,61.4885,160.5115,61.4885,697,697,0,697,675,684.5659,0,675,293,293,0,293,3511,3510.9998,2e-04,3510.9998,3894.9998,3894.9998,0,3894.9998
"1978-06",82770.9995,85936.6216,619.4951,30802.5045,NA,NA,NA,11370,12164.3633,0,0,140,0,140,0,1069.9999,1076.818,0,1069.9999,119,119,0,0,6493,6526.8647,0,6493,385,385,0,0,166,166,0,0,997,1086.6606,0,738,6317.9995,6871.0503,0,6317.9995,57,0,57,0,23640,23672.6914,0,0,15310,17041.9453,0,0,482,59.505,422.495,59.505,1017.0001,1034.8464,0,1017.0001,1964,2170.833,0,1964,662,662,0,562,6192,6510.0435,0,6192,6389,6389,0,6389
"1978-07",131825.9988,133876.8925,1944.9093,46578.0122,NA,NA,NA,24685,25915.7793,0,0,168,0,168,0,1222,1353.7678,0,1222,114,114,0,0,13826,14115.3975,0,13826,379,416.8089,0,61.4885,284,284,0,0,1825,1929.3357,0,1249.9999,9008.999,10114.3818,0,8524,87,0,87,0,28755,28755,0,0,26002,26002,0,0,646,61.4885,584.5115,61.4885,1369.9999,1381.8391,0,1369.9999,2895.9998,3271.7471,0,2895.9998,944.0001,944.0001,0,687,8363,9071.7441,0,6534.4331,11251,10145.6025,1105.3978,10145.6025
"1978-08",84018.0038,86281.0317,679.5124,20014.3983,NA,NA,NA,14129,15963.3105,0,0,140,0,140,0,684,758.0403,0,684,10,10,0,0,7639,7838.8564,0,1826.1398,394,394,0,0,190,190,0,0,930,930.0001,0,0,4440.0005,4974.1143,0,3746.9998,64,0,64,0,26252.002,26252.002,9e-04,0,14171.001,14171.001,0,0,537,61.4885,475.5115,61.4885,878.9999,878.9999,0,878.9999,1538,1538,0,1229.7699,434,434,0,0,4284,4584.2183,0,4284,7303.0005,7303.0005,0,7303.0005
"1978-09",83056.9995,74029.1264,10742.1991,28406.506,NA,NA,NA,12261,13485.3564,0,0,149,0,149,0,810,831.5808,0,810,0,0,0,0,8459,8459.001,0,8459.001,240,254.0296,0,0,155,155,0,0,944.9999,944.9999,0,328,4568.0005,4777.6719,0,3488,67,0,67,0,22864.998,12634.2959,10230.7041,0,16046.001,16129.8008,0,0,355,59.505,295.495,59.505,1165,1165,0,1165,2011,2069.5637,0,2011,875.0001,875.0001,0,0,5477,5579.3213,0,5477,6609,6609,0,6609
"1978-10",7559,7913.4055,98.0001,2402,NA,NA,NA,863,1017.9581,0,0,68,0,68,0,47,55.9911,0,47,0,0,0,0,320,399.3784,0,320,81,83.6725,0,0,29,29,0,0,198,198,0,75,388,449.0075,0,388,30,0,30,0,2656,2656,0,0,1307,1307,0,0,43,44.6258,0,43,115,132.1278,0,115,225,224.9999,1e-04,225,370,370,0,370,441,504.7211,0,441,378,440.9233,0,378
"1978-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-02",0,1e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-03",12,15.4968,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,1,1.4679,0,1,0,0,0,0,11,14.0287,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1979-04",30821.9996,30690.7802,210.6171,8910.0101,NA,NA,NA,9593,9593.0059,0,0,116,0,116,0,173,181.1689,0,173,3,2,1,0,843,895.9955,0,843,125,104.8335,20.1665,59.505,59,59,0,0,520,520,0,520,2005.0001,2005.0001,0,2005.0001,35,0,35,0,5858.9995,5858.9995,0,0,6143,6151.5806,0,0,98,59.5494,38.4506,59.505,280,289.6467,0,280,1142,1142.0001,0,1142,545.9999,545.9999,0,545.9999,1779,1779,0,1779,1503,1503,0,1503
"1979-05",59436.9994,59182.8243,268.1117,20219.4889,NA,NA,NA,8732.999,8733.0088,0,0,78,10,68,0,867,867,0,867,55,15.4,39.6,0,1900.0001,1900.0001,0,1900.0001,224,224,0,0,68,68,0,0,742,742,0,606,6181,6181,0,6181,44,0,44,0,19774,19774,0,0,9989,10002.9268,0,0,178,61.4885,116.5115,61.4885,630,630,0,630,1069,1068.9999,1e-04,1069,386,386,0,386,4743,4743,1e-04,4743,3776.0002,3776.0002,0,3776.0002
"1979-06",60298.9993,65203.1116,483.495,22422.5052,NA,NA,NA,8369,8648.3096,0,0,116,10,106,0,700,710.1821,0,700,122,100,22,0,3291.0002,3377.1165,0,3291.0002,192,219.9644,0,8,130,130,0,0,745,809.3271,0,525,5533,5699.6216,0,5533,57,0,57,0,15670.999,19087.2891,0,0,12709,13908.9736,0,0,358,59.505,298.495,59.505,765,805.1216,0,765,1478,1574.7012,0,1478,537,537,0,537,5287,5287,0,5287,4239,4239,0,4239
"1979-07",101171.0005,105023.4627,685.5114,36930.4891,NA,NA,NA,19354.002,20512.2637,0,0,136,15,121,0,971,1066.3263,0,971,101,101,0,0,10220,10541.001,0,10220,288,322.6008,0,54,237,237,0,0,1310,1417.9961,0,989.9999,6849,7585.7666,0,6849,68,0,68,0,21719,22957.9219,0,0,20935.998,20955.3125,0,0,558,61.4885,496.5114,61.4885,921.0001,945.1606,0,921.0001,2123,2437.4133,0,1563.0001,722,722,0,643,6517,7004.2109,0,6517,8141.0005,8141.0005,0,8141.0005
"1979-08",66269.0019,67586.7296,351.5124,20149.4883,NA,NA,NA,12381,13121.9385,0,0,92,13,79,0,545.0001,620.0028,0,545.0001,5,5,0,0,6882,7062.085,0,6882,307,307,0,0,135,135,0,0,572.9999,572.9999,0,132,3278,3681.9446,0,3059,37,0,37,0,20297.002,20297.002,9e-04,0,11071,11071,0,0,297,61.4885,235.5115,61.4885,491,491,0,491,1106,1131.1066,0,459,267,267,0,15,3734,3978.1619,0,3733.9998,4771,4771,0,4771
"1979-09",94022.9995,94910.4925,471.4951,31233.6809,NA,NA,NA,17449.998,18075.6719,0,0,134,12,122,0,865,902.2003,0,865,0,0,0,0,9218,9459.3096,0,9218,246,268.6563,0,59.505,179,179,0,0,1093,1093,0,638,5829,5990.7456,0,3333.6714,61,0,61,0,22879,22879,0,0,18460.002,18556.2188,0,0,348,59.505,288.495,59.505,1241,1241,0,1241,2499,2499,1e-04,2298,742,742,0,742,6218.9995,6393.1851,0,6218.9995,6560,6560,0,6560
"1979-10",16707,17722.8755,163.9584,5683.977,NA,NA,NA,2023,2386.5808,0,0,82,1,81,0,153,181.5879,0,153,0,0,0,0,711,887.6688,0,711,113,106.5533,6.4467,61.4885,60,60,0,0,375,375,0,320,1127,1304.5734,0,1127,30,0,30,0,5527,5527,2e-04,0,3148,3148,0,0,108,61.4885,46.5115,61.4885,266,306.3912,0,266,429,495.9141,0,429,443,443,0,443,1211,1386.472,0,1211,901,1051.6454,0,901
"1979-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
