"Date","07_AGG_IrrigDemand","07_AGG_IrrigSupply","07_AGG_IrrigShortage","07_AGG_IrrigSupDirectFlow","07_AGG_MunDemand","07_AGG_MunSupply","07_AGG_MunShortage","0700502_I_IrrigDemand","0700502_I_IrrigSupply","0700502_I_IrrigShortage","0700502_I_IrrigSupDirectFlow","0700540_I_IrrigDemand","0700540_I_IrrigSupply","0700540_I_IrrigShortage","0700540_I_IrrigSupDirectFlow","0700549_I_IrrigDemand","0700549_I_IrrigSupply","0700549_I_IrrigShortage","0700549_I_IrrigSupDirectFlow","0700569_I_IrrigDemand","0700569_I_IrrigSupply","0700569_I_IrrigShortage","0700569_I_IrrigSupDirectFlow","0700570_I_IrrigDemand","0700570_I_IrrigSupply","0700570_I_IrrigShortage","0700570_I_IrrigSupDirectFlow","0700597_I_IrrigDemand","0700597_I_IrrigSupply","0700597_I_IrrigShortage","0700597_I_IrrigSupDirectFlow","0700601_I_IrrigDemand","0700601_I_IrrigSupply","0700601_I_IrrigShortage","0700601_I_IrrigSupDirectFlow","0700547_I_IrrigDemand","0700547_I_IrrigSupply","0700547_I_IrrigShortage","0700547_I_IrrigSupDirectFlow","0700614_IrrigDemand","0700614_IrrigSupply","0700614_IrrigShortage","0700614_IrrigSupDirectFlow","0700647_IrrigDemand","0700647_IrrigSupply","0700647_IrrigShortage","0700647_IrrigSupDirectFlow","0700652_I_IrrigDemand","0700652_I_IrrigSupply","0700652_I_IrrigShortage","0700652_I_IrrigSupDirectFlow","0700527_D_IrrigDemand","0700527_D_IrrigSupply","0700527_D_IrrigShortage","0700527_D_IrrigSupDirectFlow","0700698_I_IrrigDemand","0700698_I_IrrigSupply","0700698_I_IrrigShortage","0700698_I_IrrigSupDirectFlow","07_ADP001_IrrigDemand","07_ADP001_IrrigSupply","07_ADP001_IrrigShortage","07_ADP001_IrrigSupDirectFlow","0700699_IrrigDemand","0700699_IrrigSupply","0700699_IrrigShortage","0700699_IrrigSupDirectFlow","07_Arvada_I_MunDemand","07_Arvada_I_MunSupply","07_Arvada_I_MunShortage","07_Arvada_O_MunDemand","07_Arvada_O_MunSupply","07_Arvada_O_MunShortage","07_ConMut_I_MunDemand","07_ConMut_I_MunSupply","07_ConMut_I_MunShortage","07_ConMut_O_MunDemand","07_ConMut_O_MunSupply","07_ConMut_O_MunShortage","07_CoorsC_MunDemand","07_CoorsC_MunSupply","07_CoorsC_MunShortage","07_CoorsB_MunDemand","07_CoorsB_MunSupply","07_CoorsB_MunShortage","07_Golden_I_MunDemand","07_Golden_I_MunSupply","07_Golden_I_MunShortage","07_Golden_O_MunDemand","07_Golden_O_MunSupply","07_Golden_O_MunShortage","07_AMP001_I_MunDemand","07_AMP001_I_MunSupply","07_AMP001_I_MunShortage","07_AMP001_O_MunDemand","07_AMP001_O_MunSupply","07_AMP001_O_MunShortage"
"1981-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,147,147,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,567.18,567.18,0,0,0,0
"1981-02",0,0,0,0,2175.1199,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,147,147,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,567.18,567.18,0,0,0,0
"1981-03",201,167.008,36,17,2206.75,2206.75,0,22,13,9,0,22,13,9,0,2,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,2,1,1,0,20,12,8,0,0,0,0,0,3,3.56,0,3,0,0,0,0,7,7.892,0,7,13,8,5,0,7,7.556,0,7,3,0,3,0,798.18,798.18,0,0,0,0,147,147,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,567.18,567.18,0,0,0,0
"1981-04",3855,2116.8821,1741.9579,371,4252.4601,4223.9586,28.5015,469,338.4952,130.5048,0,302,13.9287,288.0713,0,35,17,18,0,1753,787.322,965.678,0,31,6.0297,24.9703,0,21,21,0,0,47,16.5192,30.4808,0,440,185,255,0,16,16,0,16,42,45.84,0,42,18,18,0,0,119,119,0,119,275,275,0,0,194,194,0,194,93,63.7474,29.2526,0,798.1801,798.1801,0,985.54,985.54,0,147,147,0,125,125,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,147.6323,28.4977,567.18,567.18,0,758.9,758.9,0
"1981-05",2158,2159.5268,0,241,5632.0701,5632.0701,0,214,214,0,0,300,300,0,0,45,45,0,0,808,809.5267,0,0,17,17,0,0,22,22,0,0,50,50,0,0,287,287,0,0,13,13,0,13,26,26,0,26,25,25,0,0,133,133,0,133,111,111,0,0,69,69,0,69,38,38,0,0,798.18,798.18,0,1642.5699,1642.5699,0,147,147,0,212,212,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,567.18,567.18,0,1261.1702,1261.1702,0
"1981-06",6923.0001,6929.986,0,694,6525.3201,6525.3163,0.0037,745,745,0,0,1040.9999,1040.9999,0,0,219,219,0,0,2340.0002,2341.9622,0,0,54,54,0,0,70,70,0,0,127,127,0,0,1084,1084,0,0,46,46,0,46,82,82,0,82,75,75,0,0,438,438,0,438,316,316,0,0,128,133.024,0,128,158,158,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,147,147,0,260,260,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,567.18,567.18,0,1606.02,1606.02,0
"1981-07",5261,4286.8481,985.5718,616,6768.5003,6768.5003,0,623,623,0,0,580,580,0,0,157,157,0,0,1647,819.4285,827.5714,0,43,43,0,0,58,58,0,0,105,105,0,0,959,959,0,0,43,43,0,43,71,71,0,71,75,75,0,0,387,387,0,387,281,180.511,100.489,0,115,126.42,0,115,117,59.4886,57.5114,0,798.18,798.18,0,2190.0903,2190.0903,0,147,147,0,275,275,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,567.18,567.18,0,1689.23,1689.23,0
"1981-08",4175,2717.9649,1462.819,475,6086.6398,6086.6398,0,604,411.3772,192.6228,0,339,148.1212,190.8788,0,111,26.8056,84.1944,0,1251,508.4534,742.5466,0,38,38,0,0,50,50,0,0,94,94,0,0,820.9999,714.6159,106.384,0,29,29,0,29,48,48,0,48,42,42,0,0,300,300,0,300,250,154.511,95.489,0,98,103.784,0,98,100,49.2966,50.7034,0,798.18,798.18,0,1861.5699,1861.5699,0,147,147,0,239,239,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,567.18,567.18,0,1430.5999,1430.5999,0
"1981-09",3556,2038.4739,1526.5972,412.975,5161.61,5161.6063,0.0038,632.9999,384.5734,248.4266,0,258,58.651,199.349,0,49,0,49,0,1304,551.212,752.788,0,33,33,0,0,45,45,0,0,88,88,0,0,381,206.5201,174.4799,0,28,28,0,28,42,43.827,0,41.975,19,19,0,0,250,250,0,250,247,182.74,64.26,0,93,100.244,0,93,86,47.7063,38.2937,0,798.1801,798.1801,0,1423.5599,1423.5601,0,147,147,0,177,177,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,567.18,567.18,0,1099.75,1099.75,0
"1981-10",1511.9999,1245.301,311.791,130,3813.7799,3813.7799,0,180,201.6,0,0,142,5.3642,136.6357,0,17,17,0,0,717.9999,641.7364,76.2636,0,5,4.4021,0.5979,0,5,5.15,0,0,17,10.2957,6.7043,0,160,96,64,0,5,5.6,0,5,23,25.96,0,23,5,5.63,0,0,47,54.132,0,47,98,104.08,0,0,55,60.94,0,55,35,7.4106,27.5894,0,798.18,798.18,0,766.53,766.53,0,147,147,0,96,96,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,567.18,567.18,0,591.4799,591.4799,0
"1981-11",206,156.516,52,18,2206.89,2206.8862,0.0037,22,13,9,0,22,0,22,0,2,0,2,0,102,102,0,0,0,0,0,0,0,0,0,0,2,1,1,0,20,12,8,0,0,0,0,0,3,3.56,0,3,0,0,0,0,7,7.892,0,7,13,8,5,0,8,9.064,0,8,5,0,5,0,798.1801,798.1801,0,0,0,0,147,147,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,567.18,567.18,0,0,0,0
"1981-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,147,147,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,567.18,567.18,0,0,0,0
"1982-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,150,150,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,564.18,564.18,0,0,0,0
"1982-02",0,0,0,0,2175.1199,2175.1184,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,150,150,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,564.18,564.18,0,0,0,0
"1982-03",0,0,0,0,2206.75,2206.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,150,150,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,564.18,564.18,0,0,0,0
"1982-04",3212,1157.5609,2058.2351,375.9696,4252.4601,2592.0875,1660.3726,215,215,0,0,240,0,240,0,24,0,24,0,1720,269.0839,1450.9161,0,30,12.2617,17.7383,0,12,12,0,0,30,8.647,21.353,0,309,35.1165,273.8835,0,11,11,0,11,22,24.44,0,22,15,15,0,0,51,52.356,0,51,197,197,0,0,292,291.9696,0.0304,291.9696,44,13.6861,30.3138,0,798.1801,0,798.1801,985.54,238.1312,747.4088,150,150,0,127,127,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,61.35,114.78,564.18,564.18,0,756.9,756.9,0
"1982-05",2661,2656.2966,4.7034,300,5632.07,4016.4621,1615.6079,275,275,0,0,458,458,0,0,44,44,0,0,927,927,0,0,29,29,0,0,17,17,0,0,67,67,0,0,291,291,0,0,17,17,0,17,28,28,0,28,67,67,0,0,180,180,0,180,132,132,0,0,75,75,0,75,54,49.2966,4.7034,0,798.18,0,798.18,1642.5699,825.1421,817.4279,150,150,0,216,216,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,564.18,564.18,0,1257.17,1257.17,0
"1982-06",5275,5292.3708,0,611,6525.3203,6525.3165,0.0038,587.9999,587.9999,0,0,1180.0001,1180.0001,0,0,145,145,0,0,1545,1562.3708,0,0,40,40,0,0,50,50,0,0,130,130,0,0,483,483,0,0,44,44,0,44,58,58,0,58,133,133,0,0,411,411,0,411,253,253,0,0,98,98,0,98,117,117,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,150,150,0,266,266,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,564.18,564.18,0,1600.0201,1600.0201,0
"1982-07",6594.0001,6607.093,0,713,6768.5003,6768.5003,1e-04,648.0001,648.0001,0,0,1092,1092,0,0,333,333,0,0,1982,1987.8649,0,0,56,56,0,0,83,83,0,0,140,140,0,0,966,966,0,0,71,71,0,71,73,73,0,73,133,133,0,0,478,478,0,478,307,307,0,0,91,98.228,0,91,141,141,0,0,798.18,798.1799,1e-04,2190.0903,2190.0903,0,150,150,0,281,281,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,564.18,564.18,0,1683.23,1683.23,0
"1982-08",4462.9998,4467.6864,3.0185,496,6086.6399,6086.64,0,535,535,0,0,470,470,0,0,181,181,0,0,1304.9999,1306.1289,0,0,56,56,0,0,80,80,0,0,122,122,0,0,888,888,0,0,50,50,0,50,44,44,0,44,50,50,0,0,330,330,0,330,206,206,0,0,72,78.576,0,72,74,70.9815,3.0185,0,798.18,798.18,0,1861.5699,1861.5701,0,150,150,0,244,244,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,564.18,564.18,0,1425.6,1425.6,0
"1982-09",2723,2716.6248,16.7505,305,5161.61,5161.6061,0.0039,436,436,0,0,149,151.95,0,0,61,61,0,0,837,838.5213,0,0,33,33,0,0,75,75,0,0,80,80,0,0,510,510,0,0,23,23,0,23,26,26.52,0,26,18,18,0,0,208,208,0,208,152,152,0,0,48,53.384,0,48,67,50.2495,16.7505,0,798.1801,798.1801,0,1423.5599,1423.5598,1e-04,150,150,0,181,181,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,564.18,564.18,0,1095.75,1095.75,0
"1982-10",829,873.0618,0,63,3813.78,3813.78,0,77,86.04,0,0,78,89.9,0,0,10,10.9,0,0,430,430,0,0,3,3.38,0,0,3,3.29,0,0,8,8.92,0,0,92,97.2158,0,0,3,3.56,0,3,12,13.24,0,12,2,2.052,0,0,20,23.12,0,20,48,51.08,0,0,28,31.224,0,28,15,19.14,0,0,798.18,798.18,0,766.53,766.53,0,150,150,0,97,97,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,564.18,564.18,0,590.48,590.48,0
"1982-11",0,0,0,0,2206.89,2206.8863,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,150,150,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,564.18,564.18,0,0,0,0
"1982-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,150,150,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,564.18,564.18,0,0,0,0
"1983-01",0,0,0,0,2222.7799,2222.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,153,153,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,561.1799,561.1799,0,0,0,0
"1983-02",0,0,0,0,2175.1199,2175.1184,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,153,153,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,561.18,561.18,0,0,0,0
"1983-03",0,0,0,0,2206.7499,2206.7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,153,153,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,561.1799,561.1799,0,0,0,0
"1983-04",239,239.04,0,22,4252.4601,4252.4563,0.0037,11,11,0,0,26,26,0,0,2,2,0,0,120,120,0,0,0,0,0,0,0,0,0,0,2,2,0,0,29,29,0,0,0,0,0,0,2,2.04,0,2,0,0,0,0,3,3,0,3,23,23,0,0,17,17,0,17,4,4,0,0,798.1801,798.1801,0,985.54,985.54,0,153,153,0,130,130,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,561.18,561.18,0,753.9,753.9,0
"1983-05",1409,1409,0,169,5632.0699,5620.7693,11.3006,211,211,0,0,223,223,0,0,18,18,0,0,448,448,0,0,14,14,0,0,9,9,0,0,21,21,0,0,163,163,0,0,5,5,0,5,14,14,0,14,25,25,0,0,100,100,0,100,80,80,0,0,50,50,0,50,28,28,0,0,798.18,798.18,0,1642.5699,1642.5701,0,153,153,0,221,221,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,282.2493,11.3006,561.1799,561.1799,0,1252.17,1252.17,0
"1983-06",3756,3798.2276,0,346,6525.32,6525.3162,0.0037,455,455,0,0,773,773,0,0,87,87,0,0,1242,1280.2716,0,0,30,30,0,0,38,38,0,0,75,75,0,0,414,414,0,0,18,18,0,18,31,31,0,31,75,75,0,0,240,240,0,240,150,150,0,0,57,60.956,0,57,71,71,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,153,153,0,271,271,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,561.18,561.18,0,1595.0199,1595.0199,0
"1983-07",7303,7306.784,1e-04,607,6768.5001,6768.5001,0,918,918,0,0,1330,1330,0,0,270,270,0,0,2351,2351,0,0,50,50,0,0,45,45,0,0,127,127,0,0,1014.0001,1014.0001,0,0,29,29,0,29,60,60,0,60,100,100,0,0,420,419.9999,0,419.9999,333,333,0,0,98,101.784,0,98,158,158,0,0,798.18,798.18,0,2190.0903,2190.0903,0,153,153,0,287,287,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,561.1799,561.1799,0,1677.2299,1677.2299,0
"1983-08",6173,6211.5582,0,654.0001,6086.6398,6086.6398,0,819,819,0,0,1079,1079,0,0,273,273,0,0,1539,1574.6782,0,0,56,56,0,0,50,50,0,0,160,160,0,0,923.9999,923.9999,0,0,33,33,0,33,61,61,0,61,125,125,0,0,450,450,0,450,337,337,0,0,110,112.88,0,110,157,157,0,0,798.18,798.18,0,1861.5699,1861.5699,0,153,153,0,249,249,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,561.1799,561.1799,0,1420.6,1420.6,0
"1983-09",5424,4483.713,949.007,563,5161.61,5161.6062,0.0037,922,922,0,0,434,434,0,0,185,185,0,0,1501,766.0035,734.9965,0,56,56,0,0,83,83,0,0,188,188,0,0,976,976,0,0,33,33,0,33,49,49,0,49,56,56,0,0,391,391,0,391,336,182.74,153.26,0,90,98.72,0,90,124,63.2495,60.7505,0,798.1801,798.1801,0,1423.5599,1423.5599,0,153,153,0,184,184,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,561.18,561.18,0,1092.75,1092.75,0
"1983-10",1787,1893.439,0,157,3813.7799,3813.7799,0,213,238.76,0,0,178,204.9,0,0,18,19.82,0,0,834,834,0,0,7,7.22,0,0,7,7.01,0,0,20,21.8,0,0,188,199.2551,0,0,7,7.64,0,7,27,30.04,0,27,5,5.63,0,0,55,63.58,0,55,120,127.2,0,0,68,75.544,0,68,40,51.04,0,0,798.18,798.18,0,766.53,766.53,0,153,153,0,99,99,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,561.1799,561.1799,0,588.48,588.48,0
"1983-11",0,0,0,0,2206.89,2206.8863,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,153,153,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,561.18,561.18,0,0,0,0
"1983-12",0,0,0,0,2222.7799,2222.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,153,153,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,561.1799,561.1799,0,0,0,0
"1984-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,156,156,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
"1984-02",0,0,0,0,2175.1199,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,156,156,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
"1984-03",0,0,0,0,2206.75,2206.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,156,156,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
"1984-04",647,647.6,0,70,4252.4602,4252.4564,0.0037,61,61,0,0,57,57,0,0,5,5,0,0,277,277,0,0,8,8,0,0,3,3,0,0,4,4,0,0,79,79,0,0,5,5,0,5,5,5.6,0,5,4,4,0,0,16,16,0,16,64,64,0,0,44,44,0,44,15,15,0,0,798.1801,798.1801,0,985.54,985.54,0,156,156,0,132,132,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,558.1801,558.1801,0,751.9,751.9,0
"1984-05",6730,6730,0,757,5632.07,5632.07,0,944.0001,944.0001,0,0,1130.9999,1130.9999,0,0,71,71,0,0,2183,2183,0,0,71,71,0,0,45,45,0,0,114,114,0,0,769,769,0,0,25,25,0,25,59,59,0,59,125,125,0,0,440,440,0,440,392,392,0,0,233,233,0,233,128,128,0,0,798.18,798.18,0,1642.5699,1642.5699,0,156,156,0,225,225,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,558.18,558.18,0,1248.17,1248.17,0
"1984-06",5098,5223.1683,0,436,6525.3202,6525.3164,0.0037,545.0001,545.0001,0,0,945,945,0,0,147,147,0,0,1815,1935.1002,0,0,40,40,0,0,50,50,0,0,83,83,0,0,698,698,0,0,24,24,0,24,41,41,0,41,75,75,0,0,300,300,0,300,181,181,0,0,71,76.068,0,71,83,83,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,156,156,0,276,276,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,558.1801,558.1801,0,1590.02,1590.02,0
"1984-07",8501.0002,8505.4682,0,750.0001,6768.5003,6768.5003,0,1182,1182,0,0,1660,1660,0,0,290,290,0,0,2493,2493,0,0,60,60,0,0,55,55,0,0,164,164,0,0,1075.0001,1075.0001,0,0,35,35,0,35,74,74,0,74,150,150,0,0,520.0001,520.0001,0,520.0001,422,422,0,0,121,125.468,0,121,200,200,0,0,798.18,798.18,0,2190.0903,2190.0903,0,156,156,0,292,292,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,558.18,558.18,0,1672.23,1672.23,0
"1984-08",4345,4415.3372,0,480,6086.6398,6086.6397,1e-04,586,586,0,0,771,771,0,0,191,191,0,0,1039,1107.2052,0,0,44,44,0,0,40,40,0,0,110,110,0,0,655,655,0,0,27,27,0,27,44,44,0,44,75,75,0,0,330,330,0,330,240,240,0,0,79,81.132,0,79,114,114,0,0,798.18,798.18,0,1861.5699,1861.5698,1e-04,156,156,0,254,254,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,558.18,558.18,0,1415.5999,1415.5999,0
"1984-09",4150.0001,4137.3428,22.5612,423,5161.6101,5161.6064,0.0038,672.0001,672.0001,0,0,322,322,0,0,146,146,0,0,1167,1170.3599,0,0,44,44,0,0,67,67,0,0,138,138,0,0,800,800,0,0,27,27,0,27,37,37,0,37,33,33,0,0,291,291,0,291,246,246,0,0,68,74.544,0,68,92,69.4388,22.5612,0,798.1801,798.1801,0,1423.5599,1423.5601,0,156,156,0,188,188,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,558.1801,558.1801,0,1088.75,1088.75,0
"1984-10",132,133.549,0,0,3813.78,3813.78,0,0,0,0,0,0,0,0,0,2,2,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,766.53,766.53,0,156,156,0,101,101,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,558.18,558.18,0,586.48,586.48,0
"1984-11",0,0,0,0,2206.8901,2206.8863,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,156,156,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,558.1801,558.1801,0,0,0,0
"1984-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,156,156,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
