"Date","02_AGG_IrrigDemand","02_AGG_IrrigSupply","02_AGG_IrrigShortage","02_AGG_IrrigSupDirectFlow","02_AGG_MunDemand","02_AGG_MunSupply","02_AGG_MunShortage","0203837_I_IrrigDemand","0203837_I_IrrigSupply","0203837_I_IrrigShortage","0203837_I_IrrigSupDirectFlow","0200873_IrrigDemand","0200873_IrrigSupply","0200873_IrrigShortage","0200873_IrrigSupDirectFlow","0200809_IrrigDemand","0200809_IrrigSupply","0200809_IrrigShortage","0200809_IrrigSupDirectFlow","0200810_I_IrrigDemand","0200810_I_IrrigSupply","0200810_I_IrrigShortage","0200810_I_IrrigSupDirectFlow","0200817_I_IrrigDemand","0200817_I_IrrigSupply","0200817_I_IrrigShortage","0200817_I_IrrigSupDirectFlow","0200824_I_IrrigDemand","0200824_I_IrrigSupply","0200824_I_IrrigShortage","0200824_I_IrrigSupDirectFlow","0200808_I_IrrigDemand","0200808_I_IrrigSupply","0200808_I_IrrigShortage","0200808_I_IrrigSupDirectFlow","0200872_IrrigDemand","0200872_IrrigSupply","0200872_IrrigShortage","0200872_IrrigSupDirectFlow","0200805_I_IrrigDemand","0200805_I_IrrigSupply","0200805_I_IrrigShortage","0200805_I_IrrigSupDirectFlow","0200825_I_IrrigDemand","0200825_I_IrrigSupply","0200825_I_IrrigShortage","0200825_I_IrrigSupDirectFlow","0200837_I_IrrigDemand","0200837_I_IrrigSupply","0200837_I_IrrigShortage","0200837_I_IrrigSupDirectFlow","0200826_IrrigDemand","0200826_IrrigSupply","0200826_IrrigShortage","0200826_IrrigSupDirectFlow","0200915_IrrigDemand","0200915_IrrigSupply","0200915_IrrigShortage","0200915_IrrigSupDirectFlow","0200834_I_IrrigDemand","0200834_I_IrrigSupply","0200834_I_IrrigShortage","0200834_I_IrrigSupDirectFlow","0200812_I_IrrigDemand","0200812_I_IrrigSupply","0200812_I_IrrigShortage","0200812_I_IrrigSupDirectFlow","0200821_IrrigDemand","0200821_IrrigSupply","0200821_IrrigShortage","0200821_IrrigSupDirectFlow","0200822_IrrigDemand","0200822_IrrigSupply","0200822_IrrigShortage","0200822_IrrigSupDirectFlow","0203876_I_IrrigDemand","0203876_I_IrrigSupply","0203876_I_IrrigShortage","0203876_I_IrrigSupDirectFlow","0200836_IrrigDemand","0200836_IrrigSupply","0200836_IrrigShortage","0200836_IrrigSupDirectFlow","0200813_I_IrrigDemand","0200813_I_IrrigSupply","0200813_I_IrrigShortage","0200813_I_IrrigSupDirectFlow","0200830_IrrigDemand","0200830_IrrigSupply","0200830_IrrigShortage","0200830_IrrigSupDirectFlow","0200828_I_IrrigDemand","0200828_I_IrrigSupply","0200828_I_IrrigShortage","0200828_I_IrrigSupDirectFlow","02_ADP003_IrrigDemand","02_ADP003_IrrigSupply","02_ADP003_IrrigShortage","02_ADP003_IrrigSupDirectFlow","0200871_IrrigDemand","0200871_IrrigSupply","0200871_IrrigShortage","0200871_IrrigSupDirectFlow","0200874_IrrigDemand","0200874_IrrigSupply","0200874_IrrigShortage","0200874_IrrigSupDirectFlow","02_Nglenn_I_MunDemand","02_Nglenn_I_MunSupply","02_Nglenn_I_MunShortage","02_Nglenn_O_MunDemand","02_Nglenn_O_MunSupply","02_Nglenn_O_MunShortage","02_Thorn_I_MunDemand","02_Thorn_I_MunSupply","02_Thorn_I_MunShortage","02_Thorn_O_MunDemand","02_Thorn_O_MunSupply","02_Thorn_O_MunShortage","02_Westy_I_MunDemand","02_Westy_I_MunSupply","02_Westy_I_MunShortage","02_Westy_O_MunDemand","02_Westy_O_MunSupply","02_Westy_O_MunShortage"
"1978-06",67491.9998,69501.2779,1295.8328,5480.4351,6376.6604,6376.6602,2e-04,10451,11005.248,0,0,525,567.992,0,525,2694.9998,2993.0254,0,2694.9998,872,978.4443,0,0,4000.0002,3999.9998,2e-04,0,1574.9999,2344.1514,0,0,3574,3963.5994,0,0,485,485,0,485,10179,10821.332,0,0,3502,3544.708,0,0,707,707,0,0,266,266,0,266,2816,2954.6516,0,0,4429,4495.939,0,0,2624,2826.9775,0,0,804.9999,804.9999,0,1e-04,1631,1644.0569,0,3e-04,4533,4533,1e-04,0,600,600,0,600,2517,2547.522,0,0,785,784.9999,1e-04,1e-04,3097,3097.0266,0,0,320,325.7162,0,320,4271,2975.168,1295.8324,356.4349,233,234.72,0,233,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1978-07",88979.0004,84260.5594,6431.4994,6864.587,6611.6599,6611.66,0,12835,12976.9902,0,0,540,540.4727,0,540,3334,3733.6528,0,3334,1339,1516.3009,0,0,8176,8175.9995,7e-04,0,1786,1786,1e-04,0,4556,4556,0,0,572.9999,572.9999,0,572.9999,11470,11470.001,0,0,4452.0005,4778.123,0,0,978,978,0,0,427,424.2706,2.7294,424.2706,3017,685.915,2331.0852,0,7505,7618.3281,0,0,2798,2923.2654,0,0,1136,1224.709,0,1e-04,2058,2190.239,0,3e-04,6571,6571,0,0,967.9999,967.9999,0,967.9999,3051,3235.7844,0,0,1803,1803.0001,0,1e-04,4483,4483.0527,0,0,380,403.1389,0,380,4466,368.3161,4097.6841,368.3161,277,277,0,277,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1978-08",68777.0004,65061.9674,4540.086,5155.0005,5906.64,5906.64,0,8888,8888,5e-04,0,353,353.3058,0,353,2654.0002,2923.1631,0,2654.0002,1116,1234.0179,0,0,6375,6375.001,0,0,1079,1079,0,0,3651,3651,1e-04,0,420,420,0,420,8903,8903,2e-04,0,3465,3719.0352,0,0,754.0001,754.0001,0,0,355,355,0,355,2179,663.915,1515.085,0,5979,6024.0288,0,0,2337.9998,2337.9998,0,0,1017.0001,1040.6583,0,0,1647,1713.3444,0,1e-04,4880.0005,4880,3e-04,0,813,813,0,813,2656.9998,2705.4536,0,0,1591,1591,0,0,4078,4078.0444,0,0,360,360,0,360,3025,0,3025,0,200,200,0,200,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.55,0,782.0699,782.0699,0,1692.84,1692.84,0
"1978-09",56035.0005,52203.648,4298.4746,5174.0004,4966.63,4966.63,0,7283.0005,7328.708,0,0,317,317.2806,0,317,2746,2746.0002,0,2746.0002,1114.9999,1124.1692,0,0,5822.0005,6063.604,0,0,2363,2407.4016,0,0,3323.9998,3323.9998,0,0,385,385,0,385,1965,1965,0,0,2818,2921.3979,0,0,646,646,0,0,395,395,0,395,1921,580.5629,1340.4373,0,4279,4278.9995,5e-04,0,2623,2228.9631,394.0368,0,1003,1003,0,0,1387,1409.5001,0,1e-04,3675,3675,1e-04,0,763,763,0,763,2738,2738.0303,0,0,1181.9999,1182,0,1e-04,4153,4153.0308,0,0,393,393,0,393,2564,0,2564,0,175,175,0,175,219.15,219.15,0,341.6,341.6,0,910.3301,910.3301,0,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1978-10",11471,11413.5914,531.6649,1563.3164,3556.5899,3556.5899,0,2126,2227.5308,0,0,115,115.1007,0,115,715,806.9695,0,715,244,283.4305,0,0,1115,1169.5676,0,0,443,443,0,0,1178,1178,0,0,148,148,0,148,540,540,0,0,456,494.9451,0,0,97,108.44,0,0,55,58.3,0,55,767,767,0,0,465,482.377,0,0,474,474,0,0,127,146.6498,0,1e-04,281,303.693,0,1e-04,290,290,0,0,53,61.15,0,53,374,412.3237,0,0,90,98.4611,0,1e-04,306,315.9214,0,0,49,57.3962,0,49,903,371.3351,531.6649,368.3161,60,60,0,60,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"1978-11",392,392,0,0,1911.5501,1911.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1978-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1979-01",183,183,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1979-02",235,235,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1979-03",415,403.2269,31,35.0003,1911.55,1911.55,0,81,84.7215,0,0,0,0,0,0,27,30.723,0,27,11,11,0,0,63,66.1942,0,0,17,17,0,0,63,63,0,0,0,0,0,0,0,0,0,0,24,25.8569,0,0,3,3.56,0,0,3,3.38,0,3,31,0,31,0,0,0,0,0,18,18,0,0,6,7.1016,0,1e-04,11,11.8512,0,1e-04,12,12.3857,0,0,3,3.65,0,3,13,14.4988,0,0,7,7.3998,0,1e-04,20,20.8,0,0,2,2.1041,0,2,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1979-04",31825.9999,32414.3134,2e-04,2874.4353,4026.6001,4026.6001,0,9262,9262,0,0,256,256,0,256,1536,1536,0,1536,530,530,0,0,3123,3122.9998,2e-04,0,1481,1481.01,0,0,2828,2828,0,0,281,281,0,281,0,542.7351,0,0,1174,1174,0,0,194,197.88,0,0,114,114,0,114,1902.9999,1903.0148,0,0,1816,1816,0,0,1097,1097.1313,0,0,337,337,0,1e-04,659,659.0001,0,3e-04,1268,1308.6315,0,0,133,133,0,133,898,898.0101,0,0,209,209,0,1e-04,873,873.0071,0,0,98,98.8936,0,98,1656,1656.0001,0,356.4349,100,100,0,100,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,0
"1979-05",35152.0006,35279.9275,2e-04,2687.3165,5436.63,5436.63,0,5862,5862,0,0,198,199.5592,0,198,1555,1555,0,1555,521,521,0,0,2452.0002,2452.0002,0,0,2395.0002,2395.0107,0,0,2336.0002,2336.0002,0,0,200,200.8,0,200,6844.9995,6844.9995,0,0,1278,1278.0001,0,0,167,167,0,0,67,67,0,67,1115,1192.1954,0,0,1842.0001,1842.0001,0,0,1310,1310,0,0,292,292.0001,0,1e-04,640.9999,641,0,3e-04,2080.0002,2124.6375,0,0,112,112,0,112,956,956.0096,0,0,132,132,0,1e-04,864,864.0048,0,0,108,108,0,108,1745,1744.9999,1e-04,368.3161,79,82.71,0,79,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,0,782.0699,782.0699,0,1493.6801,1493.6801,0
"1979-06",56490.0002,59247.3304,1e-04,4194.4356,6376.6604,6376.6602,2e-04,8929,9476.3506,0,0,415,448.9575,0,415,2136.0002,2293.325,0,2136.0002,813,813.1223,0,0,3391,4089.1709,0,0,2582,2664.4802,0,0,3313,3658.7532,0,0,400,429.6,0,400,10116,10283.0449,0,0,2494,2494,0,0,349,349,0,0,157,157,0,157,2334.9998,2593.2527,0,0,3236,3236,0,0,1731,1911.1664,0,0,638,638,0,1e-04,1239,1238.9999,1e-04,3e-04,3645.0002,3787.4478,0,0,317,317,0,317,2217,2217.0254,0,0,387,387,0,1e-04,1796.9999,1797.0138,0,0,217,221.1418,0,217,3440,3550.1882,0,356.4349,196,196.29,0,196,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1979-07",104719.9972,107151.3408,1943.8784,7867.3165,6611.6599,6611.66,0,14097.999,14776.7803,0,0,564,564.5781,0,564,4104,4141.8569,0,4104,1978.0001,1978.0001,0,0,9286.999,9886.0791,0,0,3664,4212.8188,0,0,6161.9995,6508.1177,0,0,613.0001,615.1661,0,613.0001,9742,11277.4971,0,0,4935.0005,5176.3301,0,0,987.9999,956.6203,31.3797,0,373,373,0,373,3677,3713.8228,0,0,8458,8458,0,0,4286.9995,4286.9995,0,0,1696.9999,1697,0,1e-04,2639.9998,2639.9998,0,3e-04,7733,8081.0674,0,0,976,976,0,976,5359.9995,5360.0522,0,0,2304,2304,0,1e-04,5172,5172.0532,0,0,562.9999,562.9999,0,562.9999,5039.0005,3126.5015,1912.4987,368.3161,306,306,0,306,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1979-08",39719.9997,40402.0857,339.5933,2883.3165,5906.64,5906.6399,1e-04,4794,5044.7739,0,0,147,147.1474,0,147,1244,1289.9663,0,1244,651,651,0,0,3553.9998,3686.2881,0,0,1371,1548.7429,0,0,1714.0001,1865.1227,0,0,189,189,0,189,5026,5026,0,0,2067,2142.6301,0,0,440,440,0,0,122,122,0,122,768.0001,768.0001,0,0,3801.9998,3802,0,0,1323,1359.1097,0,0,678,677.9999,1e-04,1e-04,969,969.0001,0,3e-04,3374,3525.8533,0,0,483,483,0,483,1849,1849.019,0,0,981,980.9999,1e-04,1e-04,2413,2413.0254,0,0,239,239,0,239,1431,1091.4069,339.5932,368.3161,91,91,0,91,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.84,0
"1979-09",65020.9982,62988.6931,2672.3156,5749.4354,4966.63,4966.63,1e-04,8316.999,8534.4141,0,0,340,340.5633,0,340,2865,2865.0002,0,2865.0002,1421,1256.901,164.099,0,5425,5424.9995,3e-04,0,2160,2332.269,0,0,3555.9998,3610.6128,0,0,426,426,0,426,6559,6559,0,0,3520,3520.0005,0,0,486,486,0,0,341,341,0,341,2081,1969.9965,111.0034,0,4825.9995,4825.9995,2e-04,0,2533,2552.4214,0,0,1381,1381,0,1e-04,1637.0001,1637.0001,0,1e-04,4475,4650.6924,0,0,788,788,0,788,3494,3129.9331,364.0671,0,1145,1145,0,1e-04,4014.9998,4015.0352,0,0,442,442,0,442,2597,563.8545,2033.1455,356.4349,191,191,0,191,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1979-10",17575.9999,18031.8883,528.6093,1901.3164,3556.5899,3556.5899,1e-04,3073,3233.6294,0,0,148,148.1264,0,148,894,1009.0818,0,894,292,339.4988,0,0,1741.9999,1807.6505,0,0,642.0001,751.0021,0,0,1431,1431,0,0,182,182,0,182,1510,1510,0,0,684.9999,743.6986,0,0,147,164.44,0,0,78,82.88,0,78,884,884.0001,0,0,915.0001,949.754,0,0,638,785.339,0,0,178,206.0131,0,1e-04,414,447.2766,0,1e-04,1149,1202.4218,0,0,85,97.75,0,85,525,579.0687,0,0,152,166.3931,0,1e-04,497,512.8423,0,0,68,79.6315,0,68,1168.9999,640.3906,528.6093,368.3161,78,78,0,78,219.15,219.15,0,183.94,183.94,0,910.33,910.3301,0,764.05,764.0499,1e-04,782.0699,782.0699,0,697.05,697.05,0
"1979-11",0,0,0,0,1911.5501,1911.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1979-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1980-01",1437,1437,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1980-02",3712,3712,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1980-03",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1980-04",13714.0001,13760.5871,0,1518.4354,4026.6001,4026.6001,0,3450,3450,0,0,119,119,0,119,714.0001,714.0001,0,714.0001,259,259,0,0,1228,1228,0,0,563,563.0038,0,0,1303,1303,0,0,138,138,0,138,875.0001,875.0001,0,0,471,471,0,0,78,79.56,0,0,51,51,0,51,915,915.0071,0,0,622,622,0,0,474,474.1082,0,0,157,157,0,1e-04,280,280,0,3e-04,288,332.5013,0,0,53,53,0,53,395,395.0044,0,0,93,93,0,1e-04,368,368.003,0,0,40,40.3991,0,40,733,733,0,356.4349,47,47,0,47,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,0
"1980-05",45005.9999,46395.5261,2e-04,3665.3166,5436.63,5436.63,1e-04,8552,8552,0,0,258,260.0318,0,258,2212,2212,0,2212,748,748,0,0,4054.0002,4054.0002,0,0,3567.0002,3567.0161,0,0,3605,3605,0,0,259,260.126,0,259,3144.9998,4364.6064,0,0,2006,2006,0,0,281,281,0,0,100,100,0,100,1698,1798.6187,0,0,2553,2553,0,0,1836,1836,0,0,423,423,0,1e-04,903,903.0001,0,3e-04,2988.9998,3053.1345,0,0,194,194,0,194,1435.9999,1436.0144,0,0,242,242,0,1e-04,1496,1496.0082,0,0,167,167,0,167,2175,2174.9998,2e-04,368.3161,107,108.97,0,107,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,1e-04,782.0699,782.0699,0,1493.6801,1493.6801,0
"1980-06",101461.9993,107206.6969,0,7114.1796,6376.6604,6376.6602,2e-04,16335,17269.4922,0,0,739,754.2128,0,710.2102,3902,4189.5566,0,3902,1689,1689,0,0,7894,8541.3115,0,0,4851,5005.7773,0,0,6284,6939.5156,0,0,709,723.942,0,592.3875,9581.001,11929.7324,0,0,5174,5174.0005,0,0,676,676,0,0,279,279,0,279,4274,4352.0942,0,0,7016,7016,0,0,3548.9998,3809.8049,0,0,1382,1382,0,1e-04,2429,2429,0,3e-04,7352.9995,7594.7627,0,0,728,728,0,728,4309.9995,4310.0488,0,0,1005,1005.0001,0,1e-04,4442.9995,4443.0337,0,0,417,424.8196,0,417,6089,6186.5918,0,356.4349,354,354,0,129.1466,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1980-07",107263,109055.1587,961.7813,7742.3165,6611.6599,6611.6599,0,14647,15351.7148,0,0,568,568.5878,0,568,3876,3911.4978,0,3876,1878,1878,0,0,9873,10489.4941,0,0,3957,4549.3872,0,0,5914.9995,6037.5708,0,0,571,571,0,571,8395,8394.999,7e-04,0,5494.0005,5762.292,0,0,1023,956.7607,66.2392,0,380,380,0,380,3575,3610.3892,0,0,9343,9342.999,6e-04,0,4311,4311,0,0,1733,1733.0001,0,1e-04,2709.9998,2709.9998,0,3e-04,8401,8778.8975,0,0,1115,1115,0,1115,5443,5443.0527,0,0,2475.0002,2475.0005,0,1e-04,5570,5570.0566,0,0,571,571,0,571,5146,4250.459,895.5408,368.3161,293,293,0,293,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1980-08",82631.9989,79405.426,4913.5028,5869.9999,5906.64,5906.6399,1e-04,10491,11039.7119,0,0,375,375.3907,0,375,3051.9998,3164.4644,0,3051.9998,1573,1573,0,0,7937,8033.2495,0,0,2911,3288.5642,0,0,4327,4369.6694,0,0,480,480,0,480,7851,7851,0,0,4177.9995,4331.2397,0,0,888,888,0,0,269,269,0,269,2222,628.915,1593.0851,0,7216,7216.0005,0,0,3075.9998,3139.4141,0,0,1427,1427,0,1e-04,2067,2067,0,1e-04,6493,6785.1348,0,0,952.9999,952.9999,0,952.9999,4073,4073.0417,0,0,1890,1890.0001,0,1e-04,4573,4573.0479,0,0,513,513,0,513,3569,248.5822,3320.4177,0,228,228,0,228,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.84,0
"1980-09",65171.9977,63265.3917,2559.3701,5698.4352,4966.63,4966.63,1e-04,8270.999,8487.1592,0,0,329,329.4856,0,329,2776,2776,0,2776,1350,1256.901,93.099,0,5571.9995,5571.9995,0,0,2207,2382.9109,0,0,3468.9998,3506.7683,0,0,411,411,0,411,6362,6362,0,0,3575,3575.0005,0,0,514,514,0,0,350,350,0,350,2000.0001,2021.6178,0,0,4969,4969,0,0,2518,2537.3054,0,0,1355,1355,0,1e-04,1669,1669,0,1e-04,4622.9995,4804.4775,0,0,842,842,0,842,3455,3129.9326,325.0675,0,1168,1168.0001,0,1e-04,4227.9995,4228.0366,0,0,450,450,0,450,2525.0002,383.7967,2141.2036,356.4349,184,184,0,184,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1980-10",17506,17684.8563,859.0979,2071.3163,3556.5899,3556.5899,0,3251,3421.1458,0,0,165,165.1444,0,165,1012.9999,1143.6372,0,1012.9999,342,397.6116,0,0,1772.9999,1840.2085,0,0,681,796.7125,0,0,1691.0001,1691.0001,0,0,203,203,0,203,438,438,0,0,706.0001,766.3234,0,0,150,168,0,0,82,86.72,0,82,1075.0001,1075.0001,0,0,828.0001,859.1275,0,0,688.9999,847.9428,0,0,186,215.1485,0,1e-04,423,457.192,0,1e-04,1121,1172.922,0,0,80,92,0,80,556,613.213,0,0,144,157.5377,0,1e-04,472,487.0421,0,0,73,85.325,0,73,1276.9999,417.9021,859.0979,368.3161,87,87,0,87,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"1980-11",157,137.3415,28,52.0002,1911.5501,1911.5501,0,17,17.9412,0,0,3,3,0,3,19,21.654,0,19,8,9.178,0,0,0,0,0,0,0,0,0,0,31,31,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,9,11.2242,0,0,2,2.078,0,1e-04,3,3.3051,0,1e-04,0,0,0,0,0,0,0,0,7,7.9609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,2,2,0,2,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1980-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1981-01",10,10,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1981-02",967.0001,967.0001,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.0001,967.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
