"Date","80_AGG_IrrigDemand","80_AGG_IrrigSupply","80_AGG_IrrigShortage","80_AGG_IrrigSupDirectFlow","80_AGG_MunDemand","80_AGG_MunSupply","80_AGG_MunShortage","8000774_D_IrrigDemand","8000774_D_IrrigSupply","8000774_D_IrrigSupply_1","8000774_D_IrrigShortage","8000774_D_IrrigShortage_1","8000774_D_IrrigSupDirectFlow","8000774_D_IrrigSupDirectFlow_1","8000732_D_IrrigDemand","8000732_D_IrrigSupply","8000732_D_IrrigSupply_1","8000732_D_IrrigShortage","8000732_D_IrrigShortage_1","8000732_D_IrrigSupDirectFlow","8000732_D_IrrigSupDirectFlow_1","8000812_IrrigDemand","8000812_IrrigDemand_1","8000812_IrrigSupply","8000812_IrrigSupply_1","8000812_IrrigShortage","8000812_IrrigShortage_1","8000812_IrrigSupDirectFlow","8000812_IrrigSupDirectFlow_1","8000799_D_IrrigDemand","8000799_D_IrrigSupply","8000799_D_IrrigSupply_1","8000799_D_IrrigShortage","8000799_D_IrrigShortage_1","8000799_D_IrrigSupDirectFlow","8000799_D_IrrigSupDirectFlow_1","8000662_D_IrrigDemand","8000662_D_IrrigDemand_1","8000662_D_IrrigSupply","8000662_D_IrrigSupply_1","8000662_D_IrrigShortage","8000662_D_IrrigShortage_1","8000662_D_IrrigSupDirectFlow","8000662_D_IrrigSupDirectFlow_1","8000794_IrrigDemand","8000794_IrrigDemand_1","8000794_IrrigSupply","8000794_IrrigSupply_1","8000794_IrrigShortage","8000794_IrrigShortage_1","8000794_IrrigSupDirectFlow","8000794_IrrigSupDirectFlow_1","8000651_IrrigDemand","8000651_IrrigDemand_1","8000651_IrrigSupply","8000651_IrrigSupply_1","8000651_IrrigShortage","8000651_IrrigShortage_1","8000651_IrrigSupDirectFlow","8000651_IrrigSupDirectFlow_1","8000657_D_IrrigDemand","8000657_D_IrrigDemand_1","8000657_D_IrrigSupply","8000657_D_IrrigSupply_1","8000657_D_IrrigShortage","8000657_D_IrrigShortage_1","8000657_D_IrrigSupDirectFlow","8000657_D_IrrigSupDirectFlow_1","8000673_D_IrrigDemand","8000673_D_IrrigDemand_1","8000673_D_IrrigSupply","8000673_D_IrrigSupply_1","8000673_D_IrrigShortage","8000673_D_IrrigShortage_1","8000673_D_IrrigSupDirectFlow","8000673_D_IrrigSupDirectFlow_1","8000784_IrrigDemand","8000784_IrrigDemand_1","8000784_IrrigSupply","8000784_IrrigSupply_1","8000784_IrrigShortage","8000784_IrrigShortage_1","8000784_IrrigSupDirectFlow","8000784_IrrigSupDirectFlow_1","8000713_IrrigDemand","8000713_IrrigDemand_1","8000713_IrrigSupply","8000713_IrrigSupply_1","8000713_IrrigShortage","8000713_IrrigShortage_1","8000713_IrrigSupDirectFlow","8000713_IrrigSupDirectFlow_1","8000829_D_IrrigDemand","8000829_D_IrrigDemand_1","8000829_D_IrrigSupply","8000829_D_IrrigSupply_1","8000829_D_IrrigShortage","8000829_D_IrrigShortage_1","8000829_D_IrrigSupDirectFlow","8000829_D_IrrigSupDirectFlow_1","8000759_IrrigDemand","8000759_IrrigDemand_1","8000759_IrrigSupply","8000759_IrrigSupply_1","8000759_IrrigShortage","8000759_IrrigShortage_1","8000759_IrrigSupDirectFlow","8000759_IrrigSupDirectFlow_1","8000792_IrrigDemand","8000792_IrrigDemand_1","8000792_IrrigSupply","8000792_IrrigSupply_1","8000792_IrrigShortage","8000792_IrrigShortage_1","8000792_IrrigSupDirectFlow","8000792_IrrigSupDirectFlow_1","8000667_IrrigDemand","8000667_IrrigDemand_1","8000667_IrrigSupply","8000667_IrrigSupply_1","8000667_IrrigShortage","8000667_IrrigShortage_1","8000667_IrrigSupDirectFlow","8000667_IrrigSupDirectFlow_1","8000831_D_IrrigDemand","8000831_D_IrrigDemand_1","8000831_D_IrrigSupply","8000831_D_IrrigSupply_1","8000831_D_IrrigShortage","8000831_D_IrrigShortage_1","8000831_D_IrrigSupDirectFlow","8000831_D_IrrigSupDirectFlow_1","8000650_IrrigDemand","8000650_IrrigDemand_1","8000650_IrrigSupply","8000650_IrrigSupply_1","8000650_IrrigShortage","8000650_IrrigShortage_1","8000650_IrrigSupDirectFlow","8000650_IrrigSupDirectFlow_1","80_ADP001_IrrigDemand","80_ADP001_IrrigDemand_1","80_ADP001_IrrigSupply","80_ADP001_IrrigSupply_1","80_ADP001_IrrigShortage","80_ADP001_IrrigShortage_1","80_ADP001_IrrigSupDirectFlow","80_ADP001_IrrigSupDirectFlow_1","8000760_IrrigDemand","8000760_IrrigDemand_1","8000760_IrrigSupply","8000760_IrrigSupply_1","8000760_IrrigShortage","8000760_IrrigSupDirectFlow","8000760_IrrigSupDirectFlow_1","8000761_IrrigDemand","8000761_IrrigDemand_1","8000761_IrrigSupply","8000761_IrrigSupply_1","8000761_IrrigShortage","8000761_IrrigShortage_1","8000761_IrrigSupDirectFlow","8000761_IrrigSupDirectFlow_1","8000785_IrrigDemand","8000785_IrrigDemand_1","8000785_IrrigSupply","8000785_IrrigSupply_1","8000785_IrrigShortage","8000785_IrrigShortage_1","8000785_IrrigSupDirectFlow","8000785_IrrigSupDirectFlow_1","80_AMP001_I_MunDemand","80_AMP001_I_MunDemand_1","80_AMP001_I_MunSupply","80_AMP001_I_MunSupply_1","80_AMP001_I_MunShortage","80_AMP001_I_MunShortage_1","80_AMP001_O_MunDemand","80_AMP001_O_MunDemand_1","80_AMP001_O_MunSupply","80_AMP001_O_MunSupply_1","80_AMP001_O_MunShortage","80_AMP001_O_MunShortage_1"
"1978-04",84,84,0,84,673.84,487.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,93.3,93.3,0,93.3,0,0
"1978-05",1992.4,1989.003,24.997,2135.003,922.68,922.68,0,30,30,30,0,0,30,30,29,29,29,0,0,29,29,12,12,12,12,0,0,12,12,18,18,18,0,0,18,18,59,59,59,59,0,0,59,59,14,14,14,14,0,0,14,14,0,0,0,0,8,0,0,0,32,32,32,32,0,0,32,32,77,77,0,77,0,0,77,77,41,41,41,41,0,0,41,41,7,7,7,7,0,0,7,7,40,37.2,40,40,0,0,40,40,18,18,18,18,0,0,18,18,25,25,22.7507,22.7507,2.2493,2.2493,22.7507,22.7507,23,23,23,23,0,0,23,23,37,37,37,37,0,0,37,37,4,4,4,4,0,0,4,4,58,58,58,58,0,0,58,58,4,4,4,4,0,4,0,7,7,7,7,0,0,7,7,3,3,3,3,0,0,3,3,75.16,75.16,75.16,75.16,0,0,155.51,155.51,155.51,155.51,0,0
"1978-06",4146,4229.6068,210.5052,4199.0932,1088.52,1088.52,0,50,50,50,0,0,50,50,70,70,70,0,0,70,70,25,25,25,25,0,0,25,25,41,41,41,0,0,41,41,109,109,109,109,0,0,109,109,44,44,20.3444,20.3444,23.6556,23.6556,17.2564,17.2564,7,7,7,7,0,0,7,7,56,56,56,56,0,0,56,56,116,116,116,116,0,0,116,116,109,109,109,109,0,0,109,109,15,15,15,15,0,0,15,15,92,92,92.528,92.528,0,0,92,92,34,34,34,34,0,0,34,34,55,55,26.0292,26.0292,28.9708,28.9708,22.0168,22.0168,47,47,47,47,0,0,47,47,77,77,77,77,0,0,77,77,11,11,11,11,0,0,11,11,111,111,111,111,0,0,111,111,15,15,0,15,0,15,0,22,22,22,22,0,0,22,22,11,11,11,11,0,0,11,11,75.16,75.16,75.16,75.16,0,0,196.97,196.97,196.97,196.97,0,0
"1978-07",4038,3851.3537,257.6704,4011.2607,1130,908.14,0,30,30,30,0,0,30,30,72,72,72,0,0,72,72,23,23,23,23,0,0,23,23,9,22,22,0,0,22,22,129,129,129,129,0,0,129,129,42,42,17.8317,17.8317,24.1683,24.1683,17.8317,17.8317,4,4,4,4,0,0,4,4,73,73,73,73,0,0,73,73,88,88,88,88,0,0,88,88,91,91,91,91,0,0,91,91,16,16,16.168,16.168,0,0,16,16,103,103,0,104.112,0,0,92.2327,92.2327,37,37,37,37,0,0,37,37,63,63,22.7507,22.7507,40.2493,40.2493,22.7507,22.7507,64,64,64,64,0,0,64,64,72,72,72,72,0,0,72,72,9,9,9.032,9.032,0,0,9,9,94,94,94,94,0,0,94,94,14,14,14,14,0,14,14,20,20,20,20,0,0,20,20,12,12,12,12,0,0,12,12,75.16,75.16,75.16,75.16,0,0,207.34,207.34,207.34,96.41,0,0
"1978-08",2338,2221.5616,101.6704,2128.0996,1005.6001,1005.6001,0,17,17.024,17.024,0,0,17,17,39,39,39,0,0,39,39,11,11,11,11,0,0,11,11,15,15,15,0,0,15,15,64,64,64,64,0,0,64,64,24,24,17.8317,17.8317,6.1683,6.1683,17.8317,17.8317,2,2,2,2,0,0,2,2,46,46,46,46,0,0,46,46,50,50,0,51.1,0,0,50,0,39,39,39,39,0,0,39,39,12,12,12,12,0,0,12,12,72,72,72,54.168,0,0,34.4425,34.4425,23,23,23,23,0,0,23,23,42,42,22.7507,22.7507,19.2493,19.2493,22.7507,22.7507,22,22,22,22,0,0,22,22,41,41,41,41,0,0,41,41,6,6,6,6,0,0,6,6,63,63,63,63,0,0,63,63,12,12,0,12,0,12,12,15,15,15,15,0,0,15,15,5,5,5.15,5.15,0,0,5,5,75.16,75.16,75.16,75.16,0,0,176.24,176.24,176.24,176.24,0,0
"1978-09",1629.4839,1364.6434,440.6525,1242.0359,839.72,839.7201,0,12,12.664,12.664,0,0,12,12,18,18,18,0,0,18,18,8,8,3.0957,3.0957,4.9043,4.9043,0,0,9,9,9,0,0,9,9,51,51,51,51,0,0,51,51,17,17,11.1118,11.1118,5.8882,5.8882,11.1118,11.1118,2,2,2,2,0,0,2,2,32,32,32.144,32.144,0,0,32,32,38,38,39.796,39.796,0,0,38,38,27,27,9.6545,9.6545,17.3455,17.3455,0,0,8,8,8,8,0,0,8,8,50,7.7419,0,0,50,50,0,0,21,21,21,21,0,0,21,21,29,29,22.0168,22.0168,6.9832,6.9832,22.0168,22.0168,15,15,15.72,15.72,0,0,15,15,39,39,25.1241,25.1241,13.8759,13.8759,18.3804,18.3804,3,3,2,2,1,1,0,0,45,45,45,45,0,0,45,45,8,8,8,8,0,8,8,13,13,4.4798,4.4798,8.5202,8.5202,0,0,3,3,1.3541,1.3541,1.6459,1.6459,0,0,75.16,75.16,75.16,75.16,0,0,134.77,134.77,134.77,134.77,0,0
"1978-10",136,138.284,0,120,668.5998,590.9201,0,2,2,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.362,3.362,0,0,3,3,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,3,3,3.326,3.326,0,0,3,3,10,10,0,10.42,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,3,3,0,3.326,0,0,3,3,0,0,0,0,0,0,0,0,7,7,7.01,7.01,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,72.57,111.4099,72.57,72.57,0,0
"1978-11",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1978-12",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1979-01",98,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1979-02",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1979-03",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1979-04",32,32,0,32,673.84,673.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,93.3,93.3,93.3,93.3,0,0
"1979-05",1466,1604,0,1604,922.68,922.68,0,0,19,19,0,0,19,19,20,20,20,0,0,20,20,3,3,3,3,0,0,3,3,14,14,14,0,0,14,14,53,53,53,53,0,0,53,53,6,6,6,6,0,0,6,6,3,0,0,0,0,0,0,0,23,23,23,23,0,0,23,23,39,39,39,39,0,0,39,39,22,22,22,22,0,0,22,22,3,3,3,3,0,0,3,3,50,50,50,50,0,0,50,50,15,15,15,15,0,0,15,15,12,12,12,12,0,0,12,12,14,14,14,14,0,0,14,14,29,29,29,29,0,0,29,29,0,0,0,0,0,0,0,0,60,60,60,60,0,0,60,60,9,9,9,9,0,9,9,8,8,8,8,0,0,8,8,2,2,2,2,0,0,2,2,75.16,75.16,75.16,75.16,0,0,155.51,155.51,155.51,155.51,0,0
"1979-06",5550.3873,5927.5254,276.4748,5929.0933,953.232,1088.52,0,55,55,55,0,0,55,55,156,156,156,0,0,156,0,36,7.7419,36,36,0,0,36,36,50,50,50,0,0,50,50,170,170,170,170,0,0,170,170,42,42,17.5285,17.5285,24.4716,24.4716,17.2564,17.2564,11,11,11,11,0,0,11,11,78,78,78,78,0,0,78,78,150,36,150,150,0,0,150,150,120,120,120,120,0,0,120,120,19,19,19,19,0,0,19,19,162,76.4516,162,0,0,0,162,162,73,73,73,73,0,0,73,73,69,69,24.3528,24.3528,44.6471,44.6471,22.0168,22.0168,54,54,54,54,0,0,54,54,96,96,96,96,0,0,96,96,17,17,17,17,0,0,17,17,171,171,171,171,0,0,171,171,38,38,38,38,0,38,38,50,50,50,50,0,0,50,50,15,15,15,15,0,0,15,15,75.16,7.516,75.16,75.16,0,0,196.97,196.97,196.97,196.97,0,0
"1979-07",5856.0001,5728.6653,365.3348,5978.6654,1130,1130,0,50,50,50,0,0,50,50,160,160,160,0,0,160,160,33,33,33,33,0,0,33,33,34,34,34,0,0,34,34,174,174,174,174,0,0,174,174,42,42,17.8317,17.8317,24.1683,24.1683,17.8317,17.8317,8,8,8,8,0,0,8,8,89,89,89,89,0,0,89,89,114,114,114,114,0,0,114,114,135,135,135,135,0,0,135,135,25,25,25,25,0,0,25,25,125,125,125,0,0,0,125,125,93,93,86.0839,86.0839,6.9161,6.9161,86.0839,86.0839,83,83,22.7507,22.7507,60.2493,60.2493,22.7507,22.7507,80,80,80,80,0,0,80,80,67,67,67,67,0,0,67,67,16,16,16,16,0,0,16,16,177,177,177,177,0,0,177,177,31,31,31,31,0,31,31,39,39,39,39,0,0,39,39,11,11,11,11,0,0,11,11,75.16,75.16,75.16,75.16,0,0,207.34,207.34,207.34,207.34,0,0
"1979-08",1832,1956.203,4.997,1955.003,1005.6001,1005.6001,0,10,10,10,0,0,10,10,46,46,46,0,0,46,46,7,7,7.01,7.01,0,0,7,7,8,8,8,0,0,8,8,48,48,48,48,0,0,48,48,13,13,13,13,0,0,13,13,3,3,3,3,0,0,3,3,28,28,28,28,0,0,28,28,33,33,33,33,0,0,33,33,36,36,36,36,0,0,36,36,10,10,10,10,0,0,10,10,52,52,52,52,0,0,52,52,28,28,28,28,0,0,28,28,24,24,22.7507,22.7507,1.2493,1.2493,22.7507,22.7507,13,13,13,13,0,0,13,13,30,30,30,30,0,0,30,30,5,5,5,5,0,0,5,5,70,70,70,70,0,0,70,70,10,10,10,10,0,10,10,13,13,13,13,0,0,13,13,3,3,3.29,3.29,0,0,3,3,75.16,75.16,75.16,75.16,0,0,176.24,176.24,176.24,176.24,0,0
"1979-09",1737.8064,901.9347,889.4064,552,964.12,834.871,0,12,4.4774,4.4774,7.5226,7.5226,0,0,17,7.3987,7.3987,9.6013,9.6013,0,0,7,7,3.0857,3.0857,3.9143,3.9143,0,0,9,3.6554,3.6554,5.3446,0,0,0,47,47,47,47,0,0,47,47,16,16,0.942,0.942,15.058,15.058,0,0,2.9032,2,0.8681,0.8681,1.1319,1.1319,0,0,28,28,29.376,29.376,0,0,28,28,37,37,4.2347,4.2347,32.7654,32.7654,0,0,29,29,9.6545,9.6545,19.3455,19.3455,0,0,11,11,4,4,7,7,0,0,48,48,19.8337,19.8337,28.1663,28.1663,0,0,29,29,5.9806,5.9806,23.0194,23.0194,0,0,29,29,0,0,29,29,0,0,13,13,13.824,13.824,0,0,13,13,31,31,10.8438,10.8438,20.1562,20.1562,0,0,4,4,2,2,2,2,0,0,50,50,50,50,0,0,50,50,12,12,2.6151,2.6151,9.3849,0,0,19,19,4.4798,4.4798,14.5202,14.5202,0,0,3,3,1.2141,1.2141,1.7859,1.7859,0,0,75.16,75.16,75.16,72.7355,0,0,134.77,196.97,134.77,134.77,0,0
"1979-10",314,124.92,208,120,590.9201,590.9201,0,3,0,0,3,3,0,0,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,0,2,2,0,0,8,8,8.632,8.632,0,0,8,8,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,7.094,7.094,0,0,7,7,15,15,0,0,15,15,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,2,2,0,0,2,2,0,0,3,3,0,0,3,3,0,0,3,3,3.344,3.344,0,0,3,3,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,12,12,12.16,12.16,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,72.57,72.57,72.57,72.57,0,0
"1979-11",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1979-12",35.1333,86.8,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1980-01",54,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1980-02",0,268.8,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1980-03",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1980-04",78,213.5071,0,12,673.84,673.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.7536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,93.3,93.3,93.3,93.3,0,0
"1980-05",1190,1254,0,1262,922.68,922.68,0,0,11,11,0,0,11,11,13,13,13,0,0,13,13,3,3,3,3,0,0,3,3,7,7,7,0,0,7,7,37,37,37,37,0,0,37,37,4,4,4,4,0,0,4,4,0,0,0,0,0,0,0,0,19,19,19,19,0,0,19,19,27,27,27,27,0,0,27,27,22,22,22,22,0,0,22,22,3,3,3,3,0,0,3,3,42,42,42,42,0,0,42,42,15,15,15,15,0,0,15,15,12,12,12,12,0,0,12,12,9,9,9,9,0,0,9,9,21,22,21,21,0,0,21,21,6,6,6,6,0,0,6,6,48,48,48,48,0,0,48,48,9,9,0,9,0,4,9,8,8,8,8,0,0,8,8,2,2,2,2,0,0,2,2,75.16,75.16,75.16,75.16,0,0,155.51,155.51,155.51,155.51,0,0
