"Date","40_AGG_IrrigDemand","40_AGG_IrrigSupply","40_AGG_IrrigShortage","40_AGG_IrrigSupDirectFlow","40_AGG_MunDemand","40_AGG_MunSupply","40_AGG_MunShortage","4000820_D_IrrigDemand","4000820_D_IrrigSupply","4000820_D_IrrigShortage","4000820_D_IrrigSupDirectFlow","4000751_I_IrrigDemand","4000751_I_IrrigSupply","4000751_I_IrrigShortage","4000751_I_IrrigSupDirectFlow","4000701_D_IrrigDemand","4000701_D_IrrigSupply","4000701_D_IrrigShortage","4000701_D_IrrigSupDirectFlow","4000703_D_IrrigDemand","4000703_D_IrrigSupply","4000703_D_IrrigShortage","4000703_D_IrrigSupDirectFlow","40_ADG019_IrrigDemand","40_ADG020_IrrigDemand","40_ADG021_IrrigDemand","40_ADG022_IrrigDemand","40_ADG023_IrrigDemand","40_ADG024_IrrigDemand","40_ADG025_IrrigDemand","40_ADG026_IrrigDemand","40_ADG027_IrrigDemand","40_ADG028_IrrigDemand","40_ADG029_IrrigDemand","40_ADG030_IrrigDemand","40_ADG039_IrrigDemand","40_ADG019_IrrigSupply","40_ADG020_IrrigSupply","40_ADG021_IrrigSupply","40_ADG022_IrrigSupply","40_ADG023_IrrigSupply","40_ADG024_IrrigSupply","40_ADG025_IrrigSupply","40_ADG026_IrrigSupply","40_ADG027_IrrigSupply","40_ADG028_IrrigSupply","40_ADG029_IrrigSupply","40_ADG030_IrrigSupply","40_ADG039_IrrigSupply","40_ADG019_IrrigShortage","40_ADG020_IrrigShortage","40_ADG021_IrrigShortage","40_ADG022_IrrigShortage","40_ADG023_IrrigShortage","40_ADG024_IrrigShortage","40_ADG025_IrrigShortage","40_ADG026_IrrigShortage","40_ADG027_IrrigShortage","40_ADG028_IrrigShortage","40_ADG029_IrrigShortage","40_ADG030_IrrigShortage","40_ADG039_IrrigShortage","40_ADG019_IrrigSupDirectFlow","40_ADG020_IrrigSupDirectFlow","40_ADG021_IrrigSupDirectFlow","40_ADG022_IrrigSupDirectFlow","40_ADG023_IrrigSupDirectFlow","40_ADG024_IrrigSupDirectFlow","40_ADG025_IrrigSupDirectFlow","40_ADG026_IrrigSupDirectFlow","40_ADG027_IrrigSupDirectFlow","40_ADG028_IrrigSupDirectFlow","40_ADG029_IrrigSupDirectFlow","40_ADG030_IrrigSupDirectFlow","40_ADG039_IrrigSupDirectFlow","4000549_I_IrrigDemand","4000549_I_IrrigSupply","4000549_I_IrrigShortage","4000549_I_IrrigSupDirectFlow","4000891_D_IrrigDemand","4000891_D_IrrigSupply","4000891_D_IrrigShortage","4000891_D_IrrigSupDirectFlow","4000944_D_IrrigDemand","4000944_D_IrrigSupply","4000944_D_IrrigShortage","4000944_D_IrrigSupDirectFlow","4001166_D_IrrigDemand","4001166_D_IrrigSupply","4001166_D_IrrigShortage","4001166_D_IrrigSupDirectFlow","4001437_D_IrrigDemand","4001437_D_IrrigSupply","4001437_D_IrrigShortage","4001437_D_IrrigSupDirectFlow","4000753_D_IrrigDemand","4000753_D_IrrigSupply","4000753_D_IrrigShortage","4000753_D_IrrigSupDirectFlow"
"1981-02",1141,874.0792,266.9207,874.0792,NA,NA,NA,0,0,0,0,0,0,0,0,405,138.0793,266.9207,138.0793,0,0,0,0,0,249,26,0,27,108,0,0,98,124,11,89,4,0,249,26,0,27,108,0,0,98,124,11,89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,26,0,27,108,0,0,98,124,11,89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-03",2719.0001,2058.9488,661.0531,1765.1703,NA,NA,NA,273,273,0,50.1723,68,68,0,0,750,94.998,655.002,94.998,8,1.9489,6.0511,0,0,265,31,0,27,120,0,162,100,187,6,350,79,0,265,31,0,27,120,0,162,100,187,6,350,79.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,31,0,27,120,0,162,100,187,6,350,79,0,0,0,0,62,62,0,62,224,224,0,224,0,0,0,0,0,1,0,0,7,7,0,7
"1981-04",20681,18071.0223,2609.998,13589.522,NA,NA,NA,1687,1686.9999,1e-04,397.4931,890,853.8968,36.1032,0,1050,297.525,752.475,297.525,75,0,75,0,0,342,141,205,74,353,75,1166,778,2333,400,1794,856,0,342,141,205,74,353,75,1166,778,1989.0005,191.2758,1794,856.0205,0,0,0,0,0,0,0,0,0,343.9995,208.7242,0,0,0,342,141,205,74,353,75,1166,778,1989.0005,191.2758,1794,856,3018,1878.3038,1139.696,0,3110,3110,0,3110,1876,1876,0,1416.2275,54,0,54,0,229,229,0,229,175,175,0,175
"1981-05",38687.0003,31284.2504,7402.7775,26733.7571,NA,NA,NA,2024,2024,0,549.4893,1071,882.36,188.64,0,1118,307.4425,810.5576,307.4425,198,0,198,0,81,1762,674,2394,508,1493.9999,981.9999,1892,1662,3617,872,3340,1580,81,1523.5547,674,2394,508,1493.9999,982,1892,1263.6497,3041.8042,872,3340,1580.028,0,238.4452,0,0,0,0,0,0,398.3502,575.1957,0,0,0,81,1285.1096,674,2394,508,1493.9999,982,1892,1263.6497,3041.8042,872,3340,1580,4039.0002,807.1495,3231.8506,0,3637.0002,3637.0002,0,3637.0002,4792,3256.2617,1535.7383,2108.2617,226,0,226,0,324,324,0,324,400,400,0,400
"1981-06",48804.9991,33143.7989,15661.2604,26084.1372,NA,NA,NA,2229,1459.0574,769.9426,523.092,1238,1045.9485,192.0516,0,1211,378.7625,832.2375,297.525,200,0,200,0,77,2756,994.0001,2108,658,1892,1552,2903.9998,1722,4132,1394,3932,2461,77,1453.7985,655.0653,2108,658,1892,641.0975,2904,1219.8203,3752.9407,1245.3386,3066.2927,2461.0591,0,1302.2015,338.9348,0,0,0,910.9025,0,502.1797,379.0594,148.6614,865.7076,0,77,1147.1394,594.1306,2108,658,1892,590.8846,2903.9998,747.4303,3417.6885,1096.6771,3066.2927,2461,6626,0,6626,0,3885.9998,3885.9998,0,3885.9998,5899.9995,3622.3406,2277.6592,0,210,0,210,0,290,290,0,290,433,327.2775,105.7225,327.2775
"1981-07",43864.0007,24659.4981,19204.5687,21287.8038,NA,NA,NA,1707,954.2209,752.7791,494.7069,1360,979.333,380.667,0,941,274.2532,666.7468,226,146,0,146,0,36,2450,636,1873.9999,584.0001,1698,1386,2828,1836,3742,1256,3324,2088,36,340.0081,401.4663,1873.9999,417.1154,1698,0,2828.0002,416.6401,3741.9998,32.2582,3314.1064,2088.0669,0,2109.9919,234.5336,0,166.8846,0,1386,0,1419.3599,1e-04,1223.7419,9.8933,0,36,340.0081,320.886,1873.9999,287.1513,1698,0,2828,416.6401,3741.9998,0,3304.5769,2088,7310,0,7310,0,3219.0002,3219.0002,0,3219.0002,4732.0005,1596.6122,3135.3877,0,136,0,136,0,208,208,0,208,367,240.4173,126.5827,204.8345
"1981-08",30711.9999,16429.0452,14283.0007,15228.869,NA,NA,NA,1386,480.1425,905.8575,480.1425,981.9999,882.36,99.64,0,800,307.4425,492.5575,307.4425,106,0,106,0,18,1230,430,940,294,1052,708,2020.0001,1298,2173.0002,652,2567,1528.9999,18,160.9142,293.3001,685.2098,287.1513,1052,0,2020.0001,456.4988,2173.0002,0,2567,1529.0458,0,1069.0858,136.6998,254.7902,6.8487,0,708,0,841.5012,0,652,0,0,18,160.9142,293.3001,430.4195,287.1513,1052,0,2020.0001,456.4988,2173.0002,0,2567,1528.9999,5296,0,5296,0,3227,3226.9998,2e-04,3226.9998,3359.9998,0,3359.9998,0,94,39,55,0,227,227,0,227,323,23.98,299.02,0
"1981-09",27975.9998,14623.3459,13360.5703,13207.2419,NA,NA,NA,1035,423.422,611.5779,423.422,770.0001,770.0001,0,0,1043,297.525,745.475,297.525,88,0,88,0,0,1244,463,952,296,862,702,2100,1026,2198,628,2613,1538,7.89,207.0268,283.8389,578.747,277.8884,862,0,2100,470.1122,1389.3771,0,2138.4919,1538.0266,0,1036.9731,179.1611,373.253,18.1116,0,702,0,555.8878,808.6229,628,474.508,0,0,207.0268,283.8389,416.535,277.8884,862,0,2100,470.1122,913.4018,0,2138.4919,1538,4193.9995,0,4193.9995,0,3073,3073,0,3073,2540.0002,0,2540.0002,0,74,0,74,0,206,206,0,206,331,0,331,0
"1981-10",8870.9998,8143.4445,730.894,7535.1059,NA,NA,NA,246,246,0,246,588,588,0,0,688,464,224,464,8,0,8,0,0,330,193,252,78,377,180,746,498,669.9999,154,1145.9999,506,0,250.2683,193,252,78,377,180,746,498,669.9999,108.8378,1145.9999,506.0025,0,79.7317,0,0,0,0,0,0,0,0,45.1622,0,0,0,250.2683,193,252,78,377,180,746,498,669.9999,108.8378,1145.9999,506,370,17,353,0,1329,1329,0,1329,232,235.336,0,232,21,0,21,0,56,56,0,56,203,203,0,203
"1981-11",5675.9999,5312.0013,364,5179.9783,NA,NA,NA,125,125,0,125,67,67,0,0,611,266,345,266,19,0,19,0,0,247,26,0,3,173,0,408,356,173,50,900,143,0,247,26,0,3,173,0,408,356,173,50,900,143.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,26,0,3,173,0,408,356,173,50,900,143,0,0,0,0,1900,1900,0,1900,463,463,0,397.9784,0,0,0,0,0,0,0,0,12,12,0,12
"1981-12",1400,909.0525,490.9475,909.0525,NA,NA,NA,0,0,0,0,0,0,0,0,533,109,424,109,0,0,0,0,0,255,31,0,15,166,0,0,10,146,7,231,6,0,188.0525,31,0,15,166,0,0,10,146,7,231,6,0,66.9475,0,0,0,0,0,0,0,0,0,0,0,0,188.0525,31,0,15,166,0,0,10,146,7,231,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-01",1361,965.8126,395.1875,965.8126,NA,NA,NA,0,0,0,0,0,0,0,0,517,139,378,139,0,0,0,0,0,255,31,0,15,163,0,0,0,138,0,235,7,0,237.8126,31,0,15,163,0,0,0,138,0,235,7,0,17.1875,0,0,0,0,0,0,0,0,0,0,0,0,237.8126,31,0,15,163,0,0,0,138,0,235,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-02",1210,784.4706,425.5293,784.4706,NA,NA,NA,0,0,0,0,0,0,0,0,467,125,342,125,0,0,0,0,0,230,28,0,14,147,0,0,0,125,0,199,0,0,146.4706,28,0,14,147,0,0,0,125,0,199,0,0,83.5294,0,0,0,0,0,0,0,0,0,0,0,0,146.4706,28,0,14,147,0,0,0,125,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-03",1838,1501.0012,337,1448.1926,NA,NA,NA,47,47,0,37.1926,43,43,0,0,517,186,331,186,6,0,6,0,0,255,31,0,15,163,0,100,62,132,0,217,50,0,255,31,0,15,163,0,100,62,132,0,217,50.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,31,0,15,163,0,100,62,132,0,217,50,0,0,0,0,38,38,0,38,138,138,0,138,0,0,0,0,0,0,0,0,24,24,0,24
"1982-04",13405.9998,13232.02,173.9901,9430.2395,NA,NA,NA,1681,1680.9999,1e-04,541.2296,746,746,0,0,755,615.01,139.99,615.01,45,45,0,45,0,214,61,51,44,202,25,716,508,1654.9999,333,1007.9999,428,0,214,61,51,44,202,25,716,508,1654.9999,333,1007.9999,428.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,61,51,44,202,25,716,508,1654.9999,333,1007.9999,428,1916,1916,0,0,1640,1640,0,1640,1102,1102,0,1102,34,0,34,0,77,77,0,77,165,165,0,165
"1982-05",45217,44677.2887,539.7406,32450.9409,NA,NA,NA,3306.9998,3307.0002,0,1615.7635,1397,1397,0,0,1243,1212.5533,30.4467,1212.5533,332,332,0,332,52,1820,1000.0001,1392.0001,482,1240,1084,2283,2031,5303,1128,3737,1567,52,1552.5548,1000,1392.0001,482,1240,1083.9999,2283,2031,5303,1128,3737.0002,1567.0282,0,267.4452,1e-04,0,0,0,1e-04,0,0,0,0,0,0,52,1285.1096,1000,1392.0001,482,1240,1083.9999,2283,2031,5303,1128,3737.0002,1567,4259,4259,0,0,3424,3424,0,3424,7279,7103.1519,175.8484,2491.5142,66,0,66,0,203,203,0,203,588,588,0,588
"1982-06",56292.0009,53390.6376,2901.4152,39966.9609,NA,NA,NA,3274.0002,3274.0002,1e-04,2484.968,1667,1667,0,0,1216,928.3443,287.6557,928.3443,230,230,0,230,77,2718,1484,2756,732,1857.9999,1524.0001,2749.0002,2368,4715,1361.9999,4359,2441,77,1521.3136,1484,2756,732,1857.9999,1153.7205,2749.0005,1494.0017,4715,1361.9999,4359,2441.051,0,1196.6865,0,0,0,0,370.2796,0,873.9983,0,0,0,0,77,1243.6545,1484,2756,732,1857.9999,1099.6523,2749.0002,1393.0121,4715,1361.9999,4359,2441,6072.0005,6072.001,0,0,3387,3387,0,3387,10224,10224,0,5761.1245,237,64.205,172.795,64.205,233,233,0,233,609,609,0,609
"1982-07",45598,39315.767,6282.2978,27280.0019,NA,NA,NA,2274,2273.9998,2e-04,927.8709,1318,1100.1801,217.82,0,1019,568.7687,450.2314,568.7687,237,51.9489,185.0511,0,37,2476,642.0001,1894,595,1712,1397.9999,2744,1784,3820,1264.0001,4203.0005,2145,37,1013.5826,642.0001,1894,594.9999,1712,1014.5574,2744.0005,1067.6505,3819.9998,1264.0001,4015.1992,2145.0642,0,1462.4174,0,0,1e-04,0,383.4426,0,716.3496,2e-04,0,187.8009,0,37,1013.5826,642.0001,1894,594.9999,1712,1013.3304,2744.0002,696.25,3819.9998,1264.0001,4015.1992,2145,7084,4580.8159,2503.1843,0,3549,3549,0,3549,4583.9995,4583.9995,0,0,176,0,176,0,347,347,0,347,296,296,0,296
"1982-08",36901.9996,25578.2223,11323.826,20881.9478,NA,NA,NA,1678,1678,0,628.4124,1017.9999,950.18,67.82,0,1015,568.7687,446.2314,568.7687,215,52.1278,162.8721,52.1278,18,1260,635,1077,310,1125.9999,808,2176,1346,2988.9998,669.9999,3421.0002,1847.9999,18,487.1449,488.9167,1077,293.5757,1125.9999,568.2498,2176,682.975,2988.9995,669.9999,3421.0002,1848.0486,0,772.8551,146.0833,0,16.4243,0,239.7503,0,663.0251,2e-04,0,0,0,18,487.1449,488.9167,1077,287.1513,1125.9999,566.4515,2176,682.975,2988.9995,669.9999,3421.0002,1847.9999,5488,0,5488,0,3438,3438,0,3438,5898,2688.2356,3209.7642,0,111,0,111,0,134,134,0,134,223,223,0,223
"1982-09",26274.0003,19779.8939,6499.1236,17954.018,NA,NA,NA,856,855.9999,1e-04,608.1411,852,852,0,0,953,485.878,467.122,485.878,112,0,112,0,0,756,415,616,260,835,756,2092,949,2380,443,2365,1437,5,442.5752,317.488,616,260,835,756,2092,949,2380,443,2365,1437.0171,0,313.4249,97.512,0,0,0,0,0,0,0,0,0,0,0,442.5752,317.488,616,260,835,756,2092,949,2380,443,2365,1437,2240,0,2240,0,2987.0002,2987.0002,0,2987.0002,4708,1515.9354,3192.0647,794.9354,77,0,77,0,60,60,0,60,125,125,0,125
"1982-10",11892.9999,10515.2049,1388.6934,9621.9465,NA,NA,NA,595,595,0,595,1039,882.36,156.64,0,1028,598.4186,429.5814,598.4186,39,39,0,39,0,450,145,344,108,459,382,1354.9999,614,1161,278,853,393,2.89,396.528,145,344,108,459,382,1354.9999,614,1161,278,853,393.0036,0,53.472,0,0,0,0,0,0,0,0,0,0,0,0,396.528,145,344,108,459,382,1354.9999,614,1161,278,853,393,628,0,628,0,1523,1523,0,1523,354,360.0049,0,354,121,0,121,0,10,10,0,10,14,16,0,14
"1982-11",3197,2958.2043,238.7957,2958.2043,NA,NA,NA,119,119,0,119,0,0,0,0,848,609.2043,238.7957,609.2043,14,14,0,14,0,184,30,0,0,0,0,387,0,322,47,143,0,0,184,30,0,0,0,0,387,0,322,47,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,30,0,0,0,0,387,0,322,47,143,0,0,0,0,0,1103,1103,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-12",2044.0001,1354.7759,689.2242,1354.7759,NA,NA,NA,123,123,0,123,0,0,0,0,861.0001,171.7758,689.2242,171.7758,0,0,0,0,0,191,31,0,0,0,0,400,0,194,54,138,0,0,191,31,0,0,0,0,400,0,194,54,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,31,0,0,0,0,400,0,194,54,138,0,0,0,0,0,52,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-01",2119,1457.2125,661.7875,1390.7024,NA,NA,NA,142,142,0,97.4899,0,0,0,0,852,190.2125,661.7875,190.2125,0,0,0,0,0,191,11,0,0,0,1,400,0,150,38,128,0,0,191,11,0,0,0,1,400,0,150,38,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,11,0,0,0,1,400,0,150,38,128,0,0,0,0,0,0,0,0,0,206,206,0,184,0,0,0,0,0,0,0,0,0,0,0,0
"1983-02",1933,1392.5195,540.4805,1314.9165,NA,NA,NA,139,139,0,61.397,0,0,0,0,769,228.5195,540.4805,228.5195,0,0,0,0,0,172,0,0,0,0,0,361,0,136,3,111,4,0,172,0,0,0,0,0,361,0,136,3,111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,361,0,136,3,111,4,0,0,0,0,16,16,0,16,222,222,0,222,0,0,0,0,0,0,0,0,0,0,0,0
"1983-03",2160,1587.5024,572.4977,1470.9289,NA,NA,NA,154,154,0,37.4265,0,0,0,0,852,279.5023,572.4977,279.5023,0,0,0,0,0,191,0,0,0,0,0,328,0,239,6,139,4,0,191,0,0,0,0,0,328,0,239,6,139,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,328,0,239,6,139,4,0,0,0,0,1,1,0,1,246,246,0,246,0,0,0,0,0,0,0,0,0,0,0,0
"1983-04",8175,7703.3766,471.6297,5501.1644,NA,NA,NA,761,760.9999,0,217.7939,332,332,0,0,793.9999,364.3703,429.6297,364.3703,31,13,18,0,0,154,141,0,0,20,34,476,322,401,114,603,256,0,154,141,0,0,20,34,476,322,401,114,603,256.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,141,0,0,20,34,476,322,401,114,603,256,1314,1314.0001,0,0,1608.0001,1608.0001,0,1608.0001,716,716,0,716,24,0,24,0,33,33,0,33,41,41,0,41
"1983-05",35344.0002,34859.1279,484.8922,26748.7855,NA,NA,NA,2785,2785,0,1580.0514,1483,1483,0,0,1562,1212.5533,349.4467,1212.5533,135,135,0,135,44,1556,1050,1190,370,1056,860,2167,1210,3329.9998,758,2644.0002,1081,44,1420.5548,1049.9999,1190,370,1056,860,2167,1210,3329.9995,758,2644.0002,1081.0194,0,135.4452,1e-04,0,0,0,0,0,0,2e-04,0,0,0,44,1285.1096,1049.9999,1190,370,1056,860,2167,1210,3329.9995,758,2644.0002,1081,3846.0002,3846.0005,0,0,3837,3837,0,3837,3625,3625.0002,0,2184.0715,48,48,0,48,262,262,0,262,445,445,0,445
"1983-06",51760.0005,49836.6125,1923.4261,35960.4987,NA,NA,NA,3184.0002,3184.0002,1e-04,2405.5022,2225,2225,0,0,2526,1263.0618,1262.9382,1263.0618,177,177,0,177,119,2326,838.9999,2049,553.9999,1586,1298,2219,1911,5141,1156,4247,2151.0002,119,1768.7192,838.9999,2049,553.9999,1586,1194.7935,2219,1911,5141,1156,4247,2151.0383,0,557.2808,1e-04,0,1e-04,0,103.2066,0,0,0,0,0,0,119,1362.6646,838.9999,2049,553.9999,1586,1099.6523,2219,1911,5141,1156,4247,2151.0002,7694,7694,0,0,3931.0002,3931.0002,0,3931.0002,4791,4790.9995,2e-04,2113.6177,266,266,0,266,655,655,0,655,714.9999,714.9999,0,714.9999
"1983-07",48029.0006,46707.4726,1321.5858,36275.404,NA,NA,NA,2296.0002,2296,2e-04,2023.8267,1598.0001,1598.0001,0,0,2251.9998,2251.9998,0,2251.9998,160,160,0,160,32,2248,761,2037,536,1554,1272,2460,1612,4757,1326,4797,3054,32,1285.1096,760.9999,2037,536,1554,1185.3884,2460.0005,1339.9164,4757,1326,4797,3054.0569,0,962.8903,1e-04,0,0,0,86.6117,0,272.0835,0,0,0,0,32,1285.1096,760.9999,2037,536,1554,1105.5632,2460.0002,1067.833,4757,1326,4797,3054,6284.0005,6284.001,0,0,3363,3363,0,3363,4110,4110,0,2184.0715,206,206,0,206,676,676,0,676,638,638,0,638
"1983-08",42238.9998,38905.835,3333.2239,25601.1825,NA,NA,NA,2969,2969.0002,0,1168.3146,1196,1054.9297,141.0704,0,1623,568.7687,1054.2314,568.7687,232,108.9799,123.0201,87.9598,22,1460,500.0001,1235,348,1070,899,2470,1594,4640,780,3910.9998,1927,22,891.5824,500.0001,1235,317.5757,1070,899.0001,2470,764.6241,4640,780,3911,1927.0577,0,568.4176,0,0,30.4244,0,0,0,829.3759,0,0,0,0,22,891.5824,500.0001,1235,287.1513,1070,899.0001,2470,564.3176,4640,780,3911,1927,6454,6038.0273,415.9732,0,3848,3848,0,3848,4126,4126,1e-04,0,230,59.2891,170.7109,26.088,393,393,0,393,312,312,0,312
"1983-09",33377.0002,27450.6174,5934.3071,20652.5601,NA,NA,NA,1837,1837,0,608.1411,815.9999,815.9999,0,0,1216,516.9269,699.0731,516.9269,381,30.9288,350.0712,0,0,1324,502,1011.9999,316,920.0001,746,2224.0002,1130.9999,3499,666,2969,2000.0001,7.89,284.3845,502,899.7185,316,920.0001,447.7881,2224.0002,613.92,3499,666,2969,2000.0347,0,1039.6154,0,112.2815,0,0,298.2119,0,517.08,0,0,0,0,0,284.3845,502,787.437,316,920.0001,305.7499,2224.0002,613.92,3499,666,2969,2000.0001,4444,1526.0256,2917.9741,0,4036.0002,4036.0002,0,4036.0002,2769.9998,2769.9998,0,0,164,164,0,0,100,100,0,100,304,304,0,304
"1983-10",21206.0002,17130.9738,4075.0389,15017.3677,NA,NA,NA,977,977.0001,0,553.4352,716,716,0,0,1183.0001,558.3682,624.6318,558.3682,84,0,84,0,0,816,265,624,194,579,446,1648,860,1825,394,2094,1229,0,423.8777,265,538.3267,194,579,401.4512,1648.0001,860,1825,198,2094,1229.0125,0,392.1223,0,85.6733,0,0,44.5488,0,0,0,196,0,0,0,423.8777,265,452.6534,194,579,399.0331,1648.0001,860,1825,0,2094,1229,2034.0001,0,2034.0001,0,3925,3925,0,3925,1182,635.9375,546.0625,0,36,18,18,0,11,11,0,11,84,34,50,0
"1983-11",2879.0001,2361.5726,518.4279,2345.5722,NA,NA,NA,159,159,0,159,15,15,0,0,1000.0001,487.5721,512.4279,487.5721,6,0,6,0,0,284,0,0,0,0,0,279,78,182,18,245,29,0,284,0,0,0,0,0,279,78,182,18,245,29.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,279,78,182,18,245,29,0,0,0,0,447,447,0,447,94,94,0,94,0,1,0,0,0,0,0,0,43,43,0,43
"1983-12",1754,1401.2811,352.719,1401.2811,NA,NA,NA,117,117,0,117,0,0,0,0,657,304.2811,352.719,304.2811,0,0,0,0,0,289,0,0,0,0,0,276,0,177,3,161,0,0,289,0,0,0,0,0,276,0,177,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,276,0,177,3,161,0,0,0,0,0,52,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,22
"1984-01",1632.0001,1273.3976,358.6024,1193.6445,NA,NA,NA,168,168,0,88.2469,0,0,0,0,578.0001,219.3976,358.6024,219.3976,0,0,0,0,0,289,0,0,0,0,0,225,0,174,0,154,0,0,289,0,0,0,0,0,225,0,174,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,225,0,174,0,154,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25
"1984-02",1358,867.5132,490.4868,693.072,NA,NA,NA,230,230,0,55.5588,0,0,0,0,541,224.5641,316.4359,224.5641,0,0,0,0,0,270,0,0,0,0,0,46,0,127,0,144,0,0,95.9491,0,0,0,0,0,46,0,127,0,144,0,0,174.0509,0,0,0,0,0,0,0,0,0,0,0,0,95.9491,0,0,0,0,0,46,0,127,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-03",1440.0001,780.2784,659.7217,568.0703,NA,NA,NA,246,246,0,33.792,0,0,0,0,578.0001,169.7489,408.2511,169.7489,0,0,0,0,0,289,0,0,0,0,0,49,0,150,3,122,2,0,37.5295,0,0,0,0,0,49,0,150,3,122,2,0,251.4705,0,0,0,0,0,0,0,0,0,0,0,0,37.5295,0,0,0,0,0,49,0,150,3,122,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-04",10798.9999,10356.4295,442.5791,7537.2837,NA,NA,NA,907,906.9999,1e-04,646.0638,918,918,0,0,720,333.2199,386.7801,333.2199,40,0,40,0,1,131,70,0,1,80,21,604,406,600,140,818,356,1,131,70,0,1,80,21,604,406,600,140,818,356.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,70,0,1,80,21,604,406,600,140,818,356,1626,1626,0,0,2305,2305,0,2305,925.9999,926,0,925.9999,30,14.2011,15.7989,0,33,33,0,33,66,66,0,66
"1984-05",43558.0009,43322.0748,235.9571,31323.3981,NA,NA,NA,3288.0002,3288.0002,0,1766.2396,2574,2574,0,0,1371,1371,0,1371,273,273,0,273,69,1880,813,1716,448,1284.0001,1048,2111,1762,4131,1083,3525,1670,69,1644.0433,812.9999,1716,448,1284.0001,1047.9999,2111,1762,4131,1083,3525.0002,1670.03,0,235.9567,1e-04,0,0,0,1e-04,0,0,0,0,0,0,69,1408.0867,812.9999,1716,448,1284.0001,1047.9999,2111,1762,4131,1083,3525.0002,1670,4543,4543.0005,0,0,3786,3786,0,3786,5308.0005,5308.0005,2e-04,2184.0715,72,72,0,72,250,250,0,250,553,553,0,553
"1984-06",52686.9996,51774.3979,912.6439,35838.2535,NA,NA,NA,2240,2239.9998,1e-04,2210.5205,1609,1609,0,0,1409,1400.7988,8.2012,1400.7988,564.0001,564.0001,0,564.0001,78,2370,1110,2980,566,1618,1326,2332,1616.9999,4451,1181.9999,3453,2604.9998,78,1671.8121,1109.9999,2980,565.9999,1618,1119.7458,2332,1616.9999,4451,1181.9999,3453.0002,2605.0415,0,698.1879,1e-04,0,1e-04,0,206.2542,0,0,0,0,0,0,78,1362.6646,1109.9999,2980,565.9999,1618,1099.6523,2332,1616.9999,4451,1181.9999,3453.0002,2604.9998,10887,10887,0,0,4059,4059,0,4059,5195,5195,2e-04,2113.6177,156,156,0,156,397,397,0,397,483,483,0,483
"1984-07",48455.0001,45194.353,3260.7122,30225.7234,NA,NA,NA,2553.9998,2554,0,1011.355,1298,1090.1801,207.82,0,1253,746.3126,506.6874,746.3126,499,499,0,499,50,2386,745,2504,568,1652,1354.0001,2726,1786,4527,1228,3509.9998,3133,50,1285.1096,745,2504,387.191,1652,1015.4395,2726.0002,1144.348,4527,1228,3510,3133.064,0,1100.8904,0,0,180.8089,0,338.5605,0,641.652,0,0,0,0,50,1285.1096,745,2504,287.1513,1652,1013.3304,2726.0002,671.9579,4527,1228,3510,3133.0002,6964,6964.0005,0,0,3727,3727,0,3727,4764.0005,4764.0005,0,0,317,52.196,264.804,18.9949,600,580.511,19.489,580.511,310,310,0,310
