"Date","43_AGG_IrrigDemand","43_AGG_IrrigSupply","43_AGG_IrrigShortage","43_AGG_IrrigSupDirectFlow","43_AGG_MunDemand","43_AGG_MunSupply","43_AGG_MunShortage","4300527_D_IrrigDemand","4300527_D_IrrigSupply","4300527_D_IrrigShortage","4300527_D_IrrigSupDirectFlow","4300537_D_IrrigDemand","4300537_D_IrrigSupply","4300537_D_IrrigShortage","4300537_D_IrrigSupDirectFlow","4300578_D_IrrigDemand","4300578_D_IrrigSupply","4300578_D_IrrigShortage","4300578_D_IrrigSupDirectFlow","43_ADW001_IrrigDemand","43_ADW002_IrrigDemand","43_ADW003_IrrigDemand","43_ADW004_IrrigDemand","43_ADW005_IrrigDemand","43_ADW006_IrrigDemand","43_ADW007_IrrigDemand","43_ADW008_IrrigDemand","43_ADW009_IrrigDemand","43_ADW010_IrrigDemand","43_ADW012_IrrigDemand","43_ADW013_IrrigDemand","43_ADW014_IrrigDemand","43_ADW015_IrrigDemand","43_ADW016_IrrigDemand","43_ADW001_IrrigSupply","43_ADW002_IrrigSupply","43_ADW003_IrrigSupply","43_ADW004_IrrigSupply","43_ADW005_IrrigSupply","43_ADW006_IrrigSupply","43_ADW007_IrrigSupply","43_ADW008_IrrigSupply","43_ADW009_IrrigSupply","43_ADW010_IrrigSupply","43_ADW012_IrrigSupply","43_ADW013_IrrigSupply","43_ADW014_IrrigSupply","43_ADW015_IrrigSupply","43_ADW016_IrrigSupply","43_ADW001_IrrigShortage","43_ADW002_IrrigShortage","43_ADW003_IrrigShortage","43_ADW004_IrrigShortage","43_ADW005_IrrigShortage","43_ADW006_IrrigShortage","43_ADW007_IrrigShortage","43_ADW008_IrrigShortage","43_ADW009_IrrigShortage","43_ADW010_IrrigShortage","43_ADW012_IrrigShortage","43_ADW013_IrrigShortage","43_ADW014_IrrigShortage","43_ADW015_IrrigShortage","43_ADW016_IrrigShortage","43_ADW001_IrrigSupDirectFlow","43_ADW002_IrrigSupDirectFlow","43_ADW003_IrrigSupDirectFlow","43_ADW004_IrrigSupDirectFlow","43_ADW005_IrrigSupDirectFlow","43_ADW006_IrrigSupDirectFlow","43_ADW007_IrrigSupDirectFlow","43_ADW008_IrrigSupDirectFlow","43_ADW009_IrrigSupDirectFlow","43_ADW010_IrrigSupDirectFlow","43_ADW012_IrrigSupDirectFlow","43_ADW013_IrrigSupDirectFlow","43_ADW014_IrrigSupDirectFlow","43_ADW015_IrrigSupDirectFlow","43_ADW016_IrrigSupDirectFlow","4300815_D_IrrigDemand","4300815_D_IrrigSupply","4300815_D_IrrigShortage","4300815_D_IrrigSupDirectFlow","4300819_D_IrrigDemand","4300819_D_IrrigSupply","4300819_D_IrrigShortage","4300819_D_IrrigSupDirectFlow","4300694_D_IrrigDemand","4300694_D_IrrigSupply","4300694_D_IrrigShortage","4300694_D_IrrigSupDirectFlow","4300564_MunDemand","4300564_MunSupply","4300564_MunShortage","4303633_F_MunDemand","4303633_F_MunSupply","4303633_F_MunShortage","4303633_O_MunDemand","4303633_O_MunSupply","4303633_O_MunShortage","4306045_MunDemand","4306045_MunSupply","4306045_MunShortage","43_OilDem_MunDemand","43_OilDem_MunSupply","43_OilDem_MunShortage","4302571_MunDemand","4302571_MunSupply","4302571_MunShortage","4304313_O_MunDemand","4304313_O_MunSupply","4304313_O_MunShortage","43_AMW001_MunDemand","43_AMW001_MunSupply","43_AMW001_MunShortage"
"1980-09",24048.9995,23306.2763,788.4634,23260.5118,42230.9961,17550.1445,24680.8535,1119,847.9463,271.0537,847.9463,317,317,0,317,335,355.1,0,335,529,280,862,312,289,65,122,129,646,1246,295,907,656,143,1320,529,280,862,330.52,289,65,129.12,119.01,646,915.4025,295.0001,907,656,143,1320.0001,0,0,0,0,0,0,0,9.99,0,330.5974,0,0,0,0,0,529,280,862,312,289,65,122,119.01,646,915.4025,295,907,656,143,1320.0001,233,233,0,233,6169,5992.1777,176.8223,5992.1533,8074.9995,8074.9995,0,8074.9995,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,17389.1445,24680.8535,0,0,0,92,92,0
"1980-10",16165.0011,16032.9146,137.7889,16027.2121,43643,26777.4082,16865.5938,1014.0001,876.2111,137.7889,876.2111,23,23,0,23,128,128,0,128,489,132,213,62,59,27,33,148,513,764.0001,96,129,200,94,330,489,132,213,65.52,59,27,35.18,148,513,764.0001,96,129,200,94,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,132,213,62,59,27,33,148,513,764.0001,96,129,200,94,330,231,231,0,231,5182.0005,5182.0029,0,5182.0005,6298.0005,6298.0005,0,6298.0005,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,26606.4082,16865.5938,0,0,0,92,92,0
"1980-11",184,184,0,184,42217.9961,26149.9746,16068.0254,125,125,0,125,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,0,4,22,0,0,3,4,17,2,0,0,1,1,1,4,0,4,22,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,0,4,22,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,26001.9746,16068.0254,0,0,0,92,92,0
"1980-12",148,148,0,148,43625,24640.4512,18984.5508,129,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,9,0,0,0,0,0,0,4,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,24487.4512,18984.5508,0,0,0,92,92,0
"1981-01",122,122,0,122,43625,20454.6426,23170.3574,111,111,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,20301.6426,23170.3574,0,0,0,92,92,0
"1981-02",133,133,0,133,39414,19807.8945,19606.1055,122,122,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,19658.8945,19606.1055,0,0,0,92,92,0
"1981-03",273,273,0,273,43625,22489.3301,21135.6719,75,75,0,75,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,93,0,61,27,4,0,6,0,0,0,6,0,0,1,0,93,0,61,27,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,93,0,61,27,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,22336.3301,21135.6719,0,0,0,92,92,0
"1981-04",9511,9465.7929,47.3128,9463.6872,42221.9961,33473.1289,8748.8691,179,179,0,179,68,68,0,68,939.9999,939.9999,0,939.9999,146,35,325,700,849.9999,133,400,150,548.0001,455,329,475,200,235,377,146,37.1,325,700,849.9999,85.6872,400,150,548.0001,455,329,475,200,235,377,0,0,0,0,0,47.3128,0,0,0,0,0,0,0,0,0,146,35,325,700,849.9999,85.6872,400,150,548.0001,455,329,475,200,235,377,75,75,0,75,1028,1028.0056,0,1028,1863.0001,1863.0001,0,1863.0001,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,33321.1289,8748.8691,0,0,0,92,92,0
"1981-05",19822.0002,19540.1647,281.8424,19540.1578,43634,43634,0,279,279,0,279,85,85,0,85,984,984,0,984,242,221,491,613.0001,398,52,325,124,642.0001,915.0001,244,880,449,219,1372,242,221,491,613.0001,398,52,159.8701,122.977,641.96,799.3505,244,880,449,219,1372.0001,0,0,0,0,0,0,165.1299,1.023,0.04,115.6495,0,0,0,0,0,242,221,491,613.0001,398,52,159.8701,122.977,641.96,799.3505,244,880,449,219,1372.0001,295,295,0,295,5247,5247.0068,0,5247,5745,5745,0,5745,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1981-06",37162.0011,35584.3036,1577.7354,35483.8016,42232.9961,42232.9961,0,1450.0001,1450.0001,0,1450.0001,1249.9999,1249.9999,0,1249.9999,1232,1232,0,1232,1000.0001,875.0001,1693,898,813,108,405,207,1014.9999,1642,763,1583,1043,230,2290,1000.0002,875.0001,1693,898,813,108,225.168,139.7446,543.5123,782.8398,763,1583,1043,230,2290,0,0,0,0,0,0,179.832,67.2554,471.4877,859.1602,0,0,0,0,0,1000.0002,875.0001,1693,898,813,108,154.713,119.01,543.5123,773.565,763,1583,1043,230,2290,275,275,0,275,7312,7312.0376,0,7312,11078.001,11078.001,0,11078.001,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1981-07",29922.0005,28039.6118,1991.2107,27857.5891,43635,24228.0605,19406.9395,1600,876.2111,723.7889,876.2111,1236,1236,0,1236,580,608.8,0,580,1031,832.0001,1498,698,465,68,248,185,881,1325,556,1361,1123,178,1453,1031,832.0001,1498,740.0801,492.0617,68,166.6525,130.5694,473.4614,636.9614,556,1361,1122.9999,188.88,1453.0001,0,0,0,0,0,0,81.3475,54.4306,407.5386,688.0386,0,0,1e-04,0,0,1031,832.0001,1498,698.0001,465,68,159.8701,122.977,473.4614,578.1768,556,1361,1122.9999,178,1453.0001,240,240,0,240,6228,6191.9336,36.0664,6191.8921,8136.0005,8136.0005,0,8136.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,24065.0605,19406.9395,0,0,0,92,92,0
"1981-08",24909.0005,23983.6062,1003.946,23900.4585,43635,12529.2285,31105.7734,1300,876.2111,423.7888,876.2111,607,607,0,607,470,498.2,0,470,800,525,907,468,382,47,128,95,623,823,374,907,761,140,1153,800,525,907.0001,496.28,404.0374,47,128,95,473.4614,392.3814,374,907.0001,761,140,1153.0001,0,0,0,0,0,0,0,0,149.5386,430.6186,0,0,0,0,0,800,525,907.0001,468,382,47,128,95,473.4614,387.7857,374,907.0001,761,140,1153.0001,118,118,0,118,6169,6169.0342,0,6168.9995,8112.0005,8112.0005,0,8112.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,12366.2285,31105.7734,0,0,0,92,92,0
"1981-09",25154.0006,23655.0687,1544.1254,23597.6451,42230.9961,16623.1074,25607.8887,1000.0001,847.9463,152.0538,847.9463,186,186,0,186,357,378.22,0,357,541,259,763,393,320,58,123,132,570,932,350,1253,1044,148,1214,541,259,763,416.78,320.194,58,123,119.01,458.1885,369.2338,350,1253,1043.9999,122,1214.0001,0,0,0,0,0,0,0,12.99,111.8115,562.7662,0,0,1e-04,26,0,541,259,763,393,320,58,123,119.01,458.1885,357.03,350,1253,1043.9999,122,1214.0001,250,202.317,47.683,202.317,6623.0005,5992.1792,630.8208,5992.1533,8638,8638,0,8638,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,16462.1074,25607.8887,0,0,0,92,92,0
"1981-10",17573.0001,17573.0001,0,17573.0001,43643,32614.1875,11028.8125,578.0001,578.0001,0,578.0001,0,0,0,0,257,257,0,257,493,123,158,49,93,27,24,60,353,310,108,81,449,58,324,493,123,158,49,93,27,24,60,353,310,108,81,449,58,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,123,158,49,93,27,24,60,353,310,108,81,449,58,324,151,151,0,151,6149,6149,0,6149,7728,7728,0,7728,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,32443.1875,11028.8125,0,0,0,92,92,0
"1981-11",262,262,0,262,42217.9961,25560.5117,16657.4863,125,125,0,125,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,81,0,22,0,2,3,3,17,2,0,0,1,1,1,4,81,0,22,0,2,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,81,0,22,0,2,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,25412.5117,16657.4863,0,0,0,92,92,0
"1981-12",243,243,0,243,43625,23734.8457,19890.1563,129,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,0,3,0,9,0,0,0,0,0,0,4,98,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23581.8457,19890.1563,0,0,0,92,92,0
"1982-01",228,228,0,228,43625,24237.7812,19387.2227,103,103,0,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,105,0,0,0,0,4,0,10,3,0,0,0,0,0,3,105,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,105,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,24084.7813,19387.2227,0,0,0,92,92,0
"1982-02",212,212,0,212,39414,24553.498,14860.501,86,86,0,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,107,0,0,0,0,3,0,9,3,0,0,0,0,0,4,107,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,107,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,24404.498,14860.501,0,0,0,92,92,0
"1982-03",312,312,0,312,43625,27565.9004,16059.1016,129,129,0,129,0,0,0,0,0,0,0,0,3,0,0,3,1,0,4,119,1,19,19,0,4,0,10,3,0,0,3,1,0,4,119,1,19,19,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,4,119,1,19,19,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,27412.9004,16059.1016,0,0,0,92,92,0
"1982-04",3835,3836.8001,0,3835.0001,42221.9961,32578.0996,9643.8994,179,179,0,179,0,0,0,0,149,149,0,149,123,30,275,600,307,24,325,131,383,400,69,107,53,67,315,123,31.8,275,600.0001,307,24,325,131,383,400,69,107,53,67,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,30,275,600.0001,307,24,325,131,383,400,69,107,53,67,315,0,0,0,0,298,298,0,298,0,0,0,0,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,32426.0996,9643.8994,0,0,0,92,92,0
"1982-05",20500.0006,19727.4753,776.4566,19723.5441,43634,43634,0,450,450,0,450,160,160,0,160,1202,1202,0,1202,306,202,623,873,809,67,707,300,722,2150.0002,393,1054,913.9999,152,957,306,205.92,623,873.0001,809.0001,67,707,270.5494,722,1402.9941,393,1054,913.9999,152,957,0,0,0,0,0,0,0,29.4506,0,747.006,0,0,0,0,0,306,202,623,873.0001,809.0001,67,707,270.5494,722,1402.9941,393,1054,913.9999,152,957,145,145,0,145,4790.0005,4790.0117,0,4790.0005,3524,3524,0,3524,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1982-06",38586.0002,37396.0115,1190.0241,37395.9758,42232.9961,42232.9961,0,1350,1350,0,1350,1175,1175,0,1175,1765,1765,0,1765,1021,896,1905.0001,964.0001,1166,100,567,344,1037,2446,976,1549,1146,234,2350,1021,896,1905.0001,964.0002,1166,100,567,261.8034,1037,1338.1725,976,1549,1145.9999,234,2350.0002,0,0,0,0,0,0,0,82.1966,0,1107.8274,0,0,1e-04,0,0,1021,896,1905.0001,964.0002,1166,100,567,261.8034,1037,1338.1725,976,1549,1145.9999,234,2350.0002,263,263,0,263,6888,6888.0352,0,6887.9995,10444,10444,0,10444,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1982-07",34526.9996,32918.0238,1650.0369,32821.7002,43635,43635,0,1550,1550,0,1550,1845,1845,0,1845,1093.0001,1093.0001,0,1093.0001,1229,1047,2009,687,801,71,442,256,1057,1918,1007,1902,1552,291,1916,1229,1047,2009,728.02,801,71,207.5403,130.5694,670.2246,1014.6288,1007,1902,1552,291,1916.0001,0,0,0,0,0,0,234.4597,125.4306,386.7754,903.3712,0,0,0,0,0,1229,1047,2009,687,801,71,159.8701,122.977,670.2246,1014.6288,1007,1902,1552,291,1916.0001,230,230,0,230,5777.9995,5778.04,0,5777.999,7846,7846.0005,0,7846.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1982-08",24196.9998,23720.451,535.2419,23661.7588,43635,34441.9414,9193.0596,1249.9999,876.2111,373.7888,876.2111,952,952,0,952,438,464.48,0,438,920,479,964,423,475,85,110,186,903,1156.9999,499,857.0001,722,249,1070,920,479,964,448.58,475,85,116.6,122.977,826.4923,1135.0778,499,857.0001,722,249,1070,0,0,0,0,0,0,0,63.023,76.5077,21.9223,0,0,0,0,0,920,479,964,423,475,85,110,122.977,826.4923,1135.0778,499,857.0001,722,249,1070,129,129,0,129,5050,5050.0322,0,5050,7279,7279.0005,0,7279.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,34278.9414,9193.0596,0,0,0,92,92,0
"1982-09",15511.9999,15467.1293,57.178,15454.8219,42230.9961,33914.8672,8316.1318,611,611,0,611,54,54,0,54,132,132,0,132,505,113,338,150,598.9999,60,55,319,252,830.9999,110,373,322,209,510,505,113,338,159,599,60,58.3,261.822,252,830.9999,110,373,322,209,510,0,0,0,0,0,0,0,57.178,0,0,0,0,0,0,0,505,113,338,150,599,60,55,261.822,252,830.9999,110,373,322,209,510,67,67,0,67,4110,4110.0073,0,4110,5792,5792,0,5792,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,33753.8672,8316.1318,0,0,0,92,92,0
"1982-10",5423.9999,5385.1506,42.4506,5381.5493,43643,36260.2617,7382.7407,184,184,0,184,13,13,0,13,92,92,0,92,172,51,131,38,218,71,22,313,230,200,65,220,148,201,178,172,51,131,40.48,218,71,23.12,270.5494,230,200,65,220,148,201,178,0,0,0,0,0,0,0,42.4506,0,0,0,0,0,0,0,172,51,131,38,218,71,22,270.5494,230,200,65,220,148,201,178,100,100,0,100,1190,1190.0013,0,1190,1586.9999,1586.9999,0,1586.9999,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,36089.2617,7382.7407,0,0,0,92,92,0
"1982-11",103,103,0,103,42217.9961,33144.4219,9073.5752,89,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,32996.4219,9073.5752,0,0,0,92,92,0
"1982-12",201,201,0,201,43625,27647.8008,15977.2002,129,129,0,129,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,55,0,0,0,0,3,0,9,0,0,0,0,0,0,4,55,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,27494.8008,15977.2002,0,0,0,92,92,0
"1983-01",226,226,0,226,43625,23807.5605,19817.4414,103,103,0,103,0,0,0,0,1,1,0,1,3,0,0,0,0,0,3,102,0,0,0,0,4,0,10,3,0,0,0,0,0,3,102,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,102,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23654.5605,19817.4414,0,0,0,92,92,0
"1983-02",201,201,0,201,39414,24356.4668,15057.5332,86,86,0,86,0,0,0,0,1,1,0,1,3,0,0,0,0,0,4,95,0,0,0,0,3,0,9,3,0,0,0,0,0,4,95,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,95,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,24207.4668,15057.5332,0,0,0,92,92,0
"1983-03",309,309,0,309,43625,38634.4883,4990.5137,138,138,0,138,0,0,0,0,0,0,0,0,1,0,0,16,0,2,1,122,0,16,1,1,6,0,5,1,0,0,16,0,2,1,122,0,16,1,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,2,1,122,0,16,1,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,38481.4883,4990.5137,0,0,0,92,92,0
"1983-04",3147,3147,0,3147,42221.9961,36435.082,5786.9194,30,30,0,30,0,0,0,0,18,18,0,18,10,0,0,59,65,24,137,118,60,117,168,102,11,12,74,10,0,0,59,65,24,137,118,60,117,168,102,11,12,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,59,65,24,137,118,60,117,168,102,11,12,74,0,0,0,0,2142,2142,0,2142,0,0,0,0,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,36283.082,5786.9194,0,0,0,92,92,0
"1983-05",15982.0006,15985.4274,0,15982.0008,43634,43634,0,441,441,0,441,90,90,0,90,431,431,0,431,267,177,545.0001,613.0001,461,92,666,138,586,2777.0002,220,1054,706.0001,143,829,267,180.42,545.0001,613.0001,461,92,666.0001,138,586,2777.0002,220,1054,706.0001,143,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,177,545.0001,613.0001,461,92,666.0001,138,586,2777.0002,220,1054,706.0001,143,829,57,57,0,57,3689,3689.0066,0,3689,2000.0002,2000.0002,0,2000.0002,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1983-06",34003.9999,34003.7744,0.2497,34003.75,42232.9961,42232.9961,0,950,950,0,950,800,800,0,800,1695,1695,0,1695,811,708,1373,875.9999,756.9999,107,620,168,1591,4406,709,1249,693,329,1826,811,708,1373,876,757,107,620,168,1591,4405.75,709,1249,693,329,1826,0,0,0,0,0,0,0,0,0,0.2497,0,0,0,0,0,811,708,1373,876,757,107,620,168,1591,4405.75,709,1249,693,329,1826,208,208,0,208,4700,4700.0244,0,4700,9428,9428,0,9428,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1983-07",35992.001,36030.6005,0.1383,35991.8629,43635,43635,0,1450.0001,1450.0001,0,1450.0001,1291,1291,0,1291,1256,1256,0,1256,1295,798,1358,645,767,104,816,429,1911,2698,579,1646,1388,368,1757.9999,1295,798,1358,683.7001,767,104,816.0001,429,1911,2697.9998,579,1646,1387.9999,368,1758,0,0,0,0,0,0,0,0,0,2e-04,0,0,1e-04,0,0,1295,798,1358,645.0001,767,104,816.0001,429,1911,2697.9998,579,1646,1387.9999,368,1758,738,737.862,0.138,737.862,6286,6286.0376,0,6286,8411.001,8411.001,0,8411.001,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1983-08",25039.0006,25128.6086,0,25039.0002,43635,43635,0,1400.0001,1400.0001,0,1400.0001,647,647,0,647,500.0001,530,0,500.0001,900,743,890,475,407,115,123,218,1147,1133.9999,398,967.9999,812,298,1473.0001,900,743,890,503.5,430.4923,115,130.58,218,1147,1133.9999,398,967.9999,812,298,1473.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,743,890,475,407,115,123,218,1147,1133.9999,398,967.9999,812,298,1473.0002,124,124,0,124,6204.0005,6204.0361,0,6204,6063,6063,0,6063,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1983-09",25092.9999,24100.9479,1037.0518,24055.9216,42230.9961,33474.3672,8756.6309,1050,847.9463,202.0538,847.9463,192,192,0,192,368,390.28,0,368,534.9999,262,775,257,497,64,125,374,578,1452.9999,290,720,378,218,1162,534.9999,262,775.0001,272.22,497,64,132.5,261.822,578,1452.9999,290,720,378,218,1162.0001,0,0,0,0,0,0,0,112.178,0,0,0,0,0,0,0,534.9999,262,775.0001,257,497,64,125,261.822,578,1452.9999,290,720,378,218,1162.0001,267,267,0,267,6715,5992.1797,722.82,5992.1533,8813,8813,0,8813,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,33313.3672,8756.6309,0,0,0,92,92,0
"1983-10",18797.9999,18650.9533,149.4506,18648.5494,43643,42883.6992,759.3027,184,184,0,184,33,33,0,33,215,215,0,215,283,123,244,124,132,71,40,420,420,679,94,220,300,240,326,283,123,244,124,132,71,42.4,270.5494,420,679,94,220,300,240,326,0,0,0,0,0,0,0,149.4506,0,0,0,0,0,0,0,283,123,244,124,132,71,40,270.5494,420,679,94,220,300,240,326,200,200,0,200,6149,6149.0039,0,6149,8301,8301,0,8301,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,42712.6992,759.3027,0,0,0,92,92,0
"1983-11",140,140,0,140,42217.9961,36637.3633,5580.6348,89,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,7,0,4,0,0,0,0,0,0,0,0,37,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,36489.3633,5580.6348,0,0,0,92,92,0
"1983-12",105,105,0,105,43625,32865.8301,10759.1738,92,92,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,32712.8301,10759.1738,0,0,0,92,92,0
"1984-01",196,196,0,196,43625,28576.9141,15048.0869,184,184,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,28423.9141,15048.0869,0,0,0,92,92,0
