"Date","62_AGG_IrrigDemand","62_AGG_IrrigSupply","62_AGG_IrrigShortage","62_AGG_IrrigSupDirectFlow","62_AGG_MunDemand","62_AGG_MunSupply","62_AGG_MunShortage","6200736_D_IrrigDemand","6200736_D_IrrigSupply","6200736_D_IrrigShortage","6200736_D_IrrigSupDirectFlow","6200560_I_IrrigDemand","6200560_I_IrrigSupply","6200560_I_IrrigShortage","6200560_I_IrrigSupDirectFlow","62_ADG013_IrrigDemand","62_ADG014_IrrigDemand","62_ADG015_IrrigDemand","62_ADG016_IrrigDemand","62_ADG017_IrrigDemand","62_ADG018_IrrigDemand","62_ADG013_IrrigSupply","62_ADG014_IrrigSupply","62_ADG015_IrrigSupply","62_ADG016_IrrigSupply","62_ADG017_IrrigSupply","62_ADG018_IrrigSupply","62_ADG013_IrrigShortage","62_ADG014_IrrigShortage","62_ADG015_IrrigShortage","62_ADG016_IrrigShortage","62_ADG017_IrrigShortage","62_ADG018_IrrigShortage","62_ADG013_IrrigSupDirectFlow","62_ADG014_IrrigSupDirectFlow","62_ADG015_IrrigSupDirectFlow","62_ADG016_IrrigSupDirectFlow","62_ADG017_IrrigSupDirectFlow","62_ADG018_IrrigSupDirectFlow","6200812_D_IrrigDemand","6200812_D_IrrigSupply","6200812_D_IrrigShortage","6200812_D_IrrigSupDirectFlow","62CSUB_M_MunDemand","62CSUB_M_MunSupply","62CSUB_M_MunShortage","62MSUB_M_MunDemand","62MSUB_M_MunSupply","62MSUB_M_MunShortage","62USUB_M_MunDemand","62USUB_M_MunSupply","62USUB_M_MunShortage","62_AMG001_MunDemand","62_AMG001_MunSupply","62_AMG001_MunShortage","62U_MY_MunDemand","62U_MY_MunSupply","62U_MY_MunShortage","62CSUB_I_MunDemand","62L_MY_MunDemand","62MSUB_I_MunDemand","62USUB_I_MunDemand","62CSUB_I_MunSupply","62L_MY_MunSupply","62MSUB_I_MunSupply","62USUB_I_MunSupply","62CSUB_I_MunShortage","62L_MY_MunShortage","62MSUB_I_MunShortage","62USUB_I_MunShortage"
"1975-07",31675,28596.5548,3078.5176,20527.4785,128,122.977,5.023,286,286,0,286,8068.9995,8069.0718,0,0,5891,3626,4157.0005,3856,646,4668,5891,3626,4157.0005,3856.0002,646,1589.4823,0,0,0,0,0,3078.5176,5891,3626,4157.0005,3856.0002,646,1589.4778,476,476,0,476,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-08",15863.9999,14967.132,952.5198,8113.4778,128,122.977,5.023,50,50,0,50,6798,6798.0518,0,0,1714.9999,606,2574,1067,442,2542,1715,661.6,2574,1067,442,1589.4802,0,0,0,0,0,952.5198,1715,606,2574,1067,442,1589.4778,70,70,0,70,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-09",12905.0001,11291.5391,1687.4921,4786.5056,128,119.01,8.99,149,149,0,149,6431,6431.0313,0,0,875.9999,651,1186.0001,579.0001,505.9999,2348,875.9999,678.6,1186.0001,625.4,505.9999,660.5079,1e-04,0,0,0,0,1687.4921,875.9999,651,1186.0001,579.0001,505.9999,660.5056,179,179,0,179,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-10",7851,5750.2288,2100.7715,1420,128,128,0,0,0,0,0,6431,4330.2285,2100.7715,0,94,127,570,130,35,464,94,127,570,130,35,464.0002,0,0,0,0,0,0,94,127,570,130,35,464,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-02",5,5,0,5,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-04",925,943.8004,0,925,128,119.01,8.99,0,0,0,0,0,0,0,0,90,104,164,142,29,396,99,111.4,164,142,31.4,396.0004,0,0,0,0,0,0,90,104,164,142,29,396,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-05",15684.9999,14214.3038,1484.5192,10089.4778,128,128,0,83,83,0,83,4111,4111.0229,0,0,1396,2012.9999,2267,2413,228,3074,1396.0001,2012.9999,2267,2413,241.8,1589.4808,0,0,0,0,0,1484.5192,1396.0001,2012.9999,2267,2413,228,1589.4778,100,100,0,100,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-06",32464.001,28952.2673,3511.7911,21751.2047,128,127.9358,0.0642,357,357,0,357,7201,7201.0576,0,0,4991,4007.0005,3937,5273,848,5050.0005,4991,4007.0005,3937,5273,848,1538.2092,0,0,0,0,0,3511.791,4991,4007.0005,3937,5273,848,1538.2042,800,799.9999,1e-04,799.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-07",31442,26641.331,4800.7404,18744.2558,128,122.977,5.023,369,97.1518,271.8482,97.1518,7897,7897.0708,0,0,5260,3697,4172,4150,889,4558,4107.814,3697,4172,4150,889,1589.4822,1152.186,0,0,0,0,2968.5183,4107.814,3697,4172,4150,889,1589.4778,450,41.8122,408.1878,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-08",14737,13370.5674,1415.4756,5424.5224,128,128,0,24,24,0,24,7897,7897.043,0,0,1119,490,1796,890,363,2098,1119,539.0001,1796,890,363,682.5244,0,0,0,0,0,1415.4756,1119,490,1796,890,363,682.5224,60,60,0,60,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-09",7912.0002,6774.3469,1267.4926,4235.5057,128,127.9358,0.0642,223,223,0,223,2409,2500.8394,0,0,548.0001,785,971.0001,475,399,1928.0001,548.0001,785,971.0001,513,399,660.5074,0,0,0,0,0,1267.4926,548.0001,785,971.0001,475,399,660.5056,174,174,0,174,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-10",1559,1559.0003,0,1559,128,128,0,0,0,0,0,0,0,0,0,133,96,818,170,58,284,133,96,818,170,58,284.0003,0,0,0,0,0,0,133,96,818,170,58,284,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1976-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-04",1210,1238.8006,0,1210,128,119.01,8.99,0,0,0,0,0,0,0,0,124,134,165,197,40,550,136.4,147.4,165,197,43,550.0006,0,0,0,0,0,0,124,134,165,197,40,550,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-05",19133.9998,14453.6964,4691.9379,9795.7728,128,122.977,5.023,323,97.1518,225.8482,97.1518,4438,4438.0347,0,0,1968,3041,2274.9998,2873,286,3676,707.572,3041,2274.9998,2873,297.6,682.5261,1260.4281,0,0,0,0,2993.4739,499.2866,3041,2274.9998,2873,286,682.5224,254,41.8122,212.1878,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-06",34672.0003,23574.1175,11223.0293,16638.3014,128,119.01,8.99,357,94.0179,262.9821,94.0179,6781,6906.1465,0,0,6000,4387,4064.0002,5782,797,5552,512.8447,4150.2964,4064.0002,5782,797,1227.3484,5487.1553,236.7034,0,0,0,4324.6519,483.1806,4150.2964,4064.0002,5782,797,1227.3429,952,40.4634,911.5366,40.4634,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-07",25158.001,15349.1369,10209.0515,9736.9449,128,122.977,5.023,357,97.1518,259.8481,97.1518,5204,5604.188,0,0,4718.0005,2888,3323,3019,588,4220.0005,0,2027.2706,3323,3019,588,682.5265,4718.0005,860.7292,0,0,0,3537.4736,0,2027.2706,3323,3019,588,682.5224,841,8,832.9999,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-08",13968,7607.6521,6417.9483,6272.3347,128,128,0,32,32,0,32,5210,1277.7151,3932.2852,0,1569,576,1915,1030,426,2472,1569.0001,633.6,1915,1030,426,682.5247,0,0,0,0,0,1789.4753,1569.0001,576,1915,1030,426,682.5224,738,41.8122,696.1878,41.8122,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-09",10662.9998,3835.8842,6932.7156,3656.5542,128,119.01,8.99,40,40,0,40,3982,0,3982,0,788,586,1204.9999,590.0001,304,2453.9998,556.9084,644.6,1204.9999,637,304,407.9126,231.0916,0,0,0,0,2046.0874,483.1806,586,1204.9999,590.0001,304,407.9102,714.0001,40.4634,673.5366,40.4634,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-10",5315.9999,4474.0281,860.3781,2864.6212,128,122.977,5.023,10,10,0,10,1591,1591.0061,0,0,595.9999,184,889,445,113,750,499.2866,202.4,889,445,113,682.5232,96.7134,0,0,0,0,67.4769,499.2866,184,889,445,113,682.5224,738,41.8122,696.1878,41.8122,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-11",3,3,0,0,128,119.01,8.99,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-12",0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-01",0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-02",0,0,0,0,128,111.076,16.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,111.076,16.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-03",0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-04",1451,1484.8006,0,1404,128,119.01,8.99,0,0,0,0,47,47,0,0,144,158,184,230,46,642,158.4,173.8,184,230,49.6,642.0006,0,0,0,0,0,0,144,158,184,230,46,642,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-05",15389.9997,13873.1453,1708.5193,11323.4773,128,122.977,5.023,152,152,0,152,2358,2527.0647,0,0,2516,2006,1826,2586.9998,226,3298,2515.9998,2006,1826,2586.9998,248.6,1589.4811,2e-04,0,0,0,0,1708.519,2515.9998,2006,1826,2586.9998,226,1589.4778,421,421,0,421,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-06",35128.0002,31327.908,3919.7901,24708.2054,128,119.01,8.99,300,300,0,300,6500,6619.6973,0,0,6088,4375,4000.0002,6833.0005,674,5457.9995,6088,4375.0005,4000.0002,6833.0005,674,1538.2096,0,0,0,0,0,3919.79,6088,4375.0005,4000.0002,6833.0005,674,1538.2042,900,899.9999,1e-04,899.9999,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-07",30162.9996,27166.035,3246.5173,20537.4781,128,122.977,5.023,220,220,0,220,6378.9995,6628.5522,0,0,6145,3237,4365,3692,789,4836,6145,3237,4365,3692.0002,789,1589.4824,0,0,0,0,0,3246.5173,6145,3237,4365,3692.0002,789,1589.4778,500.0001,500.0001,0,500.0001,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-08",15648.0001,13856.1884,1914.1689,7490.8284,128,122.977,5.023,63,63,0,63,6243,6295.7573,0,0,1510,696.0001,2308,1244,516.0001,2978,1510,765.6,2308,1244,516.0001,1063.8309,0,0,0,0,0,1914.1689,1510,696.0001,2308,1244,516.0001,1063.8282,90,90,0,90,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-09",10474,8687.0917,1993.4921,4385.5054,128,119.01,8.99,119,119,0,119,4095,4127.7837,0,0,584,640,1319,644,333,2654,642.4,704,1318.9999,695.4,333,660.5081,0,0,1e-04,0,0,1993.4919,584,640,1318.9999,644,333,660.5056,86,86,0,86,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-10",3868,3876.8057,0,2724,128,122.977,5.023,10,10,0,10,1144,1144.005,0,0,210,203,856,506,109,730,210,211.8,856,506,109,730.0007,0,0,0,0,0,0,210,203,856,506,109,730,100,100,0,100,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1978-12",5,5,0,5,128,128,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-04",740,748.0003,0,740,128,127.9358,0.0642,0,0,0,0,0,0,0,0,64,104,164,103,21,284,70.4,104,164,103,22.6,284.0003,0,0,0,0,0,0,64,104,164,103,21,284,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-05",12719.0001,11998.3524,1011.0324,10034.9646,128,122.977,5.023,80,80,0,80,1673,1941.1844,0,0,1286,1791,1795.0001,2540,222,3232,1286.0001,1791,1795.0001,2539.9998,244.2,2220.968,0,0,0,2e-04,0,1011.0322,1286.0001,1791,1795.0001,2539.9998,222,2220.9646,100,100,0,100,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-06",31389,28652.5403,2780.6746,23272.3215,128,127.9358,0.0642,267,267,0,267,5336,5380.2139,0,0,4864,4313,3621,6747,611,4930,4864,4313.0005,3621,6747.0005,611,2149.3254,0,0,0,0,0,2780.6746,4864,4313.0005,3621,6747.0005,611,2149.3206,700,699.9999,1e-04,699.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-07",32017,28415.2679,3658.5176,20844.4778,128,122.977,5.023,282,282,0,282,7514,7570.7852,0,0,5708,3831,4123,4032,729,5248,5708,3831,4123,4032,729,1589.4828,0,0,0,0,0,3658.5176,5708,3831,4123,4032,729,1589.4778,550,550,0,550,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-08",16123.9999,14906.3746,1279.4824,7872.5148,128,128,0,32,32,0,32,6972,6972.0571,0,0,1490.9999,618,2509,1314,458,2650,1490.9999,679.8,2509,1314,458,1370.5176,0,0,0,0,0,1279.4824,1490.9999,618,2509,1314,458,1370.5149,80,80,0,80,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-09",11254,9239.1505,2212.1711,4294.826,128,127.9358,0.0642,47,47,0,47,4747,4765.7217,0,0,600,658,1352,663,341,2746,660,723.8,1352,715.8,341,533.8287,0,0,0,0,0,2212.1711,600,658,1352,663,341,533.826,100,100,0,100,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-10",8569.0001,8301.5331,267.4767,3198.5224,128,128,0,10,10,0,10,5103,5103.0098,0,0,272,304,1122,565,143,950.0001,272,304,1122,565,143,682.5233,0,0,0,0,0,267.4767,272,304,1122,565,143,682.5224,100,100,0,100,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1979-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-01",4,4,0,4,128,128,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-02",5,5,0,5,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-04",384,384,0,384,128,119.01,8.99,0,0,0,0,0,0,0,0,21,104,164,82,13,0,21,104,164,82,13,0,0,0,0,0,0,0,21,104,164,82,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-05",12671,12159.0067,801.0323,10439.9647,128,122.977,5.023,95,95,0,95,1430,1706.2388,0,0,1718,1955,1743,2373,228,3022,1718.0001,1955,1743,2373,240.8,2220.9678,0,0,0,0,0,801.0323,1718.0001,1955,1743,2373,228,2220.9646,107,107,0,107,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-06",35780.9991,32244.3977,3536.6736,24494.32,128,127.9358,0.0642,357,357,0,357,7749.9995,7750.0718,0,0,5711,4514,4163.9995,5995,704,5686,5711,4514,4163.9995,5995,704,2149.3264,0,0,0,0,0,3536.6736,5711,4514,4163.9995,5995,704,2149.3206,900,899.9999,1e-04,899.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-07",31624.9988,28128.1593,3596.5171,19889.4775,128,122.977,5.023,243,243,0,243,8138.9995,8238.6768,0,0,5570,3402,4112,3701.9998,721,5185.9995,5570,3402,4112,3701.9998,721,1589.4828,0,0,0,0,0,3596.5171,5570,3402,4112,3701.9998,721,1589.4778,550,550,0,550,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-08",15520.9997,13688.7237,1919.4021,7260.5948,128,122.977,5.023,36,36,0,36,6341,6360.126,0,0,1476,680,2261.9998,1214.9999,505,2916,1476.0001,748,2261.9998,1214.9999,505,996.5979,0,0,0,0,0,1919.4021,1476.0001,680,2261.9998,1214.9999,505,996.595,90,90,0,90,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-09",10023.0002,8574.4735,1605.1648,4062.8331,128,127.9358,0.0642,40,40,0,40,4355,4355.0381,0,0,526,576,1186.0001,579.0001,300,2390,578.6,633.6,1186.0001,625.4,300,784.8353,0,0,0,0,0,1605.1648,526,576,1186.0001,579.0001,300,784.8329,71,71,0,71,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-10",4069,3954.9826,128.4207,2035.5787,128,128,0,0,0,0,0,1905,1905.0033,0,0,169,144,824,350,87,590,169,158.4,824,350,87,461.5793,0,0,0,0,0,128.4207,169,144,824,350,87,461.5787,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-04",2095,2181.5178,133.1693,1651.8299,128,119.01,8.99,20,20,0,20,310,492.2871,0,0,178,196,227,285,79,796.0001,195.8,215.6,227,285,79,662.8307,0,0,0,0,0,133.1693,178,196,227,285,79,662.8299,4,4,0,4,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-05",16396.0005,14853.5098,1542.5192,10899.4778,128,122.977,5.023,198,198,0,198,3954.0002,3954.0288,0,0,1459,2411,2293,2440,273,3132.0002,1459,2411,2293,2440,273,1589.481,0,0,0,0,0,1542.5192,1459,2411,2293,2440,273,1589.4778,236,236,0,236,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
