"Date","78_AGG_IrrigDemand","78_AGG_IrrigSupply","78_AGG_IrrigShortage","78_AGG_IrrigSupDirectFlow","78_AGG_MunDemand","78_AGG_MunSupply","78_AGG_MunShortage","78_ADS004_IrrigDemand","78_ADS004_IrrigSupply","78_ADS004_IrrigShortage","78_ADS004_IrrigSupDirectFlow","7800692_MunDemand","7800692_MunSupply","7800692_MunShortage","7800562_MunDemand","7800562_MunSupply","7800562_MunShortage","7804672_MunDemand","7804672_MunSupply","7804672_MunShortage"
"1992-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"1992-03",22,22,0,22,62,62,0,22,22,0,22,62,62,0,0,0,0,0,0,0
"1992-04",131,131.2574,0,131,79,79,0,131,131.2574,0,131,60,60,0,19,19,0,0,0,0
"1992-05",896.0001,896.1584,0,896.0001,220,220.12,0,896.0001,896.1584,0,896.0001,72,72,0,122,122.12,0,26,26,0
"1992-06",2054,2054,0,2054,568,568,0,2054,2054,0,2054,95,95,0,308,308,0,165,165,0
"1992-07",1822,1822.1188,0,1822,587,587,0,1822,1822.1188,0,1822,96,96,0,396,396,0,95,95,0
"1992-08",735.0001,735.0001,0,735.0001,203,203.18,0,735.0001,735.0001,0,735.0001,80,80,0,83,83.18,0,40,40,0
"1992-09",878,878,0,878,205,205,0,878,878,0,878,67,67,0,119,119,0,19,19,0
"1992-10",483,483.1782,0,483,120,103.0787,16.9213,483,483.1782,0,483,55,55,0,65,48.0787,16.9213,0,0,0
"1992-11",8,8,0,8,49,49,0,8,8,0,8,49,49,0,0,0,0,0,0,0
"1992-12",6,6,0,6,59,59,0,6,6,0,6,59,59,0,0,0,0,0,0,0
"1993-01",6,6,0,6,57,57,0,6,6,0,6,57,57,0,0,0,0,0,0,0
"1993-02",6,6,0,6,53,53,0,6,6,0,6,53,53,0,0,0,0,0,0,0
"1993-03",10,10,0,10,62,62,0,10,10,0,10,62,62,0,0,0,0,0,0,0
"1993-04",306,306,0,306,101,101,0,306,306,0,306,60,60,0,41,41,0,0,0,0
"1993-05",1515,1515,0,1515,304,304,0,1515,1515,0,1515,72,72,0,206,206,0,26,26,0
"1993-06",2326,2326,0,2326,609,609,0,2326,2326,0,2326,95,95,0,349,349,0,165,165,0
"1993-07",2320,2320.1978,0,2320,687,687,0,2320,2320.1978,0,2320,96,96,0,496,496,0,95,95,0
"1993-08",824,824,0,824,166,166.16,0,824,824,0,824,80,80,0,46,46.16,0,40,40,0
"1993-09",870,870.198,0,870,205,205,0,870,870.198,0,870,67,67,0,119,119,0,19,19,0
"1993-10",281,281.2574,0,281,94,94,0,281,281.2574,0,281,55,55,0,39,39,0,0,0,0
"1993-11",7,7,0,7,49,49,0,7,7,0,7,49,49,0,0,0,0,0,0,0
"1993-12",6,6,0,6,59,59,0,6,6,0,6,59,59,0,0,0,0,0,0,0
"1994-01",6,6,0,6,57,57,0,6,6,0,6,57,57,0,0,0,0,0,0,0
"1994-02",6,6,0,6,53,53,0,6,6,0,6,53,53,0,0,0,0,0,0,0
"1994-03",6,6,0,6,62,62,0,6,6,0,6,62,62,0,0,0,0,0,0,0
"1994-04",32,32,0,32,60,60,0,32,32,0,32,60,60,0,0,0,0,0,0,0
"1994-05",1696,1696.1584,0,1696,329,329.26,0,1696,1696.1584,0,1696,72,72,0,231,231.26,0,26,26,0
"1994-06",2330,2330,0,2330,609,609,0,2330,2330,0,2330,95,95,0,349,349,0,165,165,0
"1994-07",1861,1861.0594,0,1861,537,339.9219,197.0781,1861,1861.0594,0,1861,96,96,0,346,243.9219,102.0781,95,0,95
"1994-08",843,843,0,843,235,229.0152,5.9848,843,843,0,843,80,80,0,115,109.0152,5.9848,40,40,0
"1994-09",778,778,0,778,192,173,19,778,778,0,778,67,67,0,106,106,0,19,0,19
"1994-10",339,339,0,339,101,101.16,0,339,339,0,339,55,55,0,46,46.16,0,0,0,0
"1994-11",9,9,0,9,49,49,0,9,9,0,9,49,49,0,0,0,0,0,0,0
"1994-12",9,9,0,9,59,59,0,9,9,0,9,59,59,0,0,0,0,0,0,0
"1995-01",9,9,0,9,57,57,0,9,9,0,9,57,57,0,0,0,0,0,0,0
"1995-02",8,8,0,8,53,53,0,8,8,0,8,53,53,0,0,0,0,0,0,0
"1995-03",9,9,0,9,62,62,0,9,9,0,9,62,62,0,0,0,0,0,0,0
"1995-04",148,148.0792,0,148,80,80.2,0,148,148.0792,0,148,60,60,0,20,20.2,0,0,0,0
"1995-05",1315,1315,0,1315,278,278,0,1315,1315,0,1315,72,72,0,180,180,0,26,26,0
"1995-06",1644,1644.2377,0,1644,507,507,0,1644,1644.2377,0,1644,95,95,0,247,247,0,165,165,0
"1995-07",1957,1957.2178,0,1957,458,458,0,1957,1957.2178,0,1957,96,96,0,267,267,0,95,95,0
"1995-08",975,975,0,975,324,324,0,975,975,0,975,80,80,0,204,204,0,40,40,0
"1995-09",739,739,0,739,186,186,0,739,739,0,739,67,67,0,100,100,0,19,19,0
"1995-10",480,480,0,480,120,120,0,480,480,0,480,55,55,0,65,65,0,0,0,0
"1995-11",0,0,0,0,49,49,0,0,0,0,0,49,49,0,0,0,0,0,0,0
"1995-12",0,0,0,0,59,59,0,0,0,0,0,59,59,0,0,0,0,0,0,0
"1996-01",0,0,0,0,57,57,0,0,0,0,0,57,57,0,0,0,0,0,0,0
"1996-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"1996-03",0,0,0,0,62,62,0,0,0,0,0,62,62,0,0,0,0,0,0,0
"1996-04",269,269,0,269,97,97.02,0,269,269,0,269,60,60,0,37,37.02,0,0,0,0
"1996-05",1854,1854.0001,0,1854,495,495,0,1854,1854.0001,0,1854,72,72,0,397,397,0,26,26,0
"1996-06",1937,1937.0199,0,1937,552,517,35,1937,1937.0199,0,1937,95,95,0,292,292,0,165,130,35
"1996-07",2078,2078,0,2078,474,349.3941,124.6059,2078,2078,0,2078,96,96,0,283,253.3941,29.6059,95,0,95
"1996-08",1011,1011.0595,0,1011,257,171.8757,85.1243,1011,1011.0595,0,1011,80,80,0,137,91.8757,45.1243,40,0,40
"1996-09",731,731.2574,0,731,186,186,0,731,731.2574,0,731,67,67,0,100,100,0,19,19,0
"1996-10",148,148.0792,0,148,75,75,0,148,148.0792,0,148,55,55,0,20,20,0,0,0,0
"1996-11",11,11,0,11,49,49,0,11,11,0,11,49,49,0,0,0,0,0,0,0
"1996-12",7,7,0,7,59,59,0,7,7,0,7,59,59,0,0,0,0,0,0,0
"1997-01",13,13,0,13,57,57,0,13,13,0,13,57,57,0,0,0,0,0,0,0
"1997-02",11,11,0,11,53,53,0,11,11,0,11,53,53,0,0,0,0,0,0,0
"1997-03",47,47,0,47,62,62,0,47,47,0,47,62,62,0,0,0,0,0,0,0
"1997-04",176,176,0,176,84,84,0,176,176,0,176,60,60,0,24,24,0,0,0,0
"1997-05",981,981.2574,0,981,231,231,0,981,981.2574,0,981,72,72,0,133,133,0,26,26,0
"1997-06",1935,1935.0991,0,1935,550,550,0,1935,1935.0991,0,1935,95,95,0,290,290,0,165,165,0
"1997-07",1354.0001,1354.0002,0,1354.0001,547,547,0,1354.0001,1354.0002,0,1354.0001,96,96,0,356,356,0,95,95,0
"1997-08",809,809.1385,0,809,229,229.14,0,809,809.1385,0,809,80,80,0,109,109.14,0,40,40,0
"1997-09",385,385.099,0,385,138,138,0,385,385.099,0,385,67,67,0,52,52,0,19,19,0
"1997-10",235,235.099,0,235,86,86.26,0,235,235.099,0,235,55,55,0,31,31.26,0,0,0,0
"1997-11",12,12,0,12,49,49,0,12,12,0,12,49,49,0,0,0,0,0,0,0
"1997-12",12,12,0,12,59,59,0,12,12,0,12,59,59,0,0,0,0,0,0,0
"1998-01",12,12,0,12,57,57,0,12,12,0,12,57,57,0,0,0,0,0,0,0
"1998-02",11,11,0,11,53,53,0,11,11,0,11,53,53,0,0,0,0,0,0,0
"1998-03",12,12,0,12,62,62,0,12,12,0,12,62,62,0,0,0,0,0,0,0
"1998-04",220,220.198,0,220,90,90,0,220,220.198,0,220,60,60,0,30,30,0,0,0,0
"1998-05",1802,1802.0001,0,1802,342,342.24,0,1802,1802.0001,0,1802,72,72,0,244,244.24,0,26,26,0
"1998-06",2393,2393,0,2393,832,832,0,2393,2393,0,2393,95,95,0,572,572,0,165,165,0
"1998-07",1600,1600.0001,0,1600,518,518,0,1600,1600.0001,0,1600,96,96,0,327,327,0,95,95,0
"1998-08",1176,1176.0001,0,1176,279,279.14,0,1176,1176.0001,0,1176,80,80,0,159,159.14,0,40,40,0
"1998-09",1120,1120.198,0,1120,238,238,0,1120,1120.198,0,1120,67,67,0,152,152,0,19,19,0
"1998-10",112,112,0,112,59,59,0,112,112,0,112,55,55,0,4,4,0,0,0,0
"1998-11",60,60,0,60,49,49,0,60,60,0,60,49,49,0,0,0,0,0,0,0
"1998-12",61,61,0,61,59,59,0,61,61,0,61,59,59,0,0,0,0,0,0,0
"1999-01",61,61,0,61,57,57,0,61,61,0,61,57,57,0,0,0,0,0,0,0
"1999-02",56,56,0,56,53,53,0,56,56,0,56,53,53,0,0,0,0,0,0,0
"1999-03",67,67,0,67,62,62,0,67,67,0,67,62,62,0,0,0,0,0,0,0
"1999-04",104,104,0,104,75,75,0,104,104,0,104,60,60,0,15,15,0,0,0,0
"1999-05",1517,1517,0,1517,304,304,0,1517,1517,0,1517,72,72,0,206,206,0,26,26,0
"1999-06",2207,2207.2178,0,2207,696,696,0,2207,2207.2178,0,2207,95,95,0,436,436,0,165,165,0
"1999-07",1893,1893.0001,0,1893,448,448.22,0,1893,1893.0001,0,1893,96,96,0,257,257.22,0,95,95,0
"1999-08",819,819,0,819,231,231.06,0,819,819,0,819,80,80,0,111,111.06,0,40,40,0
"1999-09",728,728,0,728,184,184.08,0,728,728,0,728,67,67,0,98,98.08,0,19,19,0
"1999-10",828.0001,828.0001,0,828.0001,168,157.0796,10.9204,828.0001,828.0001,0,828.0001,55,55,0,113,102.0796,10.9204,0,0,0
"1999-11",0,1,0,0,49,49,0,0,1,0,0,49,49,0,0,0,0,0,0,0
"1999-12",0,0,0,0,59,59,0,0,0,0,0,59,59,0,0,0,0,0,0,0
"2000-01",0,0,0,0,57,57,0,0,0,0,0,57,57,0,0,0,0,0,0,0
"2000-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"2000-03",0,0,0,0,62,62,0,0,0,0,0,62,62,0,0,0,0,0,0,0
"2000-04",76,76,0,76,71,71.06,0,76,76,0,76,60,60,0,11,11.06,0,0,0,0
"2000-05",1896,1896.1584,0,1896,355,355.22,0,1896,1896.1584,0,1896,72,72,0,257,257.22,0,26,26,0
"2000-06",2146,2146.1584,0,2146,833,833,0,2146,2146.1584,0,2146,95,95,0,573,573,0,165,165,0
"2000-07",2224,2224.0398,0,2224,495,253.4275,241.5725,2224,2224.0398,0,2224,96,96,0,304,157.4275,146.5725,95,0,95
"2000-08",845.9999,846.1584,0,845.9999,235,142.881,92.119,845.9999,846.1584,0,845.9999,80,80,0,115,54.881,60.119,40,8,32
"2000-09",1076,1076,0,1076,232,208.614,23.386,1076,1076,0,1076,67,67,0,146,140.614,5.386,19,1,18
"2000-10",131,131.2574,0,131,74,74,0,131,131.2574,0,131,55,55,0,19,19,0,0,0,0
"2000-11",60,60,0,60,49,49,0,60,60,0,60,49,49,0,0,0,0,0,0,0
"2000-12",18,18,0,18,59,59,0,18,18,0,18,59,59,0,0,0,0,0,0,0
"2001-01",0,0,0,0,57,57,0,0,0,0,0,57,57,0,0,0,0,0,0,0
"2001-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"2001-03",0,0,0,0,62,62,0,0,0,0,0,62,62,0,0,0,0,0,0,0
"2001-04",83,83.1782,0,83,71,71.06,0,83,83.1782,0,83,60,60,0,11,11.06,0,0,0,0
"2001-05",1704,1704.0001,0,1704,329,329.2,0,1704,1704.0001,0,1704,72,72,0,231,231.2,0,26,26,0
"2001-06",2563,2563.0002,0,2563.0002,646,646,0,2563,2563.0002,0,2563.0002,95,95,0,386,386,0,165,165,0
"2001-07",1961.0001,1961.0593,0,1961.0001,458,458,0,1961.0001,1961.0593,0,1961.0001,96,96,0,267,267,0,95,95,0
"2001-08",801.9999,801.9999,0,801.9999,224,224,0,801.9999,801.9999,0,801.9999,80,80,0,104,104,0,40,40,0
"2001-09",1083.0001,1083.1782,0,1083.0001,234,160.4874,73.5126,1083.0001,1083.1782,0,1083.0001,67,67,0,148,93.4874,54.5126,19,0,19
"2001-10",680,680,0,680,148,55,93,680,680,0,680,55,55,0,93,0,93,0,0,0
"2001-11",12,12,0,12,49,49,0,12,12,0,12,49,49,0,0,0,0,0,0,0
"2001-12",12,12,0,12,59,59,0,12,12,0,12,59,59,0,0,0,0,0,0,0
"2002-01",12,12,0,12,57,57,0,12,12,0,12,57,57,0,0,0,0,0,0,0
"2002-02",11,11,0,11,53,53,0,11,11,0,11,53,53,0,0,0,0,0,0,0
"2002-03",9,9,0,9,62,62,0,9,9,0,9,62,62,0,0,0,0,0,0,0
"2002-04",317,317,0,317,129,129,0,317,317,0,317,60,60,0,69,69,0,0,0,0
"2002-05",1880,1880.0001,0,1880,354,180.283,173.717,1880,1880.0001,0,1880,72,72,0,256,108.283,147.717,26,0,26
"2002-06",2639,2639,0,2639,656,95,561,2639,2639,0,2639,95,95,0,396,0,396,165,0,165
"2002-07",2413,2101.1978,311.8023,1741.9692,519,96,423,2413,2101.1978,311.8023,1741.9692,96,96,0,328,0,328,95,0,95
"2002-08",997.9999,998.0793,0,997.9999,255,80,175,997.9999,998.0793,0,997.9999,80,80,0,135,0,135,40,0,40
"2002-09",787,787.0198,0,787,193,193,0,787,787.0198,0,787,67,67,0,107,107,0,19,19,0
"2002-10",254,254,0,254,90,90,0,254,254,0,254,55,55,0,35,35,0,0,0,0
"2002-11",42,42,0,42,49,49,0,42,42,0,42,49,49,0,0,0,0,0,0,0
"2002-12",36,36,0,36,59,59,0,36,36,0,36,59,59,0,0,0,0,0,0,0
"2003-01",31,31,0,31,57,57,0,31,31,0,31,57,57,0,0,0,0,0,0,0
"2003-02",28,28,0,28,53,53,0,28,28,0,28,53,53,0,0,0,0,0,0,0
"2003-03",31,31,0,31,62,62,0,31,31,0,31,62,62,0,0,0,0,0,0,0
"2003-04",252,252,0,252,93,93,0,252,252,0,252,60,60,0,33,33,0,0,0,0
"2003-05",1470.0001,1470.198,0,1470.0001,310,310,0,1470.0001,1470.198,0,1470.0001,72,72,0,212,212,0,26,26,0
"2003-06",2420,2420.1982,0,2420.0002,773,773,0,2420,2420.1982,0,2420.0002,95,95,0,513,513,0,165,165,0
"2003-07",2220.0002,2220.198,0,2220.0002,493,307.9885,185.0115,2220.0002,2220.198,0,2220.0002,96,96,0,302,211.9885,90.0115,95,0,95
"2003-08",761,761.0594,0,761,224,184,40,761,761.0594,0,761,80,80,0,104,104,0,40,0,40
"2003-09",631,631.2574,0,631,171,171.1,0,631,631.2574,0,631,67,67,0,85,85.1,0,19,19,0
"2003-10",702,702,0,702,149,103.9043,45.0957,702,702,0,702,55,55,0,94,48.9043,45.0957,0,0,0
"2003-11",30,30,0,30,74,74,0,30,30,0,30,49,49,0,25,25,0,0,0,0
"2003-12",31,31,0,31,59,59,0,31,31,0,31,59,59,0,0,0,0,0,0,0
"2004-01",31,31,0,31,57,57,0,31,31,0,31,57,57,0,0,0,0,0,0,0
"2004-02",29,29,0,29,53,53,0,29,29,0,29,53,53,0,0,0,0,0,0,0
"2004-03",62,62,0,62,62,62,0,62,62,0,62,62,62,0,0,0,0,0,0,0
"2004-04",124,124,0,124,60,60,0,124,124,0,124,60,60,0,0,0,0,0,0,0
"2004-05",1630,1630.0001,0,1630,320,320.12,0,1630,1630.0001,0,1630,72,72,0,222,222.12,0,26,26,0
"2004-06",2232.9998,2233.1782,0,2232.9998,906,855.05,50.95,2232.9998,2233.1782,0,2232.9998,95,95,0,646,595.05,50.95,165,165,0
"2004-07",1865.0001,1865.0002,0,1865.0001,456,456,0,1865.0001,1865.0002,0,1865.0001,96,96,0,265,265,0,95,95,0
"2004-08",798,798,0,798,303,226.595,76.405,798,798,0,798,80,80,0,183,106.595,76.405,40,40,0
"2004-09",765,765,0,765,206,206,0,765,765,0,765,67,67,0,120,120,0,19,19,0
"2004-10",404,404,0,404,111,111,0,404,404,0,404,55,55,0,56,56,0,0,0,0
"2004-11",0,0,0,0,49,49,0,0,0,0,0,49,49,0,0,0,0,0,0,0
"2004-12",0,0,0,0,59,59,0,0,0,0,0,59,59,0,0,0,0,0,0,0
"2005-01",0,0,0,0,57,57,0,0,0,0,0,57,57,0,0,0,0,0,0,0
"2005-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"2005-03",0,0,0,0,62,62,0,0,0,0,0,62,62,0,0,0,0,0,0,0
"2005-04",330,330,0,330,104,104.24,0,330,330,0,330,60,60,0,44,44.24,0,0,0,0
"2005-05",1765,1765,0,1765,339,339,0,1765,1765,0,1765,72,72,0,241,241,0,26,26,0
"2005-06",2409,2409.1387,0,2409,643,643,0,2409,2409.1387,0,2409,95,95,0,383,383,0,165,165,0
"2005-07",2269,2269,0,2269,500,500.14,0,2269,2269,0,2269,96,96,0,309,309.14,0,95,95,0
"2005-08",828.0001,828.0001,0,828.0001,268,268,0,828.0001,828.0001,0,828.0001,80,80,0,148,148,0,40,40,0
"2005-09",733,733.1782,0,733,186,186,0,733,733.1782,0,733,67,67,0,100,100,0,19,19,0
"2005-10",304,304,0,304,96,96,0,304,304,0,304,55,55,0,41,41,0,0,0,0
"2005-11",5,5,0,5,49,49,0,5,5,0,5,49,49,0,0,0,0,0,0,0
"2005-12",0,0,0,0,59,59,0,0,0,0,0,59,59,0,0,0,0,0,0,0
"2006-01",0,0,0,0,57,57,0,0,0,0,0,57,57,0,0,0,0,0,0,0
"2006-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"2006-03",0,0,0,0,62,62,0,0,0,0,0,62,62,0,0,0,0,0,0,0
"2006-04",0,0,0,0,60,60,0,0,0,0,0,60,60,0,0,0,0,0,0,0
"2006-05",1839,1839,0,1839,348,348,0,1839,1839,0,1839,72,72,0,250,250,0,26,26,0
"2006-06",2428,2428.0002,0,2428.0002,625,625,0,2428,2428.0002,0,2428.0002,95,95,0,365,365,0,165,165,0
"2006-07",1472,1472.1189,0,1472,506,506,0,1472,1472.1189,0,1472,96,96,0,315,315,0,95,95,0
"2006-08",630,630,0,630,306,306,0,630,630,0,630,80,80,0,186,186,0,40,40,0
"2006-09",431,431.2574,0,431,145,145.14,0,431,431.2574,0,431,67,67,0,59,59.14,0,19,19,0
"2006-10",95,95,0,95,94,94,0,95,95,0,95,55,55,0,39,39,0,0,0,0
"2006-11",35,35,0,35,49,49,0,35,35,0,35,49,49,0,0,0,0,0,0,0
"2006-12",35,35,0,35,59,59,0,35,35,0,35,59,59,0,0,0,0,0,0,0
"2007-01",36,36,0,36,57,57,0,36,36,0,36,57,57,0,0,0,0,0,0,0
"2007-02",32,32,0,32,53,53,0,32,32,0,32,53,53,0,0,0,0,0,0,0
"2007-03",35,35,0,35,62,62,0,35,35,0,35,62,62,0,0,0,0,0,0,0
"2007-04",62,62,0,62,60,60,0,62,62,0,62,60,60,0,0,0,0,0,0,0
"2007-05",1154,1154,0,1154,255,255.22,0,1154,1154,0,1154,72,72,0,157,157.22,0,26,26,0
"2007-06",2204,2204,0,2204,591,591,0,2204,2204,0,2204,95,95,0,331,331,0,165,165,0
"2007-07",2028.0001,2028.0001,0,2028.0001,467,387,80,2028.0001,2028.0001,0,2028.0001,96,96,0,276,276,0,95,15,80
"2007-08",1089,1089,0,1089,268,268.08,0,1089,1089,0,1089,80,80,0,148,148.08,0,40,40,0
"2007-09",720,720.1981,0,720,184,184.08,0,720,720.1981,0,720,67,67,0,98,98.08,0,19,19,0
"2007-10",669,669,0,669,146,146,0,669,669,0,669,55,55,0,91,91,0,0,0,0
"2007-11",9,9,0,9,49,49,0,9,9,0,9,49,49,0,0,0,0,0,0,0
"2007-12",8,8,0,8,59,59,0,8,8,0,8,59,59,0,0,0,0,0,0,0
"2008-01",9,9,0,9,57,57,0,9,9,0,9,57,57,0,0,0,0,0,0,0
"2008-02",8,8,0,8,53,53,0,8,8,0,8,53,53,0,0,0,0,0,0,0
"2008-03",8,8,0,8,62,62,0,8,8,0,8,62,62,0,0,0,0,0,0,0
"2008-04",365,365,0,365,110,110,0,365,365,0,365,60,60,0,50,50,0,0,0,0
"2008-05",1409,1409.1387,0,1409,291,291,0,1409,1409.1387,0,1409,72,72,0,193,193,0,26,26,0
"2008-06",2437,2437.0198,0,2437,625,625,0,2437,2437.0198,0,2437,95,95,0,365,365,0,165,165,0
"2008-07",1488,1488.0001,0,1488,416,416,0,1488,1488.0001,0,1488,96,96,0,225,225,0,95,95,0
"2008-08",1085,1085,0,1085,246,246,0,1085,1085,0,1085,80,80,0,126,126,0,40,40,0
"2008-09",898,898.0792,0,898,208,208.12,0,898,898.0792,0,898,67,67,0,122,122.12,0,19,19,0
"2008-10",630.9999,631.2574,0,630.9999,140,140.1,0,630.9999,631.2574,0,630.9999,55,55,0,85,85.1,0,0,0,0
"2008-11",21,21,0,21,49,49,0,21,21,0,21,49,49,0,0,0,0,0,0,0
"2008-12",18,18,0,18,59,59,0,18,18,0,18,59,59,0,0,0,0,0,0,0
"2009-01",24,24,0,24,57,57,0,24,24,0,24,57,57,0,0,0,0,0,0,0
"2009-02",21,21,0,21,53,53,0,21,21,0,21,53,53,0,0,0,0,0,0,0
"2009-03",23,23,0,23,62,62,0,23,23,0,23,62,62,0,0,0,0,0,0,0
"2009-04",280,280,0,280,97,97.02,0,280,280,0,280,60,60,0,37,37.02,0,0,0,0
"2009-05",1637,1637.0198,0,1637,320,320.12,0,1637,1637.0198,0,1637,72,72,0,222,222.12,0,26,26,0
"2009-06",1598.0001,1598.0793,0,1598.0001,501,501,0,1598.0001,1598.0793,0,1598.0001,95,95,0,241,241,0,165,165,0
"2009-07",1917,1917.0001,0,1917,452,386.06,66,1917,1917.0001,0,1917,96,96,0,261,261.06,0,95,29,66
"2009-08",1249.9999,1250,0,1249.9999,290,188.3664,101.6336,1249.9999,1250,0,1249.9999,80,80,0,170,108.3664,61.6336,40,0,40
"2009-09",772,772.1188,0,772,192,102.7038,89.2962,772,772.1188,0,772,67,67,0,106,16.7038,89.2962,19,19,0
"2009-10",311,311,0,311,83,79.3264,3.6736,311,311,0,311,55,55,0,28,24.3264,3.6736,0,0,0
"2009-11",72,72,0,72,49,49,0,72,72,0,72,49,49,0,0,0,0,0,0,0
"2009-12",64,64,0,64,59,59,0,64,64,0,64,59,59,0,0,0,0,0,0,0
"2010-01",61,61,0,61,57,57,0,61,61,0,61,57,57,0,0,0,0,0,0,0
"2010-02",57,57,0,57,53,53,0,57,57,0,57,53,53,0,0,0,0,0,0,0
"2010-03",61,61,0,61,62,62,0,61,61,0,61,62,62,0,0,0,0,0,0,0
"2010-04",244,244.2376,0,244,93,93,0,244,244.2376,0,244,60,60,0,33,33,0,0,0,0
"2010-05",1500,1500,0,1500,302,302,0,1500,1500,0,1500,72,72,0,204,204,0,26,26,0
"2010-06",2517,2517,0,2517,638,638,0,2517,2517,0,2517,95,95,0,378,378,0,165,165,0
"2010-07",1928,1928,0,1928,454,328.112,125.888,1928,1928,0,1928,96,96,0,263,232.112,30.888,95,0,95
"2010-08",794,794,0,794,344,344,0,794,794,0,794,80,80,0,224,224,0,40,40,0
"2010-09",865,865,0,865,330,273.1166,56.8834,865,865,0,865,67,67,0,244,187.1166,56.8834,19,19,0
"2010-10",504,504,0,504,124,124,0,504,504,0,504,55,55,0,69,69,0,0,0,0
"2010-11",3,3,0,3,49,49,0,3,3,0,3,49,49,0,0,0,0,0,0,0
"2010-12",4,4,0,4,59,59,0,4,4,0,4,59,59,0,0,0,0,0,0,0
"2011-01",6,6,0,6,57,57,0,6,6,0,6,57,57,0,0,0,0,0,0,0
"2011-02",5,5,0,5,53,53,0,5,5,0,5,53,53,0,0,0,0,0,0,0
"2011-03",0,0,0,0,62,62,0,0,0,0,0,62,62,0,0,0,0,0,0,0
"2011-04",254,254,0,254,95,95.1,0,254,254,0,254,60,60,0,35,35.1,0,0,0,0
"2011-05",1457,1457.2178,0,1457,296,296.08,0,1457,1457.2178,0,1457,72,72,0,198,198.08,0,26,26,0
"2011-06",2202,2202,0,2202,591,591,0,2202,2202,0,2202,95,95,0,331,331,0,165,165,0
"2011-07",1880,1880.0001,0,1880,447,352,95,1880,1880.0001,0,1880,96,96,0,256,256,0,95,0,95
"2011-08",844,844.2376,0,844,235,235,0,844,844.2376,0,844,80,80,0,115,115,0,40,40,0
"2011-09",776,776,0,776,192,190.6266,1.3734,776,776,0,776,67,67,0,106,104.6266,1.3734,19,19,0
"2011-10",385,385.099,0,385,107,107,0,385,385.099,0,385,55,55,0,52,52,0,0,0,0
"2011-11",5,5,0,5,49,49,0,5,5,0,5,49,49,0,0,0,0,0,0,0
"2011-12",4,4,0,4,59,59,0,4,4,0,4,59,59,0,0,0,0,0,0,0
"2012-01",6,6,0,6,57,57,0,6,6,0,6,57,57,0,0,0,0,0,0,0
"2012-02",0,0,0,0,53,53,0,0,0,0,0,53,53,0,0,0,0,0,0,0
"2012-03",5,5,0,5,62,62,0,5,5,0,5,62,62,0,0,0,0,0,0,0
"2012-04",70,70,0,70,60,60,0,70,70,0,70,60,60,0,0,0,0,0,0,0
"2012-05",1669,1669.0001,0,1669,431,431,0,1669,1669.0001,0,1669,72,72,0,333,333,0,26,26,0
"2012-06",2409,2409.1387,0,2409,909,731.0315,177.9685,2409,2409.1387,0,2409,95,95,0,649,477.0315,171.9686,165,159,6
"2012-07",1943.0001,1943.0001,0,1943.0001,456,361,95,1943.0001,1943.0001,0,1943.0001,96,96,0,265,265,0,95,0,95
"2012-08",856,856,0,856,237,194.9906,42.0094,856,856,0,856,80,80,0,117,114.9906,2.0094,40,0,40
"2012-09",787,787.0198,0,787,193,126.8354,66.1646,787,787.0198,0,787,67,67,0,107,59.8354,47.1646,19,0,19
"2012-10",419,419,0,419,125,72.3435,52.6565,419,419,0,419,55,55,0,70,17.3435,52.6565,0,0,0
"2012-11",2,2,0,2,49,49,0,2,2,0,2,49,49,0,0,0,0,0,0,0
"2012-12",2,2,0,2,59,59,0,2,2,0,2,59,59,0,0,0,0,0,0,0
