id,name,admin,str,on_off,dest_id,dest_ac,sou1_id,sou1_ac,sou2_id,sou2_ac,type,reuse_plan,div_type,opr_loss,limit,io_beg,io_end,reservoir_id
HUPLimit.01,Annual_HUP_Pool_Release_Limit,1.00000,0.,1,NA,1,HUPLimitPLN,4,0,0,47,NA,Diversion,0,1,0,9999 Annual Release Limit,HUPLimitPLN-4
66000.  66,000.  66000.  66000.  66000.  66000.  6,6000.  66000.  66,000.  66000,.,66000.  66000.,6600,0.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.
CSULimit.01,Annual_HUP_Pool_Release_Limit,1.00000,0.,1,NA,1,CSULimitPLN,4,0,0,47,NA,Diversion,0,1,0,9999 Annual Release Limit,CSULimitPLN-4
2100.  210,0.  2100.  2100.  2100.  2100.  2100.,2100.  2100.  210,0.  2100.,21,00.  2100.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
51040550.01,Opr Granby to AdamsTun,31258.00004,0.,1,5104634,1,5104055,1,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,5104055-1
51040550.02,Opr Granby Res bypass,31258.00001,0.,1,5104055_M,1,5104055,1,0,0,1,NA,NA,0,0,0,9999 Reservoir Release to Ins,5104055-1
51040550.03,Opr Granby to ShadMtnRes,31258.00003,0.,1,5103695,-2,5104055,1,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,5104055-1
51040550.04,Opr Granby to target,99999.99999,0.,1,0,0,5104055,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,5104055
51040550.05,Op GBRes temp5413->USFWS,99999.93001,12.,1,7202003,1,5104055,3,0,0,2,NA,NA,0,0,0,9999 Reservoir Release to Dem,5104055-3
51040550.06,Trans Granby->temp5413,99999.95000,12.,1,5104055,3,5104055,1,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,5104055-1
51036950.01,Opr Shadow Mtn to target,99999.99999,0.,1,0,0,5103695,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,5103695
51009580.01,Opr WCrkFeeder to Granby,31258.00000,0.,1,5104055,-2,5100958.01,1,0,1,14,NA,NA,0,0,0,9999 Carrier with Constrained,5100958.01-1
51037100.01,Opr WillowCrk to Granby,31258.00002,0.,1,5100958,1,5103710,1,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,5103710-1
51037100.02,Opr Willow Cr Res target,99999.99999,0.,1,0,0,5103710,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,5103710
51047000.01,Opr Windy Gap  to Granby,47671.00001,0.,1,5104055,-2,5104700.01,1,0,1,14,NA,NA,0,0,0,9999 Carrier with Constrained,5104700.01-1
51047000.02,Opr Windy Gap  to Granby,47671.00002,0.,1,5104055,-2,5104700.02,1,0,1,14,NA,NA,0,0,0,9999 Carrier with Constrained,5104700.02-1
51047000.03,Opr Windy Gap  to Granby,47671.00003,0.,1,5104055,-2,5104700.03,1,0,1,14,NA,NA,0,0,0,9999 Carrier with Constrained,5104700.03-1
36006060.01,Opr Elliot to Green Mtn,31258.00000,1.,1,3603543,-5,3603543.01,0,3600606,0,11,NA,NA,0,0,0,9999 Carrier to a Ditch or Re,3603543.01
36006060.02,Opr Elliot to GM Power,31258.00000,1.,1,3600881,1,3600881.01,0,3600606,0,11,NA,NA,0,0,0,9999 Carrier to a Ditch or Re,3600881.01
36035430.01,Opr GreenMtn - Granby Ex,31258.00011,0.,1,5104055,-2,3603543,2,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,3603543-2
36035430.02,Opr GreenMtn-WillowCr Ex,31258.00018,0.,1,5103710,-2,3603543,2,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,3603543-2
36035430.03,Opr GreenMtn-ShadowMtnEx,31258.00025,0.,1,5103695,-2,3603543,2,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,3603543-2
36035430.04,Opr GM-WillowCr Feeder,31258.00032,0.,1,51009580.01,1,3603543,2,0,0,7,NA,NA,0,0,0,9999 Reservoir to a Carrier b,3603543-2
36035430.05,Opr GMT-Silt Project,39041.00007,1.,1,3903505_I,1,3603543,4,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3603543-4
36035430.11,Opr GM Replacement(futr),46674.00000,0.,1,0,1,3603543,1,0,0,10,NA,NA,0,2,0,9999 Gen'l Replacement Releas,3603543-1
36035430.12,Opr GM=>Govt Highl(futr),46674.00000,1.,1,7200646_I,1,3603543,1,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,3603543-1
36035430.13,Opr GM=>OMID Irr (futr),46674.00000,1.,1,7200813,1,3603543,1,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,3603543-1
36035430.14,Opr GM=>OMID Pump (futr),46674.00000,1.,1,7200813PP,1,3603543,1,0,0,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,3603543-1
36035430.15,Opr GM-Vail(muni)-nonirr,42420.41373,0.,1,37VAILMUN,1,3603543,3,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3603543-3
36035430.16,Opr GMCont - ATKINSON,49308.48667,0.,1,3800516,1,3603543,3,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3603543-3
36035430.17,Opr GMContract - NEEDHAM,46751.42648,0.,1,3800902,1,3603543,3,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3603543-3
36035430.18,Opr GMContract - DERBY,47481.12662,0.,1,5300555_D,1,3603543,3,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3603543-3
36035430.19,Opr GMCont - COON PIPE,46995.00007,0.,0,7201339,1,3603543,3,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3603543-3
36035430.20,Opr GM-Agg Cont Users,48966.00007,0.,1,36GMCON,1,3603543,3,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3603543-3
36035430.21,Opr GreenMtn target,99999.99999,0.,1,0,0,3603543,1,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603543-1
36035430.22,Opr GreenMtn target,99999.99999,0.,1,0,0,3603543,3,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603543-3
36035430.23,Opr GreenMtn target,99999.99999,0.,1,0,0,3603543,4,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603543-4
36035430.24,Opr GreenMtn target,100000.00000,0.,1,0,0,3603543,2,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603543-2
36035430.25,Opr_HUP_to_Fish_Flow,99999.93008,12.,1,7202003,1,3603543,1,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3603543-1
36035430.26,Opr_1955_B_R_Decree_Exch,38628.00000,-16.,1,3603543,-5,3603543.04,0,NA,0,41,NA,Diversion,0,0,0,9999 Reservoir Storage With S,3603543.04
36035430.27,Opr GM=>Molina,46674.00000,1.,1,72_UWCD,1,3603543,1,0,0,28,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,3603543-1
36035430.28,Opr GM=>Plateau,46674.00000,1.,1,72_UWCD,1,3603543,1,0,0,28,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,3603543-1
36035430.29,Opr GM=>Ute Col Riv,46674.00000,1.,1,72_UWCD,1,3603543,1,0,0,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,3603543-1
364683SU0.01,Opr 1929 to Hoosier Tunn,30184.29071,0.,1,3604683SU,1,3604699.01,0,NA,0,11,NA,NA,0,0,0,9999 Carrier Right to a Ditch,3604699.01
364683SU0.02,Opr Mod 1948 rt to Hoosier Tun,35927.00000,0.,1,3604683SU,1,3604683.01,0,NA,0,11,NA,NA,0,0,0,9999 Carrier Right to a Ditch,3604683.01
3604683SU0.3,Opr_OOP_Cont_Hoosier,31257.99995,12.,1,3604683SU,1,3603543.01,0,3604683.01,0,38,3604683PL,Diversion,0,0,0,9999 Out of Priority Diversion,3603543.01
3604683PL0.1,Opr_Reset_C-Hoosier_Plan,99999.99999,12.,1,NA,0,3604683PL,0,NA,0,42,NA,NA,0,0,NA,Plan Demand Reset,3604683PL
36035700.01,Opr ContHoosRes to Tun,35927.00002,0.,1,3604683SU,1,3603570,1,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603570-1
36035700.02,Opr ContHoosRes to Tun,35927.00003,0.,1,3604683SU,1,3603570,2,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603570-2
36035700.03,Opr ContHoosRes1->tar,1.00000,12.,1,0,0,3603570,1,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603570-1
36035700.04,Opr ContHoosRes OOP->tar,1.00001,12.,1,0,0,3603570,2,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603570-2
36035700.05,OOP_Upper_Blue_to_GM,31257.99996,12.,1,3603570,2,3603543.01,0,3603570.01,0,38,3603570PL,Diversion,0,0,0,9999 Type 38 Out of Priority,3603543.01
3603570PL0.1,Opr_Reset_U_Blue_Plan,99999.99999,12.,1,NA,0,3603570PL,0,NA,0,42,NA,NA,0,0,0,9999 Plan Demand Reset,3603570PL
36035700.06,Opr_UBlue_to_Dillon_Book,1.00002,12.,1,3604512,5,3603570,2,3603570PL,0,34,3604512PL,Diversion,0,2,0,9999 Reservoir to Reservoir T,3603570-2
36035700.07,Opr_UBlue_to_Dillon_Book,1.00003,12.,1,3604512,5,3603570,2,3604683PL,0,34,3604512PL,Diversion,0,2,0,9999 Reservoir to Reservoir T,3603570-2
36035700.08,Opr_UBlue_to_Gr_Mtn_Book,1.00004,12.,1,3603543,-5,3603570,2,NA,0,27,3603570PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3603570-2
36035700.09,Opr_UBlue_to_Gr_Mtn_Book,1.00005,12.,1,3603543,-5,3603570,2,NA,0,27,3604683PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3603570-2
36035700.10,Opr_UBlue_to_Dillon_Book,1.00006,12.,1,3604512,5,3603570,1,3603570PL,0,34,3604512PL,Diversion,0,2,0,9999 Reservoir to Reservoir T,3603570-1
36035700.11,Opr_UBlue_to_Dillon_Book,1.00007,12.,1,3604512,5,3603570,1,3604683PL,0,34,3604512PL,Diversion,0,2,0,9999 Reservoir to Reservoir T,3603570-1
36035700.12,Opr_UBlue_to_Gr_Mtn_Book,1.00008,12.,1,3603543,-5,3603570,1,NA,0,27,3603570PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3603570-1
36035700.13,Opr_UBlue_to_Gr_Mtn_Book,1.00009,12.,1,3603543,-5,3603570,1,NA,0,27,3604683PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3603570-1
36035700.14,Trans_1_to_MOA_Acct,1.00000,12.,1,3603570,3,3603570,1,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,3603570-1
36035700.15,Trans_2_to_MOA_Acct,1.00001,12.,1,3603570,3,3603570,2,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,3603570-2
36035700.16,Opr_UBlue_Res1_for_MOA,1.00002,0.,1,3600989,1,3603570,3,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3603570-3
36035700.17,Trans OOP to C.Springs,1.00047,12.,1,3603570,1,3603570,2,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,3603570-2
36046840.01,Opr_OOP_RobertsTunnel,31257.99998,12.,1,3604684,1,3603543.01,0,3604684.01,0,38,3604684PL,Diversion,0,0,0,9999 Type 38 Out of Priority,3603543.01
3604684PL0.1,Opr_Reset_Roberts_Plan,99999.99999,12.,1,NA,0,3604684PL,0,NA,0,42,NA,NA,0,0,0,9999 Plan Demand Reset,3604684PL
36045120.01,Opr Dillon to RobertsTun,35927.00008,0.,1,3604684,1,3604512,1,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3604512-1
36045120.02,Opr Dillon to RobertsTun,35927.00009,0.,1,3604684,1,3604512,5,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3604512-5
36045120.03,Opr Dillon 1000-GM,99999.00000,12.,1,3603543,-5,3604512,4,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3604512-4
36045120.04,Opr Excess HUP Release,100000.00000,12.,1,3604512HU,1,3604512,4,0,0,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,3604512-4
36045120.05,Opr Dillon Res Min Rel,31257.99998,0.,1,3604512_M,1,3604512,4,0,0,1,NA,NA,0,0,0,9999 Reservoir Release to Ins,3604512-4
36045120.06,Opr Dillon Res target,99999.99999,0.,1,0,0,3604512,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3604512
36045120.07,OOP_Dillon_Res_to_GM,31257.99999,12.,1,3604512,5,3603543.01,0,3604512.01,0,38,3604512PL,Diversion,0,0,0,9999 Type 38 Out of Priority,3603543.01
3604512PL0.1,Opr_Reset_Dillon_Plan,99999.99999,12.,1,NA,0,3604512PL,NA,0 NA,0,42,NA,NA,0,0,0,9999 Plan Demand Reset,3604512PL
36045120.08,Trans OOP->1000,1.00016,12.,1,3604512,4,3604512,5,3604512PL,0,3,4 NA,NA,0,0,0,9999 Reservoir to Reservoir T,3604512-5
36045120.09,Opr_Dillon->Gr_Mtn_Book,1.00025,12.,1,3603543,-5,3604512,5,NA,0,27,3604684PL,Diversion,0,0,0,9999 Reservoir or ReUse Plan,3604512-5
36045120.10,Opr_Dillon->Gr_Mtn_Book2,1.00026,12.,1,3603543,-5,3604512,5,NA,0,27,3604512PL,Diversion,0,0,0,9999 Reservoir or ReUse Plan,3604512-5
36045120.11,Opr_Dillon->Gr_Mtn_Book3,1.00027,12.,1,3603543,-5,3604512,1,NA,0,27,3604684PL,Diversion,0,0,0,9999 Reservoir or ReUse Plan,3604512-1
36045120.12,Opr_Dillon->Gr_Mtn_Book4,1.00028,12.,1,3603543,-5,3604512,1,NA,0,27,3604512PL,Diversion,0,0,0,9999 Reservoir or ReUse Plan,3604512-1
36045120.13,Trans OOP to Denver,1.00029,12.,1,3604512,1,3604512,5,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,3604512-5
36045120.14,Opr_Dillon->Gr_Mtn_BookCSU,1.00038,12.,1,3603543,-5,3604512,5,NA,0,27,3603570PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3604512-5
36045120.15,Opr_Dillon->Gr_Mtn_Book2CSU,1.00039,12.,1,3603543,-5,3604512,5,NA,0,27,3604683PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3604512-5
36045120.16,Opr_Dillon->Gr_Mtn_Book3CSU,1.00040,12.,1,3603543,-5,3604512,1,NA,0,27,3603570PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3604512-1
36045120.17,Opr_Dillon->Gr_Mtn_Book4CSU,1.00041,12.,1,3603543,-5,3604512,1,NA,0,27,3604683PL,Diversion,0,2,0,9999 Reservoir or ReUse Plan,3604512-1
36035750.01,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,1,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-1
36035750.02,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,2,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-2
36035750.03,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,3,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-3
36035750.04,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,4,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-4
36035750.05,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,5,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-5
36035750.06,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,6,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-6
36035750.07,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,7,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-7
36035750.08,Opr C. Gulch to Climax,100000.00000,0.,1,3600841,1,3603575,8,0,0,3,NA,NA,0,0,0,9999 Reservoir Release to Car,3603575-8
36035750.09,Opr Dillon to Breck,47483.00001,0.,1,3601008,1,3604512,2,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-2
36035750.10,Opr Dillon to Breck,47483.00002,0.,1,3601008,1,3604512,1,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-1
36035750.11,Opr D.Res to T of Dillon,18005.00001,0.,1,3600829,1,3604512,2,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-2
36035750.12,Opr D.Res to T of Dillon,18005.00002,0.,1,3600829,1,3604512,1,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-1
36035750.13,Opr Dillon to Breck Ski,100000.00000,0.,1,3600989,1,3604512,2,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-2
36035750.14,Opr Dillon to Breck Ski,100000.00001,0.,1,3600989,1,3604512,1,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-1
36035750.15,Opr Dillon to Copper Mtn,100000.00000,0.,1,3601016,1,3604512,2,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-2
36035750.16,Opr Dillon to Copper Mtn,100000.00001,0.,1,3601016,1,3604512,1,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-1
36035750.17,Opr Dillon to Keyst Ski,47968.00001,0.,1,3600908,1,3604512,2,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-2
36035750.18,Opr Dillon to Keyst Ski,47968.00002,0.,1,3600908,1,3604512,1,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-1
36035750.19,Opr Dillon to Keyst Muni,44741.00001,0.,1,36_KeyMun,1,3604512,2,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-2
36035750.20,Opr Dillon to Keyst Muni,44741.00002,0.,1,36_KeyMun,1,3604512,1,0,-1,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,3604512-1
36035750.21,Opr Clinton Gulch target,100000.00000,0.,1,0,0,3603575,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3603575
50036680.01,Opr W Mtn Res to USFWS,99999.93003,12.,1,7202003,1,5003668,3,0,0,2,NA,NA,0,0,0,9999 Reservoir Release to Dem,5003668-3
50036680.03,Opr W Mtn Res to USFWS,99999.93011,12.,1,7202003,1,5003668,4,0,0,2,NA,NA,0,0,0,9999 Reservoir Release to Dem,5003668-4
50036680.04,Opr Wolford_Fraser Deman,99999.00000,0.,1,5003668FR,1,5003668,1,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-1
50036680.05,Opr Wolford_Mid Park Dem,99999.00000,0.,1,5003668MP,1,5003668,1,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-1
50036680.06,Opr Wolford to target,99999.99999,0.,1,0,0,5003668,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,5003668
50036680.07,Opr_C.S._to_GMRepl_Book,1.00042,12.,1,5003668,9,5003668,7,3604683PL,0,34,NA,NA,0,0,0,9999 Reservoir to Reservoir T,5003668-7
50036680.08,Opr_C.S._to_GMRepl_Book2,1.00043,12.,1,5003668,9,5003668,7,3603570PL,0,34,NA,NA,0,0,0,9999 Reservoir to Reservoir T,5003668-7
50036680.09,Trans W Slope->Bookover,1.00046,12.,1,5003668,8,5003668,1,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,5003668-1
50036680.10,Trans Bookover->C.S.,999999.9998,12.,1,5003668,7,5003668,8,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,5003668-8
50036680.11,Trans Bookover->W Slope,999999.9999,12.,1,5003668,1,5003668,8,0,0,6,NA,NA,0,0,0,9999 Paper Exchange Between R,5003668-8
50036680.12,Opr_Den1_to_GMRepl_Book,1.00017,12.,1,5003668,5,5003668,2,3604684PL,0,34,NA,NA,0,0,0,9999 Reservoir to Reservoir T,5003668-2
50036680.13,Opr_Den1_to_GMRepl_Book2,1.00018,12.,1,5003668,5,5003668,2,3604512PL,0,3,4 NA,NA,0,0,0,9999 Reservoir to Reservoir T,5003668-2
50036680.14,Opr_Den1_to_GMRepl_BookCSU,1.00030,12.,1,5003668,2,5003668,2,3603570PL,0,34,3604512PL,NA,0,2,0,9999 Reservoir to Reservoir T,5003668-2
50036680.15,Opr_Den1_to_GMRepl_Book2CSU,1.00031,12.,1,5003668,2,5003668,2,3604683PL,0,34,3604512PL,NA,0,2,0,9999 Reservoir to Reservoir T,5003668-2
50036680.16,Opr_Den2_to_GMRepl_Book,1.00021,12.,1,5003668,6,5003668,2,3604684PL,0,34,NA,NA,0,0,0,9999 Reservoir to Reservoir T,5003668-2
50036680.17,Opr_Den2_to_GMRepl_Book2,1.00022,12.,1,5003668,6,5003668,2,3604512PL,0,3,4 NA,NA,0,0,0,9999 Reservoir to Reservoir T,5003668-2
50036680.18,Opr GreenMtn - Granby Ex,31258.00005,0.,1,5104055,-2,5003668,5,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-5
50036680.19,Opr GreenMtn - Granby Ex,31258.00007,0.,1,5104055,-2,5003668,9,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-9
50036680.20,Opr GreenMtn - Granby Ex,31258.00009,0.,1,5104055,-2,5003668,6,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-6
50036680.21,Opr GreenMtn-WillowCr Ex,31258.00012,0.,1,5103710,-2,5003668,5,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-5
50036680.22,Opr GreenMtn-WillowCr Ex,31258.00014,0.,1,5103710,-2,5003668,9,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-9
50036680.23,Opr GreenMtn-WillowCr Ex,31258.00015,0.,1,5103710,-2,5003668,6,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-6
50036680.24,Opr GreenMtn-ShadowMtnEx,31258.00019,0.,1,5103695,-2,5003668,5,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-5
50036680.25,Opr GreenMtn-ShadowMtnEx,31258.00021,0.,1,5103695,-2,5003668,9,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-9
50036680.26,Opr GreenMtn-ShadowMtnEx,31258.00022,0.,1,5103695,-2,5003668,6,0,0,5,NA,NA,0,0,0,9999 Reservoir Exchange to St,5003668-6
50036680.27,Opr GM-WillowCr Feeder,31258.00026,0.,1,51009580.01,1,5003668,5,0,0,7,NA,NA,0,0,0,9999 Reservoir to a Carrier b,5003668-5
50036680.28,Opr GM-WillowCr Feeder,31258.00028,0.,1,51009580.01,1,5003668,9,0,0,7,NA,NA,0,0,0,9999 Reservoir to a Carrier b,5003668-9
50036680.29,Opr GM-WillowCr Feeder,31258.00029,0.,1,51009580.01,1,5003668,6,0,0,7,NA,NA,0,0,0,9999 Reservoir to a Carrier b,5003668-6
50036680.30,Opr GMT-Silt Project,39041.00001,1.,1,3903505_I,1,5003668,5,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,5003668-5
50036680.31,Opr GMT-Silt Project,39041.00003,1.,1,3903505_I,1,5003668,9,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,5003668-9
50036680.32,Opr GMT-Silt Project,39041.00004,1.,1,3903505_I,1,5003668,6,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,5003668-6
50036680.45,Opr Wolf Replace1 (futr),46673.99994,0.,1,0,1,5003668,5,0,0,10,NA,NA,0,2,0,9999 Gen'l Replacement Releas,5003668-5
50036680.46,Opr Wolf Replace2 (futr),46673.99996,0.,1,0,1,5003668,9,0,0,10,NA,NA,0,2,0,9999 Gen'l Replacement Releas,5003668-9
50036680.47,Opr Wolf Replace3 (futr),46673.99997,0.,1,0,1,5003668,6,0,0,10,NA,NA,0,2,0,9999 Gen'l Replacement Releas,5003668-6
50036680.48,Opr Wolf=>Govt Highl(futr),46673.99994,1.,1,7200646_I,1,5003668,5,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-5
50036680.49,Opr Wolf=>Govt Highl(futr),46673.99996,1.,1,7200646_I,1,5003668,9,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-9
50036680.50,Opr Wolf=>Govt Highl(futr),46673.99997,1.,1,7200646_I,1,5003668,6,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-6
50036680.51,Opr Wolf=>OMID Irr (futr),46673.99994,1.,1,7200813,1,5003668,5,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-5
50036680.52,Opr Wolf=>OMID Irr (futr),46673.99996,1.,1,7200813,1,5003668,9,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-9
50036680.53,Opr Wolf=>OMID Irr (futr),46673.99997,1.,1,7200813,1,5003668,6,0,1,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-6
50036680.54,Opr Wolf=>OMID Pump (futr),46673.99994,1.,1,7200813PP,1,5003668,5,0,0,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-5
50036680.55,Opr Wolf=>OMID Pump (futr),46673.99996,1.,1,7200813PP,1,5003668,9,0,0,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-9
50036680.56,Opr Wolf=>OMID Pump (futr),46673.99997,1.,1,7200813PP,1,5003668,6,0,0,27,NA,Diversion,-1,2,0,9999 Reservoir or ReUse Plan,5003668-6
50036680.57,Opr GM-Vail(muni)-nonirr,42420.41367,0.,1,37VAILMUN,1,5003668,5,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-5
50036680.58,Opr GM-Vail(muni)-nonirr,42420.41369,0.,1,37VAILMUN,1,5003668,9,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-9
50036680.59,Opr GM-Vail(muni)-nonirr,42420.41370,0.,1,37VAILMUN,1,5003668,6,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-6
50036680.60,Opr GMCont - ATKINSON,49308.48661,0.,1,3800516,1,5003668,5,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-5
50036680.61,Opr GMCont - ATKINSON,49308.48663,0.,1,3800516,1,5003668,9,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-9
50036680.62,Opr GMCont - ATKINSON,49308.48664,0.,1,3800516,1,5003668,6,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-6
50036680.63,Opr GMContract - NEEDHAM,46751.42642,0.,1,3800902,1,5003668,5,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-5
50036680.64,Opr GMContract - NEEDHAM,46751.42644,0.,1,3800902,1,5003668,9,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-9
50036680.65,Opr GMContract - NEEDHAM,46751.42645,0.,1,3800902,1,5003668,6,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-6
50036680.66,Opr GMContract - DERBY,47481.12656,0.,1,5300555_D,1,5003668,5,0,0,4,NA,NA,0,0,0,9999 Reservoir Exchange to a,5003668-5
